episode,reward,energy_saving_pct
104,-0.454,15.95
105,-0.4026,16.38
106,-0.3557,15.44
107,-0.3927,14.63
108,-0.4006,15.64
109,-0.4915,13.32
110,-0.4097,15.78
111,-0.4683,16.17
112,-0.3929,15.36
113,-0.3941,16.33
114,-0.3948,17.11
115,-0.3915,16.22
116,-0.363,16.05
117,-0.3579,15.81
118,-0.3675,16.01
119,-0.3341,18.3
120,-0.5015,15.58
121,-0.429,15.8
122,-0.3551,17.43
123,-0.3751,15.77
124,-0.4167,17.47
125,-0.3501,15.71
126,-0.3334,16.69
127,-0.4064,17.68
128,-0.3991,15.58
129,-0.447,17.59
130,-0.3685,17.81
131,-0.3642,16.69
132,-0.4133,18.29
133,-0.3848,16.88
134,-0.3597,17.0
135,-0.3096,17.87
136,-0.3732,18.44
137,-0.3977,14.43
138,-0.2769,15.22
139,-0.3148,16.06
140,-0.4129,18.02
141,-0.3108,17.66
142,-0.3713,15.6
143,-0.2923,19.47
144,-0.3629,18.15
145,-0.4305,17.36
146,-0.3679,18.17
147,-0.3819,17.4
148,-0.3699,18.85
149,-0.45,19.15
150,-0.3398,19.41
151,-0.4343,18.37
152,-0.3376,18.04
153,-0.4506,19.01
154,-0.3835,19.71
155,-0.2999,17.79
156,-0.2912,19.55
157,-0.3646,17.59
158,-0.2963,17.39
159,-0.4137,18.59
160,-0.2723,17.52
161,-0.2611,16.4
162,-0.3293,18.14
163,-0.3396,20.79
164,-0.4338,16.56
165,-0.3183,19.32
166,-0.2811,18.24
167,-0.2948,17.82
168,-0.3043,17.72
169,-0.3824,18.7
170,-0.3031,18.36
171,-0.3517,19.28
172,-0.2365,20.92
173,-0.2763,18.98
174,-0.292,18.17
175,-0.3023,19.21
176,-0.3507,18.21
177,-0.343,18.42
178,-0.2055,18.24
179,-0.3449,19.9
180,-0.2984,19.86
181,-0.2932,18.84
182,-0.2971,17.59
183,-0.2873,18.19
184,-0.2019,19.07
185,-0.2872,20.32
186,-0.2686,16.16
187,-0.3077,19.46
188,-0.3013,19.92
189,-0.2673,19.98
190,-0.2196,20.02
191,-0.2244,20.4
192,-0.446,19.14
193,-0.371,20.15
194,-0.1824,17.58
195,-0.312,19.01
196,-0.3037,19.83
197,-0.3128,19.02
198,-0.3481,18.53
199,-0.3207,18.93
200,-0.3084,20.26
201,-0.3055,19.52
202,-0.3286,19.62
203,-0.233,20.07
204,-0.2826,19.98
205,-0.2699,21.21
206,-0.272,20.95
207,-0.3019,20.22
208,-0.3103,19.55
209,-0.3483,21.21
210,-0.2373,21.57
211,-0.2801,18.37
212,-0.2107,19.86
213,-0.2525,19.78
214,-0.1916,19.03
215,-0.289,19.52
216,-0.3178,19.66
217,-0.1755,21.13
218,-0.2102,18.7
219,-0.3602,20.36
220,-0.2436,19.36
221,-0.2305,21.39
222,-0.2763,20.29
223,-0.3288,21.15
224,-0.2732,20.33
225,-0.2536,18.63
226,-0.2977,19.75
227,-0.226,22.02
228,-0.3417,20.9
229,-0.2519,22.35
230,-0.1631,21.9
231,-0.2296,19.77
232,-0.1867,19.09
233,-0.2652,21.54
234,-0.2474,21.49
235,-0.2789,20.5
236,-0.2766,19.03
237,-0.2307,19.97
238,-0.3024,20.7
239,-0.2133,21.32
240,-0.23,19.57
241,-0.3146,21.62
242,-0.2049,21.41
243,-0.1475,21.44
244,-0.2079,21.18
245,-0.3487,18.5
246,-0.1325,21.0
247,-0.3615,20.32
248,-0.3361,21.3
249,-0.3376,19.15
250,-0.2631,18.74
251,-0.346,21.37
252,-0.3607,19.91
253,-0.2827,18.69
254,-0.284,19.77
255,-0.2624,20.69
256,-0.2232,21.99
257,-0.1732,20.92
258,-0.2477,20.33
259,-0.2234,20.66
260,-0.26,21.69
261,-0.1867,21.51
262,-0.1685,21.69
263,-0.2736,22.73
264,-0.3108,21.05
265,-0.2726,21.73
266,-0.2662,18.89
267,-0.2534,21.24
268,-0.2417,19.72
269,-0.2525,20.46
270,-0.3044,20.64
271,-0.2532,21.11
272,-0.2263,20.55
273,-0.1644,20.77
274,-0.2684,21.82
275,-0.2406,21.27
276,-0.2455,21.13
277,-0.2647,21.21
278,-0.263,21.0
279,-0.3312,22.23
280,-0.2154,21.16
281,-0.204,23.53
282,-0.2578,21.74
283,-0.2118,22.04
284,-0.3234,21.0
285,-0.1622,21.88
286,-0.2743,22.36
287,-0.2486,21.56
288,-0.1888,20.98
289,-0.3072,22.48
290,-0.2584,23.35
291,-0.2703,19.92
292,-0.2065,20.95
293,-0.2805,21.39
294,-0.1951,21.09
295,-0.2199,21.4
296,-0.3103,20.47
297,-0.1899,22.42
298,-0.1384,21.52
299,-0.2768,21.76
300,-0.2567,21.24
301,-0.2956,20.84
302,-0.2333,20.89
303,-0.1755,23.17
304,-0.2638,20.59
305,-0.2756,21.19
306,-0.1656,19.78
307,-0.2671,22.09
308,-0.2642,22.5
309,-0.2402,19.88
310,-0.315,20.92
311,-0.2699,20.86
312,-0.1343,21.31
313,-0.1913,22.23
314,-0.1962,21.66
315,-0.1953,21.7
316,-0.1949,20.28
317,-0.2464,21.68
318,-0.2291,22.68
319,-0.207,21.84
320,-0.2487,19.74
321,-0.1587,23.03
322,-0.3089,23.12
323,-0.2397,22.35
324,-0.1682,22.72
325,-0.1735,22.28
326,-0.2481,22.47
327,-0.2072,21.25
328,-0.2075,22.62
329,-0.1137,19.6
330,-0.2621,21.69
331,-0.2115,22.77
332,-0.2425,23.33
333,-0.1453,22.29
334,-0.2282,23.09
335,-0.2521,21.84
336,-0.1839,22.54
337,-0.2605,22.63
338,-0.2111,19.56
339,-0.1867,22.71
340,-0.3067,22.06
341,-0.2605,22.17
342,-0.124,22.85
343,-0.2084,21.43
344,-0.2762,22.0
345,-0.2119,22.05
346,-0.3125,22.38
347,-0.2104,19.85
348,-0.1988,22.68
349,-0.2227,22.73
350,-0.2554,20.72
351,-0.1286,21.29
352,-0.2343,23.18
353,-0.3122,21.07
354,-0.2256,23.55
355,-0.1587,21.13
356,-0.1361,23.05
357,-0.3517,21.12
358,-0.2585,22.92
359,-0.2353,22.32
360,-0.2081,22.35
361,-0.2844,21.08
362,-0.1883,22.11
363,-0.1695,21.34
364,-0.26,21.25
365,-0.218,23.46
366,-0.1747,25.01
367,-0.1269,21.39
368,-0.1624,22.59
369,-0.2411,23.11
370,-0.1922,21.55
371,-0.2264,21.3
372,-0.252,22.19
373,-0.1896,22.21
374,-0.19,19.68
375,-0.2145,22.46
376,-0.1639,23.02
377,-0.228,22.71
378,-0.2183,21.97
379,-0.2037,20.78
380,-0.1973,22.7
381,-0.2595,21.47
382,-0.1188,21.94
383,-0.1794,22.27
384,-0.2128,23.07
385,-0.2116,23.31
386,-0.2164,22.49
387,-0.1394,22.32
388,-0.1645,23.06
389,-0.1805,21.42
390,-0.0882,21.62
391,-0.1824,23.77
392,-0.2569,23.78
393,-0.1748,20.55
394,-0.185,21.83
395,-0.1422,23.26
396,-0.1742,22.72
397,-0.2044,22.19
398,-0.163,21.14
399,-0.2951,21.84
400,-0.187,21.51
401,-0.1823,23.72
402,-0.2774,21.61
403,-0.2045,22.5
404,-0.2437,22.8
405,-0.2323,22.28
406,-0.1642,22.35
407,-0.2619,21.12
408,-0.2215,22.01
409,-0.2564,22.08
410,-0.1987,21.8
411,-0.1931,23.8
412,-0.2742,24.34
413,-0.2267,23.41
414,-0.219,23.94
415,-0.2036,21.8
416,-0.162,22.23
417,-0.2571,21.58
418,-0.2296,22.56
419,-0.1436,21.56
420,-0.1699,21.4
421,-0.257,19.73
422,-0.2145,22.92
423,-0.188,23.65
424,-0.1643,23.54
425,-0.1926,23.25
426,-0.188,23.3
427,-0.1867,22.18
428,-0.2061,20.91
429,-0.2874,21.42
430,-0.2333,22.19
431,-0.1462,20.33
432,-0.1649,23.07
433,-0.2087,22.93
434,-0.22,23.05
435,-0.2448,23.43
436,-0.2509,20.72
437,-0.1602,21.74
438,-0.2233,21.37
439,-0.1927,21.96
440,-0.087,21.83
441,-0.2022,20.38
442,-0.2449,23.24
443,-0.1634,23.9
444,-0.1533,21.82
445,-0.3041,21.93
446,-0.1446,23.4
447,-0.252,22.49
448,-0.1261,23.13
449,-0.143,21.56
450,-0.2002,23.19
451,-0.2489,22.97
452,-0.1516,22.13
453,-0.1855,22.54
454,-0.2451,20.46
455,-0.1801,22.32
456,-0.2627,22.63
457,-0.1928,22.18
458,-0.1918,21.75
459,-0.1822,23.99
460,-0.1455,23.85
461,-0.2307,22.65
462,-0.2379,22.98
463,-0.2045,20.81
464,-0.165,21.5
465,-0.2162,22.16
466,-0.286,21.57
467,-0.2188,23.64
468,-0.1976,22.01
469,-0.2444,21.43
470,-0.323,24.64
471,-0.1898,24.49
472,-0.2708,23.38
473,-0.1569,20.71
474,-0.0901,24.13
475,-0.2499,24.1
476,-0.1875,20.93
477,-0.1901,20.4
478,-0.2818,22.11
479,-0.3262,23.03
480,-0.2727,24.1
481,-0.2201,20.79
482,-0.0829,24.49
483,-0.1762,21.0
484,-0.249,23.55
485,-0.2494,22.65
486,-0.2389,23.94
487,-0.2986,23.06
488,-0.2488,22.63
489,-0.1815,23.38
490,-0.2158,21.91
491,-0.2248,22.58
492,-0.1627,21.36
493,-0.2607,23.44
494,-0.1829,23.88
495,-0.2613,23.16
496,-0.1627,22.93
497,-0.201,22.41
498,-0.1959,25.12
499,-0.2108,22.68
500,-0.1768,21.16
