timestamp,building,air_temp,radiant_temp,humidity,air_speed,co2_ppm,lux,sound_db,occupancy,outdoor_temp,solar_rad,time_of_day_sin,time_of_day_cos,day_of_week_sin,day_of_week_cos
2024-03-01 01:14:00,residential,23.03,23.61,60.5,0.666,400.0,0.0,32.6,0.17,33.78,80.5,0.3173,0.9483,0.0,1.0
2024-03-01 01:15:00,residential,22.82,23.48,60.1,0.012,400.0,52.0,29.2,0.12,33.0,82.7,0.3214,0.9469,0.0,1.0
2024-03-01 01:16:00,residential,22.43,23.89,60.8,0.006,410.0,0.0,40.4,0.08,34.77,84.8,0.3256,0.9455,0.0,1.0
2024-03-01 01:17:00,residential,22.93,23.08,59.3,0.093,400.0,21.0,35.0,0.02,34.64,87.0,0.3297,0.9441,0.0,1.0
2024-03-01 01:18:00,residential,22.83,23.43,62.6,0.088,400.0,9.0,41.7,0.02,34.19,89.1,0.3338,0.9426,0.0,1.0
2024-03-01 01:19:00,residential,22.83,23.88,61.1,0.01,400.0,0.0,41.0,0.2,34.46,91.4,0.3379,0.9412,0.0,1.0
2024-03-01 01:20:00,residential,23.31,23.42,61.2,0.005,442.0,0.0,38.7,0.28,34.64,93.6,0.342,0.9397,0.0,1.0
2024-03-01 01:21:00,residential,23.06,23.82,56.9,0.023,465.0,22.0,30.8,0.23,34.01,95.8,0.3461,0.9382,0.0,1.0
2024-03-01 01:22:00,residential,22.55,23.24,60.0,0.374,401.0,20.0,35.5,0.09,34.43,98.1,0.3502,0.9367,0.0,1.0
2024-03-01 01:23:00,residential,23.25,23.38,58.8,0.108,422.0,26.0,39.1,0.03,32.95,100.4,0.3543,0.9351,0.0,1.0
2024-03-01 01:24:00,residential,22.6,23.0,58.1,0.138,400.0,0.0,36.2,0.06,33.96,102.7,0.3584,0.9336,0.0,1.0
2024-03-01 01:25:00,residential,23.3,22.9,58.5,0.008,400.0,18.0,33.9,0.26,35.15,105.1,0.3624,0.932,0.0,1.0
2024-03-01 01:26:00,residential,22.96,23.54,59.7,0.072,413.0,0.0,36.1,0.08,36.41,107.5,0.3665,0.9304,0.0,1.0
2024-03-01 01:27:00,residential,23.14,23.92,60.7,0.005,400.0,30.0,36.3,0.16,34.35,109.9,0.3706,0.9288,0.0,1.0
2024-03-01 01:28:00,residential,23.12,23.7,61.8,0.203,423.0,29.0,30.6,0.3,33.35,112.3,0.3746,0.9272,0.0,1.0
2024-03-01 01:29:00,residential,23.09,24.22,61.7,0.065,400.0,0.0,33.3,0.3,33.92,114.7,0.3786,0.9255,0.0,1.0
2024-03-01 01:30:00,residential,23.21,23.61,60.4,0.018,400.0,8.0,37.0,0.06,32.85,117.2,0.3827,0.9239,0.0,1.0
2024-03-01 01:31:00,residential,23.18,22.93,60.0,0.089,412.0,0.0,37.6,0.29,34.99,119.6,0.3867,0.9222,0.0,1.0
2024-03-01 01:32:00,residential,23.73,23.92,59.2,0.1,443.0,25.0,35.7,0.09,34.39,122.1,0.3907,0.9205,0.0,1.0
2024-03-01 01:33:00,residential,23.25,23.36,59.4,0.16,400.0,0.0,33.8,0.25,33.41,124.7,0.3947,0.9188,0.0,1.0
2024-03-01 01:34:00,residential,23.27,23.85,58.3,0.223,409.0,10.0,34.4,0.07,34.19,127.2,0.3987,0.9171,0.0,1.0
2024-03-01 01:35:00,residential,23.0,22.89,59.0,0.161,414.0,22.0,32.7,0.01,35.11,129.8,0.4027,0.9153,0.0,1.0
2024-03-01 01:36:00,residential,23.33,23.7,60.6,0.02,407.0,2.0,34.7,0.24,34.48,132.3,0.4067,0.9135,0.0,1.0
2024-03-01 01:37:00,residential,22.93,24.1,63.0,0.146,400.0,26.0,37.6,0.14,33.76,135.0,0.4107,0.9118,0.0,1.0
2024-03-01 01:38:00,residential,23.59,24.06,59.6,0.165,407.0,9.0,42.3,0.3,35.49,137.6,0.4147,0.91,0.0,1.0
2024-03-01 01:39:00,residential,22.81,23.74,58.3,0.227,406.0,47.0,31.4,0.11,34.83,140.2,0.4187,0.9081,0.0,1.0
2024-03-01 01:40:00,residential,23.01,23.82,61.8,0.111,400.0,0.0,38.8,0.11,33.74,142.9,0.4226,0.9063,0.0,1.0
2024-03-01 01:41:00,residential,22.79,23.65,55.9,0.041,426.0,0.0,36.1,0.17,34.56,145.6,0.4266,0.9045,0.0,1.0
2024-03-01 01:42:00,residential,23.42,23.74,62.0,0.084,400.0,0.0,30.2,0.24,32.44,148.3,0.4305,0.9026,0.0,1.0
2024-03-01 01:43:00,residential,23.18,24.12,57.1,0.084,404.0,0.0,34.7,0.01,34.83,151.0,0.4344,0.9007,0.0,1.0
2024-03-01 01:44:00,residential,23.52,23.58,61.2,0.007,446.0,0.0,34.5,0.19,37.39,153.7,0.4384,0.8988,0.0,1.0
2024-03-01 01:45:00,residential,23.03,23.62,59.0,0.039,400.0,0.0,35.0,0.07,35.7,156.5,0.4423,0.8969,0.0,1.0
2024-03-01 01:46:00,residential,23.5,23.26,60.6,0.005,400.0,0.0,38.1,0.07,34.46,159.3,0.4462,0.8949,0.0,1.0
2024-03-01 01:47:00,residential,23.52,24.16,64.1,0.1,417.0,0.0,40.9,0.03,34.9,162.1,0.4501,0.893,0.0,1.0
2024-03-01 01:48:00,residential,23.43,23.78,58.3,0.053,442.0,8.0,38.9,0.0,35.21,164.9,0.454,0.891,0.0,1.0
2024-03-01 01:49:00,residential,23.38,23.41,58.0,0.239,400.0,14.0,35.6,0.09,35.3,167.7,0.4579,0.889,0.0,1.0
2024-03-01 01:50:00,residential,23.43,24.25,60.1,0.267,400.0,30.0,36.0,0.19,34.59,170.6,0.4617,0.887,0.0,1.0
2024-03-01 01:51:00,residential,23.12,23.89,63.0,0.096,435.0,28.0,41.2,0.13,32.55,173.4,0.4656,0.885,0.0,1.0
2024-03-01 01:52:00,residential,23.09,23.62,60.3,0.027,426.0,0.0,31.8,0.03,34.39,176.3,0.4695,0.8829,0.0,1.0
2024-03-01 01:53:00,residential,23.58,24.28,60.1,0.034,412.0,0.0,38.7,0.15,34.16,179.2,0.4733,0.8809,0.0,1.0
2024-03-01 01:54:00,residential,23.32,23.8,60.3,0.437,400.0,6.0,31.6,0.25,34.68,182.1,0.4772,0.8788,0.0,1.0
2024-03-01 01:55:00,residential,23.58,23.31,58.0,0.027,418.0,6.0,30.4,0.25,34.05,185.1,0.481,0.8767,0.0,1.0
2024-03-01 01:56:00,residential,23.92,24.33,60.3,0.107,431.0,41.0,36.9,0.17,35.42,188.0,0.4848,0.8746,0.0,1.0
2024-03-01 01:57:00,residential,23.33,23.62,59.2,0.065,465.0,0.0,30.0,0.17,36.86,191.0,0.4886,0.8725,0.0,1.0
2024-03-01 01:58:00,residential,23.3,25.17,62.6,0.27,400.0,23.0,33.8,0.11,35.83,194.0,0.4924,0.8704,0.0,1.0
2024-03-01 01:59:00,residential,23.39,23.79,61.6,0.026,405.0,0.0,39.1,0.15,34.8,197.0,0.4962,0.8682,0.0,1.0
2024-03-01 02:00:00,residential,23.51,23.17,57.3,0.303,400.0,11.0,32.3,0.23,36.41,200.0,0.5,0.866,0.0,1.0
2024-03-01 02:01:00,residential,23.7,24.69,59.4,0.079,429.0,12.0,40.4,0.13,35.85,203.0,0.5038,0.8638,0.0,1.0
2024-03-01 02:02:00,residential,23.51,23.97,61.0,0.458,428.0,0.0,28.2,0.25,35.66,206.1,0.5075,0.8616,0.0,1.0
2024-03-01 02:03:00,residential,24.16,24.1,58.0,0.141,412.0,0.0,38.1,0.18,34.37,209.1,0.5113,0.8594,0.0,1.0
2024-03-01 02:04:00,residential,23.67,24.16,57.8,0.141,436.0,8.0,30.8,0.12,34.82,212.2,0.515,0.8572,0.0,1.0
2024-03-01 02:05:00,residential,23.79,23.47,59.1,0.095,400.0,19.0,34.4,0.28,35.56,215.3,0.5188,0.8549,0.0,1.0
2024-03-01 02:06:00,residential,23.56,23.16,60.7,0.133,400.0,3.0,35.6,0.27,37.15,218.4,0.5225,0.8526,0.0,1.0
2024-03-01 02:07:00,residential,23.88,24.81,62.1,0.13,400.0,0.0,34.2,0.12,36.45,221.5,0.5262,0.8504,0.0,1.0
2024-03-01 02:08:00,residential,23.53,23.41,60.5,0.237,433.0,0.0,34.2,0.22,35.62,224.7,0.5299,0.848,0.0,1.0
2024-03-01 02:09:00,residential,23.41,24.7,64.9,0.089,434.0,20.0,30.6,0.28,35.21,227.8,0.5336,0.8457,0.0,1.0
2024-03-01 02:10:00,residential,23.88,24.26,58.6,0.102,410.0,0.0,39.2,0.18,35.83,231.0,0.5373,0.8434,0.0,1.0
2024-03-01 02:11:00,residential,23.61,24.13,61.5,0.121,408.0,32.0,31.3,0.28,35.62,234.1,0.541,0.841,0.0,1.0
2024-03-01 02:12:00,residential,23.71,23.88,57.8,0.107,417.0,0.0,31.3,0.02,36.63,237.3,0.5446,0.8387,0.0,1.0
2024-03-01 02:13:00,residential,23.94,25.0,63.2,0.163,400.0,0.0,34.7,0.28,34.02,240.5,0.5483,0.8363,0.0,1.0
2024-03-01 02:14:00,residential,23.7,23.81,62.7,0.027,441.0,6.0,32.9,0.2,35.17,243.7,0.5519,0.8339,0.0,1.0
2024-03-01 02:15:00,residential,23.62,23.82,61.4,0.203,400.0,0.0,37.5,0.05,35.91,246.9,0.5556,0.8315,0.0,1.0
2024-03-01 02:16:00,residential,23.52,24.37,56.5,0.465,413.0,27.0,33.4,0.04,36.59,250.2,0.5592,0.829,0.0,1.0
2024-03-01 02:17:00,residential,24.01,23.83,61.4,0.001,400.0,38.0,35.0,0.22,37.13,253.4,0.5628,0.8266,0.0,1.0
2024-03-01 02:18:00,residential,23.6,23.71,58.4,0.206,428.0,0.0,35.3,0.07,33.74,256.7,0.5664,0.8241,0.0,1.0
2024-03-01 02:19:00,residential,23.69,24.1,60.9,0.014,400.0,0.0,37.9,0.01,34.5,259.9,0.57,0.8216,0.0,1.0
2024-03-01 02:20:00,residential,23.81,24.4,57.1,0.254,462.0,57.0,33.4,0.06,35.16,263.2,0.5736,0.8192,0.0,1.0
2024-03-01 02:21:00,residential,23.82,24.88,60.5,0.288,400.0,33.0,30.0,0.03,34.01,266.5,0.5771,0.8166,0.0,1.0
2024-03-01 02:22:00,residential,24.05,24.97,59.3,0.071,428.0,0.0,32.6,0.05,36.93,269.8,0.5807,0.8141,0.0,1.0
2024-03-01 02:23:00,residential,23.73,23.43,58.4,0.272,400.0,35.0,38.4,0.16,35.4,273.1,0.5842,0.8116,0.0,1.0
2024-03-01 02:24:00,residential,24.18,24.57,61.2,0.06,400.0,0.0,36.0,0.16,36.46,276.4,0.5878,0.809,0.0,1.0
2024-03-01 02:25:00,residential,23.7,23.77,59.9,0.696,400.0,18.0,33.9,0.13,35.13,279.7,0.5913,0.8064,0.0,1.0
2024-03-01 02:26:00,residential,23.9,23.79,59.6,0.101,411.0,0.0,35.2,0.22,35.73,283.1,0.5948,0.8039,0.0,1.0
2024-03-01 02:27:00,residential,23.74,23.96,61.4,0.003,400.0,14.0,34.2,0.0,33.97,286.4,0.5983,0.8013,0.0,1.0
2024-03-01 02:28:00,residential,24.43,23.94,63.8,0.0,400.0,7.0,37.4,0.27,34.29,289.7,0.6018,0.7986,0.0,1.0
2024-03-01 02:29:00,residential,23.71,23.76,60.5,0.051,403.0,4.0,36.0,0.3,34.32,293.1,0.6053,0.796,0.0,1.0
2024-03-01 02:30:00,residential,23.75,23.27,56.4,0.076,412.0,18.0,34.2,0.28,33.67,296.5,0.6088,0.7934,0.0,1.0
2024-03-01 02:31:00,residential,23.87,24.78,56.8,0.258,400.0,0.0,37.8,0.08,36.42,299.8,0.6122,0.7907,0.0,1.0
2024-03-01 02:32:00,residential,23.77,24.57,60.1,0.193,400.0,0.0,38.5,0.26,35.39,303.2,0.6157,0.788,0.0,1.0
2024-03-01 02:33:00,residential,23.95,24.21,62.0,0.259,400.0,28.0,32.2,0.22,36.48,306.6,0.6191,0.7853,0.0,1.0
2024-03-01 02:34:00,residential,24.24,23.84,60.2,0.397,415.0,0.0,32.3,0.15,35.32,310.0,0.6225,0.7826,0.0,1.0
2024-03-01 02:35:00,residential,23.92,24.73,61.0,0.564,425.0,0.0,42.2,0.3,36.57,313.4,0.6259,0.7799,0.0,1.0
2024-03-01 02:36:00,residential,23.94,24.21,59.8,0.023,429.0,0.0,36.9,0.07,36.41,316.8,0.6293,0.7771,0.0,1.0
2024-03-01 02:37:00,residential,23.83,24.01,61.9,0.101,405.0,0.0,40.0,0.18,35.35,320.3,0.6327,0.7744,0.0,1.0
2024-03-01 02:38:00,residential,23.76,23.59,61.2,0.173,400.0,0.0,37.7,0.06,35.68,323.7,0.6361,0.7716,0.0,1.0
2024-03-01 02:39:00,residential,23.95,24.47,57.9,0.336,400.0,13.0,36.4,0.08,35.85,327.1,0.6394,0.7688,0.0,1.0
2024-03-01 02:40:00,residential,23.93,24.13,60.8,0.408,405.0,0.0,28.6,0.25,36.63,330.5,0.6428,0.766,0.0,1.0
2024-03-01 02:41:00,residential,24.29,24.38,56.8,0.037,400.0,46.0,31.3,0.19,35.49,334.0,0.6461,0.7632,0.0,1.0
2024-03-01 02:42:00,residential,23.66,24.35,60.8,0.788,400.0,7.0,37.0,0.21,35.89,337.4,0.6494,0.7604,0.0,1.0
2024-03-01 02:43:00,residential,24.39,24.54,59.3,0.075,400.0,0.0,32.3,0.11,34.07,340.9,0.6528,0.7576,0.0,1.0
2024-03-01 02:44:00,residential,23.92,24.38,60.2,0.379,400.0,8.0,34.6,0.28,34.68,344.3,0.6561,0.7547,0.0,1.0
2024-03-01 02:45:00,residential,24.02,24.18,60.5,0.079,400.0,0.0,37.7,0.14,34.84,347.8,0.6593,0.7518,0.0,1.0
2024-03-01 02:46:00,residential,23.67,24.53,60.4,0.004,409.0,0.0,35.4,0.1,36.1,351.3,0.6626,0.749,0.0,1.0
2024-03-01 02:47:00,residential,24.17,24.69,62.7,0.206,400.0,0.0,36.2,0.06,34.89,354.7,0.6659,0.7461,0.0,1.0
2024-03-01 02:48:00,residential,23.72,24.94,59.9,0.173,400.0,20.0,39.2,0.08,35.72,358.2,0.6691,0.7431,0.0,1.0
2024-03-01 02:49:00,residential,24.13,23.88,60.2,0.062,403.0,20.0,39.5,0.24,35.46,361.7,0.6724,0.7402,0.0,1.0
2024-03-01 02:50:00,residential,24.11,24.78,62.5,0.052,447.0,7.0,34.8,0.1,35.63,365.1,0.6756,0.7373,0.0,1.0
2024-03-01 02:51:00,residential,23.94,23.7,63.6,0.11,400.0,57.0,38.8,0.1,36.51,368.6,0.6788,0.7343,0.0,1.0
2024-03-01 02:52:00,residential,23.43,24.75,59.8,0.255,400.0,0.0,32.1,0.12,35.82,372.1,0.682,0.7314,0.0,1.0
2024-03-01 02:53:00,residential,24.7,24.11,58.8,0.083,400.0,41.0,35.7,0.1,35.41,375.6,0.6852,0.7284,0.0,1.0
2024-03-01 02:54:00,residential,23.75,24.69,58.9,0.154,454.0,42.0,36.7,0.16,36.08,379.1,0.6884,0.7254,0.0,1.0
2024-03-01 02:55:00,residential,24.16,24.96,60.7,0.695,443.0,10.0,34.7,0.29,37.3,382.6,0.6915,0.7224,0.0,1.0
2024-03-01 02:56:00,residential,23.87,24.46,59.4,0.035,428.0,14.0,34.3,0.28,35.75,386.0,0.6947,0.7193,0.0,1.0
2024-03-01 02:57:00,residential,24.41,24.38,56.3,0.074,421.0,29.0,31.6,0.28,34.42,389.5,0.6978,0.7163,0.0,1.0
2024-03-01 02:58:00,residential,23.99,24.36,62.0,0.023,421.0,0.0,34.9,0.18,34.34,393.0,0.7009,0.7133,0.0,1.0
2024-03-01 02:59:00,residential,23.89,24.22,61.4,0.093,400.0,0.0,30.2,0.3,35.39,396.5,0.704,0.7102,0.0,1.0
2024-03-01 03:00:00,residential,24.3,24.86,62.1,0.341,426.0,0.0,34.6,0.11,34.54,400.0,0.7071,0.7071,0.0,1.0
2024-03-01 03:01:00,residential,23.75,24.38,62.4,0.667,427.0,9.0,35.2,0.06,33.29,403.5,0.7102,0.704,0.0,1.0
2024-03-01 03:02:00,residential,24.02,23.56,60.1,0.121,425.0,0.0,37.2,0.27,35.4,407.0,0.7133,0.7009,0.0,1.0
2024-03-01 03:03:00,residential,24.36,24.79,60.3,0.252,400.0,0.0,31.5,0.25,36.09,410.5,0.7163,0.6978,0.0,1.0
2024-03-01 03:04:00,residential,24.61,24.77,61.7,0.202,400.0,0.0,36.0,0.12,37.1,414.0,0.7193,0.6947,0.0,1.0
2024-03-01 03:05:00,residential,23.88,24.46,57.3,0.208,400.0,0.0,36.7,0.07,35.71,417.4,0.7224,0.6915,0.0,1.0
2024-03-01 03:06:00,residential,23.99,24.14,59.0,0.128,430.0,0.0,34.9,0.11,36.04,420.9,0.7254,0.6884,0.0,1.0
