window_id,building,start_minute,rater_1,rater_2,rater_3,comfort_label,split
81,mixed_use,2058,-1,0,-1,-1,train
82,residential,814,1,1,0,1,train
83,medium_office,2495,0,0,0,0,train
84,medium_office,13,0,-2,0,0,train
85,medium_office,2366,0,-1,2,-1,train
86,mixed_use,267,2,-1,0,-1,train
87,mixed_use,1012,0,-1,0,0,train
88,mixed_use,100,-1,-1,0,-1,train
89,residential,1095,-1,-2,0,-2,train
90,residential,835,-2,1,0,-2,train
91,mixed_use,1130,0,0,2,0,train
92,medium_office,1467,0,0,0,0,train
93,mixed_use,257,0,0,0,0,train
94,residential,2,-1,2,0,-1,train
95,medium_office,2662,-1,-1,0,-1,train
96,mixed_use,389,1,-1,0,-1,train
97,medium_office,2791,0,0,2,0,train
98,medium_office,1131,0,0,1,0,train
99,mixed_use,2969,0,0,0,0,train
100,medium_office,2585,0,0,-2,0,train
101,mixed_use,1754,-2,1,0,-2,train
102,medium_office,1936,0,-1,0,0,train
103,mixed_use,2833,2,0,-1,-1,train
104,medium_office,1349,-1,-1,0,-1,train
105,medium_office,728,0,0,0,0,train
106,medium_office,478,0,0,1,0,train
107,residential,2022,1,1,0,1,train
108,mixed_use,1826,-1,1,0,-1,train
109,medium_office,1509,0,-1,0,0,train
110,medium_office,1767,-2,0,0,0,train
111,residential,1053,-1,0,0,0,train
112,residential,1472,1,0,0,0,train
113,residential,1689,-1,0,0,0,train
114,medium_office,371,1,1,0,1,train
115,medium_office,1612,-1,0,-1,-1,train
116,residential,113,-1,0,-2,-2,train
117,mixed_use,2569,1,-1,0,-1,train
118,mixed_use,1541,0,0,1,0,train
119,medium_office,1781,0,0,1,0,train
120,medium_office,510,1,1,-1,1,train
121,mixed_use,2410,0,2,0,0,train
122,medium_office,2574,0,0,0,0,train
123,mixed_use,2146,0,0,2,0,train
124,mixed_use,1835,1,0,-1,-1,train
125,mixed_use,1869,0,1,0,0,train
126,medium_office,856,-1,0,1,-1,train
127,mixed_use,456,1,-2,0,-2,train
128,medium_office,566,0,0,-1,0,train
129,mixed_use,244,1,-1,0,-1,train
130,mixed_use,1250,0,-1,0,0,train
131,residential,2463,0,0,-1,0,train
132,residential,2942,-1,0,-2,-2,train
133,residential,737,0,0,1,0,train
134,mixed_use,1358,0,-1,0,0,train
135,mixed_use,1608,-1,-1,0,-1,train
136,medium_office,2281,1,0,0,0,train
137,medium_office,655,0,0,2,0,train
138,residential,590,0,0,0,0,train
139,residential,803,0,0,-1,0,train
140,residential,675,-2,0,1,-2,train
141,medium_office,104,0,0,0,0,train
142,medium_office,224,0,0,0,0,train
143,medium_office,1431,-1,-1,0,-1,train
144,medium_office,106,1,-1,2,-1,train
145,medium_office,1964,0,1,1,1,train
146,mixed_use,2174,-1,1,0,-1,train
147,mixed_use,2501,0,0,-1,0,train
148,residential,308,1,0,-2,-2,train
149,mixed_use,2982,0,-1,0,0,train
150,mixed_use,2318,0,-1,0,0,train
151,residential,1946,-1,1,0,-1,train
152,medium_office,748,-1,0,1,-1,train
153,residential,1161,0,0,1,0,train
154,residential,2337,0,-1,0,0,train
155,medium_office,1610,-2,0,-2,-2,train
156,medium_office,2369,2,0,0,0,train
157,mixed_use,2050,0,0,1,0,train
158,medium_office,145,0,0,2,0,train
159,medium_office,588,2,0,1,0,train
160,mixed_use,2599,1,1,1,1,train
161,medium_office,1927,1,0,0,0,train
162,mixed_use,1509,-1,0,0,0,train
163,residential,1569,0,0,1,0,train
164,residential,1564,0,0,0,0,train
165,medium_office,1317,1,-1,0,-1,train
166,mixed_use,2835,1,0,0,0,train
167,residential,2086,-1,0,1,-1,train
168,residential,1700,0,1,0,0,train
169,medium_office,2829,-1,0,0,0,train
170,mixed_use,308,-1,0,0,0,train
171,mixed_use,2173,-1,0,0,0,train
172,mixed_use,736,0,0,0,0,train
173,medium_office,15,0,-1,0,0,train
174,medium_office,2643,0,-1,1,-1,train
175,residential,2354,0,0,1,0,train
176,medium_office,1388,0,2,2,2,train
177,mixed_use,417,-1,0,0,0,train
178,residential,802,0,1,-1,-1,train
179,mixed_use,1247,0,0,1,0,train
180,mixed_use,2504,0,0,0,0,train
181,medium_office,2906,-1,0,-1,-1,train
182,residential,2703,1,1,0,1,train
183,medium_office,79,0,0,0,0,train
184,residential,269,0,0,0,0,train
185,mixed_use,1737,0,2,0,0,train
186,residential,1542,-1,0,0,0,train
187,medium_office,867,-2,1,0,-2,train
188,medium_office,1308,1,0,0,0,train
189,mixed_use,2962,0,1,0,0,train
190,medium_office,1819,2,1,1,1,train
191,medium_office,777,0,1,-1,-1,train
192,residential,654,0,0,2,0,train
193,medium_office,2420,1,2,1,1,train
194,residential,2858,0,0,0,0,train
195,mixed_use,1596,0,0,-1,0,train
196,residential,1881,0,0,0,0,train
197,mixed_use,1924,0,0,-1,0,train
198,medium_office,2380,0,0,-2,0,train
199,residential,1114,0,1,0,0,train
200,medium_office,928,0,0,-1,0,train
201,mixed_use,336,2,0,0,0,train
202,medium_office,1742,0,0,1,0,train
203,residential,1785,0,0,0,0,train
204,medium_office,1683,1,-2,0,-2,train
205,medium_office,381,1,0,0,0,train
206,mixed_use,1261,0,0,1,0,train
207,mixed_use,2055,0,0,0,0,train
208,mixed_use,2306,0,0,-1,0,train
209,mixed_use,808,0,-2,0,0,train
210,medium_office,1019,0,0,0,0,train
211,mixed_use,428,0,0,0,0,train
212,residential,315,1,0,0,0,train
213,medium_office,702,0,0,1,0,train
214,mixed_use,2970,2,0,0,0,train
215,medium_office,913,0,-1,0,0,train
216,medium_office,2172,0,0,1,0,train
217,medium_office,204,0,0,0,0,train
218,medium_office,930,1,0,-1,-1,train
219,residential,1546,0,-1,0,0,train
220,residential,67,0,0,0,0,train
221,mixed_use,2985,0,0,-2,0,train
222,mixed_use,262,0,0,0,0,train
223,mixed_use,2146,0,0,-2,0,train
224,medium_office,2755,-1,0,0,0,train
225,mixed_use,2279,-1,-1,0,-1,train
226,mixed_use,2057,-1,0,0,0,train
227,mixed_use,990,0,0,0,0,train
228,medium_office,2988,-1,-1,1,-1,train
229,mixed_use,1158,0,0,-1,0,train
230,mixed_use,1066,1,0,0,0,train
231,residential,43,0,-1,0,0,train
232,residential,777,0,-1,0,0,train
233,medium_office,725,-1,-1,0,-1,train
234,mixed_use,594,0,0,0,0,train
235,medium_office,2254,0,-1,0,0,train
236,mixed_use,2753,0,1,0,0,train
237,residential,2576,0,0,-2,0,train
238,medium_office,1676,0,-1,1,-1,train
239,mixed_use,2292,2,1,1,1,train
240,medium_office,1115,0,1,2,0,train
241,residential,2064,0,-1,0,0,train
242,mixed_use,2244,0,0,1,0,train
243,residential,2842,1,0,0,0,train
244,residential,2412,-2,-1,-2,-2,train
245,residential,1114,0,0,2,0,train
246,residential,2742,2,0,-1,-1,train
247,mixed_use,470,0,0,0,0,train
248,residential,914,2,0,1,0,train
249,residential,2079,0,-1,1,-1,train
250,mixed_use,1145,0,2,0,0,train
251,residential,1497,0,0,1,0,train
252,medium_office,2852,1,0,0,0,train
253,residential,121,0,1,0,0,train
254,medium_office,2678,0,0,0,0,train
255,medium_office,1495,0,-1,1,-1,train
256,mixed_use,12,-1,1,0,-1,train
257,medium_office,155,0,1,0,0,train
258,mixed_use,322,1,1,1,1,train
259,residential,1395,0,0,2,0,train
260,mixed_use,2435,0,-2,0,0,train
261,mixed_use,176,2,0,0,0,train
262,medium_office,2542,-1,0,0,0,train
263,residential,2806,2,-1,1,-1,train
264,medium_office,18,0,-2,0,0,train
265,medium_office,2471,0,0,1,0,train
266,mixed_use,216,0,0,0,0,train
267,residential,2866,0,0,2,0,train
268,residential,2773,1,0,0,0,train
269,medium_office,2078,1,0,-2,-2,train
270,residential,2191,0,0,0,0,train
271,mixed_use,609,0,2,1,0,train
272,mixed_use,931,1,1,0,1,train
273,residential,1710,0,0,-1,0,train
274,mixed_use,1478,0,-2,-1,-2,train
275,mixed_use,895,1,0,-2,-2,train
276,residential,2827,1,-1,1,1,train
277,mixed_use,1895,0,0,1,0,train
278,residential,1456,0,0,0,0,train
279,residential,2856,-2,-2,0,-2,train
280,medium_office,2340,0,0,0,0,train
281,medium_office,2775,0,-2,0,0,train
282,residential,308,0,0,0,0,train
283,medium_office,178,1,0,0,0,train
284,mixed_use,2729,-1,0,0,0,train
285,mixed_use,1800,0,2,-1,-1,train
286,mixed_use,689,0,0,1,0,train
287,medium_office,2492,0,0,0,0,train
288,residential,1516,-1,1,0,-1,train
289,mixed_use,611,0,0,0,0,train
290,mixed_use,1152,0,0,0,0,train
291,mixed_use,2060,0,1,0,0,train
292,residential,502,1,2,0,0,train
293,residential,1649,0,0,0,0,train
294,mixed_use,185,-1,-1,0,-1,train
295,medium_office,163,1,0,0,0,train
296,mixed_use,1636,-1,0,0,0,train
297,mixed_use,2410,0,0,-1,0,train
298,medium_office,1553,-1,2,0,-1,train
299,medium_office,1924,0,2,-1,-1,train
300,mixed_use,2173,1,0,-1,-1,train
301,medium_office,2600,-1,0,-2,-2,train
302,residential,1117,0,0,-1,0,train
303,residential,1404,0,1,0,0,train
304,residential,760,0,-1,-1,-1,train
305,medium_office,2301,0,-2,2,-2,train
306,medium_office,235,0,-2,-1,-2,train
307,residential,794,0,0,0,0,train
308,residential,591,0,0,0,0,train
309,residential,1966,-1,0,0,0,train
310,mixed_use,210,0,0,0,0,train
311,mixed_use,2707,0,0,0,0,train
312,medium_office,931,-1,0,0,0,train
313,mixed_use,2771,0,0,0,0,train
314,residential,850,0,0,0,0,train
315,residential,165,0,2,0,0,train
316,residential,950,-1,0,0,0,train
317,medium_office,51,0,0,0,0,train
318,residential,2441,0,-1,0,0,train
319,medium_office,2988,1,1,0,1,train
320,mixed_use,1969,-1,0,0,0,train
321,mixed_use,1261,0,0,2,0,train
322,mixed_use,2807,0,0,0,0,train
323,residential,568,-2,0,-1,-2,train
324,mixed_use,1927,0,0,0,0,train
325,medium_office,1410,0,0,1,0,train
326,mixed_use,2890,1,0,0,0,train
327,residential,1200,-1,0,-1,-1,train
328,medium_office,2427,0,0,-2,0,train
329,medium_office,2378,1,0,0,0,train
330,residential,1666,0,-1,0,0,train
331,medium_office,454,0,0,0,0,train
332,residential,2089,-1,-1,0,-1,train
333,medium_office,1917,1,2,-1,-1,train
334,medium_office,1246,0,0,2,0,train
335,medium_office,611,0,0,0,0,train
336,mixed_use,951,-1,0,1,-1,train
337,residential,2229,1,0,0,0,train
338,medium_office,1593,0,1,1,1,train
339,mixed_use,2937,1,0,-1,-1,train
340,mixed_use,846,0,0,0,0,train
341,residential,2646,-1,-2,0,-2,train
342,medium_office,2528,0,0,0,0,train
343,mixed_use,1438,0,0,0,0,train
344,residential,1916,2,1,0,0,train
345,residential,1166,1,0,0,0,train
346,residential,2965,0,-1,0,0,train
347,residential,2295,2,0,0,0,train
348,mixed_use,300,0,0,0,0,train
349,mixed_use,669,0,0,1,0,train
350,mixed_use,669,0,0,0,0,train
351,medium_office,350,0,0,0,0,train
352,mixed_use,2582,1,0,0,0,train
353,mixed_use,2226,-2,0,1,-2,train
354,medium_office,2248,-1,0,1,-1,train
355,medium_office,1590,0,0,0,0,train
356,medium_office,668,-1,0,0,0,train
357,mixed_use,1797,0,1,-1,-1,train
358,residential,1682,0,0,0,0,train
359,residential,1849,0,1,-1,-1,train
360,residential,527,0,1,0,0,train
361,mixed_use,2190,0,2,2,2,train
362,residential,753,2,1,0,0,train
363,mixed_use,2725,1,0,0,0,train
364,residential,444,1,0,-1,-1,train
365,mixed_use,170,1,-1,0,-1,train
366,residential,501,0,0,0,0,train
367,medium_office,1474,-1,0,1,-1,train
368,medium_office,1926,-1,0,0,0,train
369,mixed_use,1906,0,0,0,0,train
370,residential,1467,0,-1,1,-1,train
371,medium_office,2889,-1,0,0,0,train
372,medium_office,687,0,1,1,1,train
373,residential,2147,0,-1,-1,-1,train
374,mixed_use,2608,-2,1,-1,-2,train
375,medium_office,2119,0,0,1,0,train
376,residential,1251,1,0,1,1,train
377,residential,948,0,1,0,0,train
378,residential,1463,0,0,-1,0,train
379,residential,2526,1,0,0,0,train
380,mixed_use,2065,1,0,1,1,train
381,mixed_use,807,-1,0,1,-1,train
382,residential,347,0,1,0,0,train
383,medium_office,2674,1,0,0,0,train
384,mixed_use,1067,0,0,0,0,train
385,mixed_use,1771,0,0,0,0,train
386,medium_office,2400,1,0,0,0,train
387,medium_office,671,0,0,0,0,train
388,residential,2214,0,0,1,0,train
389,residential,671,-2,0,0,0,train
390,mixed_use,1451,0,-1,0,0,train
391,mixed_use,1499,0,-1,-1,-1,train
392,medium_office,2200,2,0,1,0,train
393,residential,1241,0,0,-2,0,train
394,residential,1035,0,-1,2,-1,train
395,medium_office,870,-1,1,2,-1,train
396,residential,2082,1,0,-1,-1,train
397,residential,456,0,0,0,0,train
398,mixed_use,2491,-2,0,0,0,train
399,medium_office,16,0,-1,0,0,train
400,mixed_use,1884,1,0,1,1,train
401,medium_office,1222,1,1,0,1,train
402,mixed_use,1403,-1,1,0,-1,train
403,medium_office,741,2,0,0,0,train
404,residential,1555,1,1,0,1,train
405,mixed_use,334,-2,0,0,0,train
406,residential,2976,0,-2,-1,-2,train
407,medium_office,796,0,-1,1,-1,train
408,residential,602,0,0,0,0,train
409,mixed_use,1647,0,0,0,0,train
410,mixed_use,2410,-1,1,-1,-1,train
411,residential,1883,-1,0,0,0,train
412,medium_office,1784,0,0,0,0,train
413,mixed_use,1183,0,0,0,0,train
414,residential,2073,1,0,1,1,train
415,residential,2558,1,0,0,0,train
416,mixed_use,217,0,0,-2,0,train
417,residential,26,0,0,0,0,train
418,mixed_use,973,1,0,1,1,train
419,mixed_use,1134,0,0,0,0,train
420,residential,2128,0,-1,0,0,train
421,residential,2521,1,0,0,0,train
422,residential,129,1,0,0,0,train
423,mixed_use,2059,0,-1,2,-1,train
424,residential,1973,1,1,0,1,train
425,mixed_use,1697,1,0,0,0,train
426,residential,273,2,0,-2,-2,train
427,mixed_use,362,0,1,0,0,train
428,medium_office,2175,0,2,0,0,train
429,residential,2566,1,0,0,0,train
430,mixed_use,335,0,0,0,0,train
431,medium_office,484,0,-1,0,0,train
432,medium_office,467,0,0,0,0,train
433,mixed_use,2903,0,0,0,0,train
434,mixed_use,1279,0,-1,0,0,train
435,residential,2670,0,0,1,0,train
436,mixed_use,2728,1,0,-2,-2,train
437,medium_office,660,-1,1,1,1,train
438,medium_office,1015,-1,-1,1,-1,train
439,residential,402,0,0,0,0,train
440,residential,2722,0,0,1,0,train
441,residential,1209,0,-1,-1,-1,train
442,mixed_use,2346,0,-1,0,0,train
443,residential,2986,-1,1,0,-1,train
444,mixed_use,2184,-1,0,0,0,train
445,medium_office,719,0,0,0,0,train
446,medium_office,1772,1,0,0,0,train
447,mixed_use,2286,0,0,0,0,train
448,medium_office,1030,1,1,0,1,train
449,medium_office,1625,2,0,1,0,train
450,medium_office,2922,-1,0,1,-1,train
451,mixed_use,839,0,1,-1,-1,train
452,residential,2625,0,0,0,0,train
453,residential,2522,0,0,0,0,train
454,residential,715,0,0,1,0,train
455,medium_office,1730,0,1,-1,-1,train
456,medium_office,818,0,0,0,0,train
457,mixed_use,2494,-1,0,0,0,train
458,mixed_use,1068,2,-1,1,-1,train
459,residential,93,0,0,0,0,train
460,residential,523,2,1,0,0,train
461,residential,1277,0,0,0,0,train
462,medium_office,2524,0,0,0,0,train
463,medium_office,531,1,0,0,0,train
464,residential,2771,0,0,1,0,train
465,residential,272,1,0,-2,-2,train
466,residential,2447,0,0,0,0,train
467,mixed_use,2611,0,0,0,0,train
468,residential,1490,0,0,0,0,train
469,mixed_use,71,0,0,0,0,train
470,mixed_use,1059,0,0,0,0,train
471,residential,1789,0,0,0,0,train
472,mixed_use,1582,0,0,2,0,train
473,mixed_use,2105,0,-1,0,0,train
474,residential,2978,0,0,0,0,train
475,residential,1420,0,2,0,0,train
476,residential,1281,-1,-1,0,-1,train
477,residential,2327,0,0,0,0,train
478,medium_office,2185,0,0,-2,0,train
479,residential,1871,0,0,1,0,train
480,medium_office,1078,1,-2,0,-2,train
481,residential,1807,-1,1,-2,-2,train
482,residential,2011,0,0,0,0,train
483,mixed_use,840,0,1,1,1,train
484,mixed_use,1173,1,0,2,0,train
485,medium_office,689,-1,0,-1,-1,train
486,medium_office,1793,0,-2,1,-2,train
487,medium_office,2792,0,0,0,0,train
488,residential,2296,-1,1,-2,-2,train
489,medium_office,904,-1,0,0,0,train
490,medium_office,1730,0,-2,0,0,train
491,mixed_use,2134,0,0,0,0,train
492,mixed_use,2023,0,-1,0,0,train
493,medium_office,2903,-1,0,0,0,train
494,mixed_use,590,-1,0,0,0,train
495,mixed_use,2804,0,-1,0,0,train
496,medium_office,1663,0,1,0,0,train
497,mixed_use,2717,2,-1,2,2,train
498,residential,2636,0,0,2,0,train
499,mixed_use,2696,0,0,0,0,train
500,residential,2513,0,-2,0,0,train
501,residential,466,0,-1,0,0,train
502,mixed_use,1777,1,0,0,0,train
503,residential,1155,-1,0,0,0,train
504,residential,1718,-1,0,0,0,train
505,medium_office,2967,-1,1,2,-1,train
506,medium_office,982,0,-2,0,0,train
507,residential,605,0,0,0,0,train
508,medium_office,2195,1,-2,0,-2,train
509,residential,843,0,2,0,0,train
510,medium_office,1393,0,0,0,0,train
511,medium_office,2657,0,0,0,0,train
512,mixed_use,2432,0,0,1,0,train
513,residential,504,0,0,-1,0,train
514,mixed_use,2086,1,0,0,0,train
515,residential,311,1,0,-1,-1,train
516,medium_office,1820,-1,0,0,0,train
517,mixed_use,244,0,0,0,0,train
518,residential,124,0,-1,0,0,train
519,mixed_use,815,1,0,0,0,train
520,medium_office,1430,-1,0,0,0,train
521,residential,2953,0,2,-2,-2,train
522,medium_office,843,-1,0,0,0,train
523,medium_office,2033,0,1,1,1,train
524,residential,2854,0,-1,0,0,train
525,medium_office,248,0,0,0,0,train
526,residential,2450,1,-1,-1,-1,train
527,mixed_use,1454,0,0,0,0,train
528,residential,751,0,0,0,0,train
529,medium_office,333,0,0,-1,0,train
530,mixed_use,2506,-1,0,0,0,train
531,medium_office,761,1,0,0,0,train
532,mixed_use,939,1,1,0,1,train
533,residential,462,0,0,0,0,train
534,medium_office,978,0,-1,0,0,train
535,mixed_use,2217,0,0,0,0,train
536,medium_office,1667,-2,0,-1,-2,train
537,mixed_use,430,0,-1,0,0,train
538,mixed_use,1500,1,-1,2,-1,train
539,medium_office,1302,0,0,0,0,train
540,medium_office,1563,0,0,0,0,train
541,mixed_use,1809,0,0,-1,0,train
542,residential,1685,0,1,0,0,train
543,residential,1775,0,0,2,0,train
544,mixed_use,2316,1,-1,0,-1,train
545,residential,1695,0,-2,0,0,train
546,residential,1738,1,0,-1,-1,train
547,mixed_use,367,1,-2,0,-2,train
548,residential,2334,0,0,0,0,train
549,residential,1616,2,0,0,0,train
550,medium_office,1765,0,1,0,0,train
551,mixed_use,61,0,-1,0,0,train
552,residential,2250,1,1,0,1,train
553,medium_office,391,0,-1,0,0,train
554,medium_office,36,0,0,2,0,train
555,medium_office,1355,0,0,-1,0,train
556,medium_office,1837,0,0,0,0,train
557,medium_office,1454,0,0,1,0,train
558,mixed_use,2156,0,0,0,0,train
559,residential,2625,0,-1,1,-1,train
560,mixed_use,522,-1,0,1,-1,train
561,mixed_use,1873,2,1,0,0,train
562,residential,2783,0,0,1,0,train
563,mixed_use,644,0,0,1,0,train
564,medium_office,200,0,2,1,0,train
565,medium_office,612,0,-2,1,-2,train
566,medium_office,173,-2,-1,1,-2,train
567,residential,2185,0,0,0,0,train
568,mixed_use,92,-2,-2,1,-2,train
569,mixed_use,158,-1,0,0,0,train
570,residential,2208,-1,0,1,-1,train
571,mixed_use,2051,-1,-1,0,-1,train
572,residential,2966,0,0,0,0,train
573,residential,471,0,0,0,0,train
574,residential,280,-1,-1,2,-1,train
575,medium_office,2564,2,-1,0,-1,train
576,mixed_use,257,-1,0,1,-1,train
577,residential,1315,-1,-1,1,-1,train
578,medium_office,2946,-1,1,-2,-2,train
579,medium_office,1780,0,2,0,0,train
580,residential,767,1,0,1,1,train
581,residential,2622,0,-1,0,0,train
582,mixed_use,85,0,2,0,0,train
583,medium_office,1038,0,0,1,0,train
584,residential,2759,2,0,-1,-1,train
585,residential,1534,-1,0,0,0,train
586,mixed_use,2882,0,0,0,0,train
587,residential,646,1,1,0,1,train
588,mixed_use,198,-1,1,0,-1,train
589,medium_office,1241,1,1,1,1,train
590,medium_office,1134,0,0,0,0,train
591,medium_office,2151,0,1,0,0,train
592,residential,2794,0,0,0,0,train
593,residential,1138,0,0,0,0,train
594,medium_office,306,-2,0,-1,-2,train
595,medium_office,132,-2,-1,-1,-1,train
596,medium_office,1140,1,0,0,0,train
597,medium_office,848,0,0,0,0,train
598,residential,1319,1,0,0,0,train
599,mixed_use,1715,0,0,0,0,train
600,medium_office,2537,0,1,0,0,train
601,medium_office,53,2,2,-1,2,train
602,medium_office,1060,0,1,0,0,train
603,medium_office,1901,2,0,1,0,train
604,residential,2701,-2,0,1,-2,train
605,residential,2610,0,1,0,0,train
606,mixed_use,1795,0,0,0,0,train
607,mixed_use,890,0,-1,0,0,train
608,mixed_use,708,0,0,0,0,train
609,residential,1949,1,0,0,0,train
610,mixed_use,406,-1,1,0,-1,train
611,mixed_use,1624,0,2,1,0,train
612,mixed_use,1488,0,1,0,0,train
613,mixed_use,1743,0,0,0,0,train
614,mixed_use,1908,1,0,0,0,train
615,residential,1775,0,-1,0,0,train
616,mixed_use,74,0,0,0,0,train
617,residential,1540,0,1,0,0,train
618,medium_office,986,0,1,1,1,train
619,mixed_use,1995,0,0,-1,0,train
620,mixed_use,1579,0,2,0,0,train
621,mixed_use,1753,0,0,0,0,train
622,medium_office,353,2,0,0,0,train
623,residential,1589,0,1,0,0,train
624,residential,2106,0,-2,0,0,train
625,mixed_use,661,1,0,1,1,train
626,medium_office,2086,-1,0,-2,-2,train
627,residential,2726,0,0,0,0,train
628,mixed_use,2621,0,0,0,0,train
629,residential,645,1,-1,0,-1,train
630,residential,1199,0,0,1,0,train
631,residential,327,0,0,2,0,train
632,residential,596,0,0,0,0,train
633,mixed_use,2150,0,-1,0,0,train
634,mixed_use,2619,0,0,2,0,train
635,residential,378,0,0,0,0,train
636,residential,1852,1,0,0,0,train
637,residential,670,0,0,-2,0,train
638,residential,1203,0,0,-2,0,train
639,medium_office,2606,0,0,-1,0,train
640,medium_office,2022,2,0,0,0,train
641,mixed_use,1344,0,1,0,0,train
642,medium_office,1840,0,0,0,0,train
643,mixed_use,1985,0,0,0,0,train
644,residential,1602,0,1,0,0,train
645,residential,1164,0,0,0,0,train
646,medium_office,1286,0,0,0,0,train
647,residential,1937,1,0,0,0,train
648,residential,525,0,0,0,0,train
649,mixed_use,2515,0,0,-1,0,train
650,mixed_use,2119,-1,0,0,0,train
651,medium_office,1543,0,0,0,0,train
652,mixed_use,685,0,0,0,0,train
653,residential,1839,-1,0,0,0,train
654,medium_office,1250,-1,0,-1,-1,train
655,residential,216,-1,-1,0,-1,train
656,mixed_use,1354,0,-2,0,0,train
657,medium_office,694,0,-2,0,0,train
658,residential,2202,0,0,0,0,train
659,medium_office,1879,-1,0,-1,-1,train
660,mixed_use,777,-2,0,0,0,train
661,mixed_use,126,0,2,0,0,train
662,medium_office,1341,1,1,0,1,train
663,residential,1588,-1,0,0,0,train
664,mixed_use,1880,-1,1,0,-1,train
665,mixed_use,2316,0,1,0,0,train
666,medium_office,586,0,0,-2,0,train
667,residential,2770,0,1,0,0,train
668,medium_office,974,0,0,0,0,train
669,medium_office,2024,2,-1,0,-1,train
670,medium_office,5,0,0,0,0,train
671,residential,2820,0,0,-1,0,train
672,residential,2429,0,0,-2,0,train
673,residential,2726,0,0,0,0,train
674,residential,1790,-1,0,1,-1,train
675,residential,1261,2,-2,-1,-2,train
676,medium_office,2626,0,1,0,0,train
677,residential,2143,-2,2,1,-2,train
678,medium_office,162,2,-1,-2,-2,train
679,medium_office,1106,0,0,1,0,train
680,medium_office,489,2,0,1,0,train
681,residential,290,0,-2,-1,-2,train
682,mixed_use,1698,0,-1,-1,-1,train
683,residential,741,-2,1,0,-2,train
684,residential,930,1,0,0,0,train
685,medium_office,1883,0,0,0,0,train
686,mixed_use,224,0,1,-1,-1,train
687,medium_office,1260,1,-1,0,-1,train
688,medium_office,1515,0,0,2,0,train
689,residential,1617,-1,0,0,0,train
690,mixed_use,2099,0,-1,0,0,train
691,residential,1117,0,1,-2,-2,train
