hour,zone_temp_C,zone_rh_pct,co2_ppm,occupancy_frac,hvac_power_kw,hvac_power_kw_na,lighting_kw,pmv,ppd_pct,ashrae55_ok,outdoor_temp_C,peak_demand_kw
24,21.87,57.8,470.0,0.23,156.0,119.03,0.89,-0.024,94.9,1,33.08,156.89
25,22.69,60.4,401.0,0.25,196.38,149.83,0.51,0.178,94.4,1,34.76,196.88
26,23.86,63.3,432.0,0.12,234.0,178.54,0.54,0.361,93.7,1,36.06,234.54
27,24.4,63.1,400.0,0.15,266.31,203.19,0.89,0.532,92.9,1,36.9,267.2
28,24.9,56.2,417.0,0.02,291.1,222.11,0.75,0.278,94.0,1,37.21,291.85
29,25.22,56.7,403.0,0.05,306.68,234.0,0.73,0.513,93.0,1,36.98,307.42
30,26.18,52.3,426.0,0.02,312.0,238.06,0.19,0.538,92.8,1,36.22,312.19
31,24.81,56.1,400.0,0.22,306.68,234.0,0.62,0.153,94.5,1,34.98,307.31
32,24.46,52.5,1047.0,1.0,378.43,288.74,10.45,0.242,94.2,1,33.35,388.88
33,23.83,48.6,955.0,1.0,346.2,264.15,10.61,0.532,92.9,1,31.43,356.81
34,23.93,45.7,1028.0,1.0,304.2,232.1,10.58,0.158,94.5,1,29.36,314.78
35,23.47,46.0,1004.0,1.0,255.29,194.79,10.03,0.652,92.2,1,27.27,265.31
36,22.07,44.0,969.0,1.0,202.8,154.74,10.34,0.193,94.4,1,25.32,213.14
37,20.94,42.8,1059.0,1.0,255.29,194.79,10.46,-0.039,95.0,1,23.63,265.75
38,20.22,40.9,1055.0,1.0,304.2,232.1,10.5,0.052,94.8,1,22.31,314.7
39,20.34,39.5,938.0,1.0,346.2,264.15,10.1,-0.199,95.2,1,21.46,356.3
40,19.92,42.6,1005.0,1.0,378.43,288.74,10.9,-0.396,95.3,1,21.13,389.33
41,19.52,44.2,1021.0,1.0,398.69,304.2,10.33,-0.766,94.7,0,21.35,409.02
42,18.82,44.2,1013.0,1.0,405.6,309.47,10.49,-0.367,95.3,1,22.09,416.09
43,19.37,46.3,445.0,0.06,306.68,234.0,0.66,-0.204,95.2,1,23.32,307.35
44,19.62,51.8,439.0,0.21,291.1,222.11,0.72,-0.552,95.2,1,24.94,291.82
45,20.15,55.5,408.0,0.3,266.31,203.19,0.38,-0.719,94.9,0,26.84,266.69
46,21.1,53.1,468.0,0.13,234.0,178.54,0.13,-0.464,95.2,1,28.9,234.13
47,21.5,56.2,428.0,0.17,196.38,149.83,0.21,0.222,94.2,1,30.96,196.58
48,22.51,59.1,400.0,0.09,156.0,119.03,0.17,0.016,94.9,1,32.9,156.17
49,22.99,60.5,400.0,0.25,196.38,149.83,0.24,0.421,93.4,1,34.58,196.62
50,23.82,58.9,437.0,0.03,234.0,178.54,0.6,0.254,94.1,1,35.89,234.6
51,24.62,63.5,400.0,0.17,266.31,203.19,0.54,0.254,94.1,1,36.72,266.84
52,24.06,59.7,400.0,0.18,291.1,222.11,0.17,0.86,90.8,0,37.04,291.27
53,24.93,58.5,400.0,0.0,306.68,234.0,0.68,0.409,93.5,1,36.81,307.37
54,24.96,58.9,411.0,0.28,312.0,238.06,0.06,0.45,93.3,1,36.05,312.06
55,24.78,52.1,400.0,0.29,306.68,234.0,0.91,0.575,92.6,1,34.81,307.59
56,24.66,50.3,960.0,1.0,378.43,288.74,10.57,0.375,93.6,1,33.17,389.0
57,25.07,45.4,1035.0,1.0,346.2,264.15,10.59,0.509,93.0,1,31.26,356.79
58,23.28,45.1,988.0,1.0,304.2,232.1,10.29,0.339,93.8,1,29.19,314.49
59,23.47,40.3,1061.0,1.0,255.29,194.79,10.51,0.227,94.2,1,27.1,265.8
60,21.37,43.1,1009.0,1.0,202.8,154.74,10.43,-0.123,95.1,1,25.15,213.23
61,21.27,41.3,1038.0,1.0,255.29,194.79,10.95,-0.462,95.2,1,23.46,266.24
62,20.8,39.5,1019.0,1.0,304.2,232.1,10.08,-0.416,95.3,1,22.14,314.28
63,20.4,40.0,1039.0,1.0,346.2,264.15,10.46,-0.502,95.2,1,21.29,356.66
64,19.99,42.6,1017.0,1.0,378.43,288.74,10.79,-0.374,95.3,1,20.96,389.22
65,19.73,40.3,1007.0,1.0,398.69,304.2,10.54,-0.646,95.0,1,21.17,409.23
66,19.06,45.0,1033.0,1.0,405.6,309.47,10.57,-0.793,94.7,0,21.92,416.17
67,19.11,48.4,475.0,0.06,306.68,234.0,0.91,-0.712,94.9,0,23.15,307.6
68,20.07,46.0,400.0,0.07,291.1,222.11,0.38,-0.355,95.3,1,24.76,291.48
69,20.03,53.5,424.0,0.12,266.31,203.19,0.0,-0.216,95.2,1,26.67,266.31
70,20.11,51.2,400.0,0.23,234.0,178.54,0.93,-0.351,95.3,1,28.72,234.93
71,20.91,56.5,415.0,0.25,196.38,149.83,0.03,-0.209,95.2,1,30.79,196.41
72,21.8,56.1,401.0,0.12,156.0,119.03,0.8,0.123,94.6,1,32.73,156.8
73,23.29,62.4,400.0,0.18,196.38,149.83,0.14,0.163,94.5,1,34.41,196.52
74,23.84,57.7,400.0,0.09,234.0,178.54,0.02,0.487,93.1,1,35.72,234.02
75,24.74,56.5,430.0,0.14,266.31,203.19,0.35,0.322,93.9,1,36.55,266.66
76,24.66,59.2,400.0,0.28,291.1,222.11,0.86,0.267,94.1,1,36.87,291.96
77,25.25,56.6,428.0,0.08,306.68,234.0,0.04,0.7,91.9,0,36.64,306.72
78,25.59,52.4,406.0,0.24,312.0,238.06,0.26,0.438,93.3,1,35.88,312.26
79,25.03,54.1,400.0,0.01,306.68,234.0,0.28,0.325,93.9,1,34.64,306.96
80,25.11,46.5,1027.0,1.0,378.43,288.74,10.09,0.612,92.4,1,33.0,388.52
81,24.08,45.8,1020.0,1.0,346.2,264.15,10.09,0.643,92.2,1,31.09,356.29
82,23.61,44.3,1013.0,1.0,304.2,232.1,10.91,0.287,94.0,1,29.02,315.11
83,22.88,44.9,1030.0,1.0,255.29,194.79,10.7,-0.071,95.0,1,26.93,265.98
84,21.7,44.2,1006.0,1.0,202.8,154.74,10.31,0.307,93.9,1,24.98,213.11
85,21.77,42.7,951.0,1.0,255.29,194.79,10.24,-0.054,95.0,1,23.28,265.53
86,20.57,39.7,989.0,1.0,304.2,232.1,10.04,-0.206,95.2,1,21.97,314.24
87,20.2,35.4,946.0,1.0,346.2,264.15,10.36,-0.434,95.3,1,21.11,356.56
88,19.96,41.9,1020.0,1.0,378.43,288.74,10.3,-0.207,95.2,1,20.79,388.73
89,19.64,45.5,1027.0,1.0,398.69,304.2,10.92,-0.705,94.9,0,21.0,409.61
90,19.66,47.1,1028.0,1.0,405.6,309.47,10.22,-0.741,94.8,0,21.75,415.82
91,19.38,47.9,415.0,0.12,306.68,234.0,0.41,-0.104,95.1,1,22.97,307.09
92,19.52,47.1,429.0,0.12,291.1,222.11,0.68,-0.605,95.1,1,24.59,291.78
93,20.17,51.1,400.0,0.05,266.31,203.19,0.32,-0.162,95.2,1,26.5,266.63
94,19.99,58.5,400.0,0.0,234.0,178.54,0.78,0.026,94.8,1,28.55,234.78
95,20.84,53.9,400.0,0.14,196.38,149.83,0.73,-0.087,95.1,1,30.62,197.1
96,21.68,56.1,400.0,0.25,156.0,119.03,0.04,-0.176,95.2,1,32.56,156.04
97,22.63,61.4,448.0,0.23,196.38,149.83,0.86,0.255,94.1,1,34.24,197.23
98,24.05,59.1,433.0,0.3,234.0,178.54,0.36,0.528,92.9,1,35.54,234.36
99,24.02,57.4,420.0,0.2,266.31,203.19,0.1,0.422,93.4,1,36.38,266.4
100,24.77,61.9,400.0,0.07,291.1,222.11,0.7,0.284,94.0,1,36.7,291.8
101,25.91,58.3,400.0,0.2,306.68,234.0,0.75,0.544,92.8,1,36.47,307.43
102,25.19,54.6,406.0,0.25,312.0,238.06,0.07,0.223,94.2,1,35.7,312.07
103,25.64,50.7,433.0,0.19,306.68,234.0,0.35,0.288,94.0,1,34.47,307.04
104,24.5,54.6,1012.0,1.0,378.43,288.74,10.9,0.381,93.6,1,32.83,389.33
105,24.39,47.8,952.0,1.0,346.2,264.15,10.67,0.366,93.7,1,30.91,356.87
106,23.4,48.2,1003.0,1.0,304.2,232.1,10.53,0.01,94.9,1,28.84,314.73
107,22.99,45.1,943.0,1.0,255.29,194.79,10.5,0.179,94.4,1,26.76,265.79
108,22.81,40.5,1024.0,1.0,202.8,154.74,10.61,0.104,94.6,1,24.81,213.41
109,20.75,39.4,979.0,1.0,255.29,194.79,10.65,-0.172,95.2,1,23.11,265.94
110,21.11,42.9,963.0,1.0,304.2,232.1,10.07,-0.682,94.9,1,21.79,314.27
111,20.4,43.2,1025.0,1.0,346.2,264.15,10.33,-0.333,95.3,1,20.94,356.54
112,19.51,37.4,1017.0,1.0,378.43,288.74,10.53,-0.07,95.0,1,20.61,388.96
113,18.78,43.7,1007.0,1.0,398.69,304.2,10.73,-0.391,95.3,1,20.83,409.42
114,19.44,44.4,1066.0,1.0,405.6,309.47,10.74,-0.497,95.2,1,21.58,416.34
115,19.25,44.9,419.0,0.16,306.68,234.0,0.61,-0.557,95.1,1,22.8,307.29
116,19.93,50.1,400.0,0.11,291.1,222.11,0.59,-0.318,95.3,1,24.42,291.69
117,20.31,49.4,416.0,0.13,266.31,203.19,0.37,-0.312,95.3,1,26.32,266.68
118,21.72,53.7,400.0,0.2,234.0,178.54,0.83,-0.109,95.1,1,28.38,234.83
119,21.53,55.1,438.0,0.25,196.38,149.83,0.92,-0.349,95.3,1,30.45,197.29
120,21.92,57.4,408.0,0.06,156.0,119.03,0.85,0.024,94.8,1,32.39,156.85
121,23.3,59.4,411.0,0.27,196.38,149.83,0.87,0.037,94.8,1,34.07,197.25
122,24.05,58.0,400.0,0.2,234.0,178.54,0.91,0.324,93.9,1,35.37,234.91
123,25.24,62.9,402.0,0.22,266.31,203.19,0.2,-0.036,95.0,1,36.21,266.51
124,25.46,59.9,400.0,0.03,291.1,222.11,0.51,0.354,93.7,1,36.52,291.61
125,25.52,61.0,400.0,0.28,306.68,234.0,0.53,0.591,92.5,1,36.29,307.22
126,26.18,55.1,400.0,0.16,312.0,238.06,0.49,0.641,92.2,1,35.53,312.49
127,24.76,51.9,413.0,0.11,306.68,234.0,0.85,0.477,93.1,1,34.29,307.53
128,24.74,54.0,400.0,0.12,291.1,222.11,0.33,0.001,94.9,1,32.66,291.43
129,24.12,46.7,400.0,0.09,266.31,203.19,0.16,0.482,93.1,1,30.74,266.47
130,23.77,45.1,400.0,0.05,234.0,178.54,0.27,0.567,92.7,1,28.67,234.27
131,22.56,44.7,400.0,0.01,196.38,149.83,0.14,-0.038,95.0,1,26.59,196.52
132,22.79,39.1,406.0,0.08,156.0,119.03,0.4,-0.085,95.1,1,24.63,156.4
133,21.59,41.9,403.0,0.15,196.38,149.83,0.12,0.032,94.8,1,22.94,196.49
134,20.24,41.2,400.0,0.2,234.0,178.54,0.09,-0.083,95.1,1,21.62,234.09
135,19.85,42.8,400.0,0.22,266.31,203.19,0.45,-0.134,95.1,1,20.77,266.76
136,20.05,42.9,402.0,0.18,291.1,222.11,0.6,-0.23,95.2,1,20.44,291.7
137,20.01,45.2,429.0,0.03,306.68,234.0,0.61,-0.789,94.7,0,20.66,307.29
138,20.49,44.4,408.0,0.13,312.0,238.06,0.09,-0.596,95.1,1,21.41,312.09
139,21.06,45.2,443.0,0.2,306.68,234.0,0.97,-0.358,95.3,1,22.63,307.66
140,20.11,53.7,434.0,0.22,291.1,222.11,0.12,-0.45,95.2,1,24.25,291.22
141,19.89,49.1,445.0,0.1,266.31,203.19,0.66,-0.28,95.3,1,26.15,266.97
142,19.94,51.7,441.0,0.28,234.0,178.54,0.89,-0.276,95.3,1,28.21,234.89
143,21.87,57.9,447.0,0.24,196.38,149.83,0.88,-0.217,95.2,1,30.28,197.26
144,22.11,61.7,400.0,0.26,156.0,119.03,0.51,-0.048,95.0,1,32.22,156.51
145,23.09,59.9,419.0,0.2,196.38,149.83,0.28,-0.095,95.1,1,33.9,196.65
146,23.72,62.0,437.0,0.12,234.0,178.54,0.83,0.105,94.6,1,35.2,234.83
147,24.58,55.8,442.0,0.28,266.31,203.19,0.61,0.34,93.8,1,36.04,266.92
148,25.66,57.9,400.0,0.27,291.1,222.11,0.79,0.423,93.4,1,36.35,291.89
149,25.51,53.6,420.0,0.25,306.68,234.0,0.4,0.596,92.5,1,36.12,307.08
150,25.46,57.0,402.0,0.27,312.0,238.06,0.91,0.443,93.3,1,35.36,312.91
151,24.92,49.9,455.0,0.27,306.68,234.0,0.93,0.818,91.1,0,34.12,307.61
152,24.3,47.9,400.0,0.22,291.1,222.11,0.74,0.679,92.0,1,32.49,291.84
153,24.43,48.9,400.0,0.06,266.31,203.19,0.94,0.253,94.1,1,30.57,267.25
154,24.02,47.5,400.0,0.16,234.0,178.54,0.45,0.29,94.0,1,28.5,234.45
155,24.22,43.0,404.0,0.18,196.38,149.83,0.19,0.372,93.6,1,26.42,196.57
156,22.62,42.7,468.0,0.23,156.0,119.03,0.66,-0.128,95.1,1,24.46,156.66
157,22.28,41.5,400.0,0.15,196.38,149.83,0.65,-0.279,95.3,1,22.77,197.03
158,20.82,39.6,403.0,0.15,234.0,178.54,0.49,0.01,94.9,1,21.45,234.49
159,19.86,38.0,417.0,0.3,266.31,203.19,0.26,-0.215,95.2,1,20.6,266.57
160,19.49,42.2,400.0,0.14,291.1,222.11,0.62,-0.218,95.2,1,20.27,291.72
161,19.32,43.8,411.0,0.04,306.68,234.0,0.18,-0.42,95.3,1,20.49,306.87
162,20.64,46.4,412.0,0.21,312.0,238.06,0.75,-0.551,95.2,1,21.23,312.75
163,19.27,47.6,400.0,0.11,306.68,234.0,0.91,-0.751,94.8,0,22.46,307.59
164,20.41,47.2,400.0,0.07,291.1,222.11,0.17,-0.406,95.3,1,24.08,291.27
165,20.02,53.5,422.0,0.19,266.31,203.19,0.82,-0.107,95.1,1,25.98,267.13
166,21.56,54.6,428.0,0.29,234.0,178.54,0.2,-0.001,94.9,1,28.04,234.2
167,22.01,55.8,439.0,0.09,196.38,149.83,0.5,0.085,94.7,1,30.11,196.88
168,22.52,57.8,410.0,0.11,156.0,119.03,0.93,0.157,94.5,1,32.05,156.93
169,23.36,58.1,411.0,0.14,196.38,149.83,0.08,0.572,92.6,1,33.73,196.46
170,23.78,61.8,423.0,0.21,234.0,178.54,0.09,-0.06,95.0,1,35.03,234.09
171,24.96,56.9,400.0,0.12,266.31,203.19,0.96,0.4,93.5,1,35.87,267.27
172,24.99,56.9,400.0,0.13,291.1,222.11,0.16,0.246,94.2,1,36.18,291.26
173,24.9,56.7,400.0,0.21,306.68,234.0,0.34,0.793,91.2,0,35.95,307.03
174,24.98,58.6,400.0,0.3,312.0,238.06,0.46,0.389,93.6,1,35.19,312.46
175,25.61,55.1,412.0,0.09,306.68,234.0,0.01,0.685,92.0,1,33.95,306.69
176,26.02,47.2,1031.0,1.0,378.43,288.74,10.19,0.343,93.8,1,32.32,388.62
177,24.83,50.6,979.0,1.0,346.2,264.15,10.83,0.438,93.3,1,30.4,357.03
178,24.08,48.1,1013.0,1.0,304.2,232.1,10.52,0.228,94.2,1,28.33,314.72
179,23.56,40.9,981.0,1.0,255.29,194.79,10.39,0.127,94.6,1,26.24,265.68
180,23.3,36.5,970.0,1.0,202.8,154.74,10.68,0.067,94.7,1,24.29,213.48
181,21.98,40.3,1062.0,1.0,255.29,194.79,10.32,0.054,94.8,1,22.6,265.61
182,20.95,42.3,970.0,1.0,304.2,232.1,10.44,-0.272,95.3,1,21.28,314.64
183,21.09,43.4,962.0,1.0,346.2,264.15,10.99,-0.175,95.2,1,20.43,357.19
184,20.27,39.4,1006.0,1.0,378.43,288.74,10.77,-0.225,95.2,1,20.1,389.2
185,20.53,46.1,1008.0,1.0,398.69,304.2,10.55,-0.566,95.1,1,20.31,409.24
186,19.76,40.1,1020.0,1.0,405.6,309.47,10.53,-0.123,95.1,1,21.06,416.13
187,19.16,46.2,460.0,0.23,306.68,234.0,0.84,-0.334,95.3,1,22.29,307.53
188,19.39,48.7,400.0,0.11,291.1,222.11,0.6,-0.519,95.2,1,23.91,291.7
189,21.38,54.4,400.0,0.28,266.31,203.19,0.34,-0.231,95.2,1,25.81,266.65
190,22.04,57.2,448.0,0.26,234.0,178.54,0.42,-0.042,95.0,1,27.86,234.42
191,21.82,58.6,428.0,0.1,196.38,149.83,0.18,-0.011,94.9,1,29.93,196.56
192,22.49,55.7,424.0,0.23,156.0,119.03,0.96,0.04,94.8,1,31.87,156.96
193,24.2,61.3,400.0,0.25,196.38,149.83,0.65,-0.561,95.1,1,33.55,197.03
194,23.64,61.0,434.0,0.15,234.0,178.54,0.4,0.057,94.8,1,34.86,234.4
195,24.37,56.4,424.0,0.04,266.31,203.19,0.36,0.489,93.1,1,35.69,266.67
196,25.62,54.8,406.0,0.1,291.1,222.11,0.91,0.236,94.2,1,36.01,292.01
197,25.4,59.5,400.0,0.3,306.68,234.0,0.36,0.586,92.6,1,35.78,307.04
198,25.71,55.0,403.0,0.21,312.0,238.06,0.76,0.677,92.0,1,35.02,312.76
199,25.53,50.5,449.0,0.23,306.68,234.0,0.84,0.46,93.2,1,33.78,307.52
200,25.48,50.1,967.0,1.0,378.43,288.74,10.91,0.08,94.7,1,32.14,389.34
201,25.54,48.6,976.0,1.0,346.2,264.15,10.37,0.206,94.3,1,30.23,356.57
202,24.27,45.2,981.0,1.0,304.2,232.1,10.77,0.387,93.6,1,28.16,314.97
203,23.82,40.2,988.0,1.0,255.29,194.79,10.33,0.381,93.6,1,26.07,265.62
204,21.7,45.4,1000.0,1.0,202.8,154.74,10.94,-0.416,95.3,1,24.12,213.74
205,21.93,42.5,1029.0,1.0,255.29,194.79,10.01,-0.113,95.1,1,22.42,265.3
206,20.81,39.3,1014.0,1.0,304.2,232.1,10.57,-0.544,95.2,1,21.11,314.77
207,20.01,39.6,1002.0,1.0,346.2,264.15,10.51,-0.335,95.3,1,20.25,356.71
208,19.71,41.8,1008.0,1.0,378.43,288.74,10.88,-0.464,95.2,1,19.93,389.31
209,19.68,40.3,1019.0,1.0,398.69,304.2,10.22,-0.011,94.9,1,20.14,408.91
210,20.21,45.2,950.0,1.0,405.6,309.47,10.09,-0.608,95.1,1,20.89,415.69
211,19.19,44.3,432.0,0.19,306.68,234.0,0.85,-0.273,95.3,1,22.11,307.53
212,20.17,49.4,400.0,0.27,291.1,222.11,0.35,-0.231,95.2,1,23.73,291.45
213,20.4,49.8,400.0,0.01,266.31,203.19,0.32,-0.393,95.3,1,25.64,266.63
214,21.1,52.3,410.0,0.0,234.0,178.54,0.11,-0.226,95.2,1,27.69,234.11
215,22.49,60.0,400.0,0.18,196.38,149.83,0.92,-0.129,95.1,1,29.76,197.3
216,23.04,58.5,415.0,0.21,156.0,119.03,0.63,-0.149,95.2,1,31.7,156.63
217,24.22,59.9,404.0,0.18,196.38,149.83,0.69,-0.037,95.0,1,33.38,197.07
218,24.2,56.0,400.0,0.29,234.0,178.54,0.9,0.168,94.4,1,34.68,234.9
219,24.56,58.6,446.0,0.07,266.31,203.19,0.84,0.126,94.6,1,35.52,267.15
220,25.27,59.8,421.0,0.14,291.1,222.11,0.45,0.333,93.8,1,35.84,291.55
221,25.81,57.8,409.0,0.27,306.68,234.0,0.16,0.444,93.3,1,35.6,306.84
222,25.88,51.1,421.0,0.19,312.0,238.06,0.67,0.532,92.9,1,34.84,312.67
223,25.15,53.5,400.0,0.17,306.68,234.0,0.65,0.572,92.6,1,33.61,307.34
224,25.44,51.2,1065.0,1.0,378.43,288.74,10.05,0.394,93.5,1,31.97,388.48
225,25.04,50.4,967.0,1.0,346.2,264.15,10.9,0.2,94.3,1,30.05,357.1
226,25.57,44.1,1003.0,1.0,304.2,232.1,10.34,0.335,93.8,1,27.98,314.54
227,24.53,38.8,991.0,1.0,255.29,194.79,10.43,0.288,94.0,1,25.9,265.72
228,22.39,39.6,990.0,1.0,202.8,154.74,10.51,-0.097,95.1,1,23.95,213.31
229,21.9,38.3,986.0,1.0,255.29,194.79,10.91,-0.326,95.3,1,22.25,266.2
230,20.59,41.5,977.0,1.0,304.2,232.1,10.17,-0.339,95.3,1,20.93,314.37
231,20.41,34.8,1036.0,1.0,346.2,264.15,10.37,-0.39,95.3,1,20.08,356.57
232,20.39,40.2,964.0,1.0,378.43,288.74,10.5,-0.204,95.2,1,19.75,388.93
233,20.54,45.5,1030.0,1.0,398.69,304.2,10.99,-0.344,95.3,1,19.97,409.68
234,19.47,44.6,1019.0,1.0,405.6,309.47,10.44,-0.501,95.2,1,20.72,416.04
235,19.61,48.8,400.0,0.13,306.68,234.0,0.4,-0.103,95.1,1,21.94,307.08
236,19.17,46.2,416.0,0.26,291.1,222.11,0.94,-0.44,95.3,1,23.56,292.03
237,20.64,48.9,400.0,0.23,266.31,203.19,0.66,-0.071,95.0,1,25.46,266.97
238,20.82,57.5,400.0,0.09,234.0,178.54,0.16,-0.006,94.9,1,27.52,234.16
239,21.81,56.9,400.0,0.21,196.38,149.83,0.18,0.101,94.6,1,29.59,196.55
240,22.42,58.6,420.0,0.22,156.0,119.03,0.64,0.064,94.7,1,31.53,156.64
241,23.59,57.3,418.0,0.09,196.38,149.83,0.47,0.153,94.5,1,33.21,196.84
242,23.48,60.2,407.0,0.08,234.0,178.54,0.01,0.251,94.1,1,34.51,234.01
243,24.25,57.5,400.0,0.25,266.31,203.19,0.45,0.524,92.9,1,35.35,266.76
244,26.53,61.3,400.0,0.2,291.1,222.11,0.94,0.275,94.1,1,35.66,292.04
245,25.13,62.9,400.0,0.22,306.68,234.0,0.75,0.43,93.4,1,35.43,307.43
246,25.33,56.4,400.0,0.09,312.0,238.06,0.56,0.833,91.0,0,34.67,312.56
247,26.7,51.8,402.0,0.22,306.68,234.0,0.2,0.608,92.4,1,33.43,306.88
248,26.94,45.4,1016.0,1.0,378.43,288.74,10.34,0.624,92.3,1,31.8,388.77
249,24.42,44.5,1002.0,1.0,346.2,264.15,11.0,0.109,94.6,1,29.88,357.2
250,24.21,48.5,1053.0,1.0,304.2,232.1,10.66,0.164,94.4,1,27.81,314.86
251,23.84,41.2,970.0,1.0,255.29,194.79,10.28,0.196,94.3,1,25.73,265.56
252,23.76,40.8,980.0,1.0,202.8,154.74,10.74,-0.008,94.9,1,23.77,213.54
253,21.63,41.8,1004.0,1.0,255.29,194.79,10.09,-0.374,95.3,1,22.08,265.38
254,21.28,43.0,1007.0,1.0,304.2,232.1,10.37,-0.098,95.1,1,20.76,314.57
255,21.18,39.8,943.0,1.0,346.2,264.15,10.23,-0.138,95.1,1,19.91,356.43
256,20.53,40.3,1018.0,1.0,378.43,288.74,10.9,-0.49,95.2,1,19.58,389.33
257,19.83,42.7,1007.0,1.0,398.69,304.2,10.74,-0.324,95.3,1,19.8,409.42
258,19.85,43.3,936.0,1.0,405.6,309.47,10.5,-0.094,95.1,1,20.54,416.1
259,19.34,45.8,400.0,0.17,306.68,234.0,0.41,-0.178,95.2,1,21.77,307.09
260,20.21,50.4,400.0,0.2,291.1,222.11,0.86,-0.481,95.2,1,23.39,291.96
261,20.68,52.5,400.0,0.29,266.31,203.19,0.2,-0.574,95.1,1,25.29,266.5
262,21.55,58.8,400.0,0.02,234.0,178.54,0.07,-0.204,95.2,1,27.35,234.07
263,21.88,57.6,412.0,0.04,196.38,149.83,0.85,0.34,93.8,1,29.42,197.23
264,23.18,60.7,453.0,0.02,156.0,119.03,0.86,0.268,94.1,1,31.36,156.86
265,24.23,57.4,408.0,0.16,196.38,149.83,0.24,0.128,94.6,1,33.04,196.62
266,24.53,61.0,400.0,0.24,234.0,178.54,0.2,0.562,92.7,1,34.34,234.2
267,25.25,58.3,409.0,0.02,266.31,203.19,0.72,0.587,92.5,1,35.18,267.03
268,25.58,59.7,400.0,0.23,291.1,222.11,0.14,0.053,94.8,1,35.49,291.24
269,25.86,58.8,400.0,0.13,306.68,234.0,0.62,0.695,91.9,1,35.26,307.31
270,25.6,55.5,411.0,0.28,312.0,238.06,0.7,0.524,92.9,1,34.5,312.7
271,26.02,57.9,426.0,0.11,306.68,234.0,0.62,0.31,93.9,1,33.26,307.31
272,25.52,53.3,980.0,1.0,378.43,288.74,10.43,0.451,93.3,1,31.63,388.86
273,26.14,50.2,951.0,1.0,346.2,264.15,10.82,0.436,93.3,1,29.71,357.02
274,25.26,46.9,940.0,1.0,304.2,232.1,10.93,0.091,94.7,1,27.64,315.13
275,23.95,46.8,980.0,1.0,255.29,194.79,10.71,0.105,94.6,1,25.56,265.99
276,22.6,38.7,995.0,1.0,202.8,154.74,10.42,-0.066,95.0,1,23.6,213.22
277,21.65,43.2,985.0,1.0,255.29,194.79,11.0,0.03,94.8,1,21.91,266.28
278,22.09,38.0,980.0,1.0,304.2,232.1,10.45,-0.31,95.3,1,20.59,314.65
279,21.0,39.1,1017.0,1.0,346.2,264.15,10.12,-0.694,94.9,1,19.74,356.32
280,20.64,42.2,1014.0,1.0,378.43,288.74,10.18,-0.523,95.2,1,19.41,388.61
281,19.23,45.1,1006.0,1.0,398.69,304.2,10.35,-0.672,95.0,1,19.63,409.04
282,20.47,42.3,1024.0,1.0,405.6,309.47,10.17,-0.759,94.8,0,20.37,415.77
