hour,dry_bulb_C,rh_pct,solar_rad_Wm2
269,30.5,71.0,746.0
270,29.1,68.0,800.0
271,28.9,80.0,746.0
272,26.8,75.0,600.0
273,27.1,74.0,400.0
274,24.5,72.0,200.0
275,21.2,77.0,54.0
276,18.1,61.0,0.0
277,16.1,75.0,54.0
278,17.1,63.0,200.0
279,15.3,65.0,400.0
280,15.2,71.0,600.0
281,13.2,74.0,746.0
282,16.6,62.0,800.0
283,17.3,65.0,746.0
284,17.4,69.0,600.0
285,19.9,67.0,400.0
286,22.7,72.0,200.0
287,24.6,85.0,54.0
288,26.2,70.0,0.0
289,28.1,64.0,54.0
290,29.2,62.0,200.0
291,30.5,66.0,400.0
292,32.1,63.0,600.0
293,27.8,70.0,746.0
294,29.4,70.0,800.0
295,28.6,66.0,746.0
296,27.1,78.0,600.0
297,24.5,64.0,400.0
298,21.0,68.0,200.0
299,21.0,71.0,54.0
300,20.5,73.0,0.0
301,15.5,75.0,54.0
302,16.6,70.0,200.0
303,14.6,73.0,400.0
304,14.5,65.0,600.0
305,13.7,73.0,746.0
306,15.2,73.0,800.0
307,18.0,76.0,746.0
308,18.9,60.0,600.0
309,22.0,64.0,400.0
310,23.5,72.0,200.0
311,24.8,55.0,54.0
312,28.1,71.0,0.0
313,28.5,74.0,54.0
314,30.1,65.0,200.0
315,29.9,66.0,400.0
316,30.5,63.0,600.0
317,29.5,66.0,746.0
318,30.5,66.0,800.0
319,27.1,65.0,746.0
320,27.4,65.0,600.0
321,24.5,67.0,400.0
322,23.8,67.0,200.0
323,21.3,78.0,54.0
324,20.4,66.0,0.0
325,17.6,70.0,54.0
326,14.0,66.0,200.0
327,14.7,66.0,400.0
328,13.2,60.0,600.0
329,14.1,61.0,746.0
330,16.9,62.0,800.0
331,17.2,69.0,746.0
332,17.5,74.0,600.0
333,19.1,60.0,400.0
334,22.2,66.0,200.0
335,23.0,62.0,54.0
336,25.5,67.0,0.0
337,28.2,74.0,54.0
338,30.3,66.0,200.0
339,30.6,68.0,400.0
340,28.0,76.0,600.0
341,30.4,71.0,746.0
342,29.4,65.0,800.0
343,28.5,69.0,746.0
344,28.1,65.0,600.0
345,22.5,71.0,400.0
346,21.9,71.0,200.0
347,21.0,62.0,54.0
348,16.9,70.0,0.0
349,18.2,68.0,54.0
350,15.8,71.0,200.0
351,15.4,73.0,400.0
352,13.7,71.0,600.0
353,15.3,67.0,746.0
354,16.3,73.0,800.0
355,16.7,64.0,746.0
356,18.3,62.0,600.0
357,20.3,53.0,400.0
358,21.2,68.0,200.0
359,24.0,65.0,54.0
360,25.9,71.0,0.0
361,28.1,59.0,54.0
362,30.0,66.0,200.0
363,28.8,71.0,400.0
364,30.1,64.0,600.0
365,31.4,71.0,746.0
366,28.5,66.0,800.0
367,27.1,69.0,746.0
368,26.5,72.0,600.0
369,25.3,74.0,400.0
370,22.4,69.0,200.0
371,21.6,65.0,54.0
372,19.2,67.0,0.0
373,17.5,72.0,54.0
374,15.9,64.0,200.0
375,16.8,68.0,400.0
376,13.9,67.0,600.0
377,12.3,68.0,746.0
378,16.7,64.0,800.0
379,15.9,60.0,746.0
380,18.0,72.0,600.0
381,21.2,74.0,400.0
382,20.3,60.0,200.0
383,22.7,71.0,54.0
384,24.3,74.0,0.0
385,26.8,72.0,54.0
386,29.3,67.0,200.0
387,30.3,64.0,400.0
388,30.3,70.0,600.0
389,28.4,70.0,746.0
390,26.8,70.0,800.0
391,27.9,68.0,746.0
392,25.7,64.0,600.0
393,24.7,71.0,400.0
394,22.9,72.0,200.0
395,20.3,70.0,54.0
396,18.9,70.0,0.0
397,16.7,78.0,54.0
398,15.7,66.0,200.0
399,13.6,76.0,400.0
400,13.8,66.0,600.0
401,14.4,75.0,746.0
402,15.8,75.0,800.0
403,15.8,68.0,746.0
404,18.3,78.0,600.0
405,19.4,72.0,400.0
406,21.6,65.0,200.0
407,24.7,67.0,54.0
408,23.8,75.0,0.0
409,26.2,74.0,54.0
410,27.3,64.0,200.0
411,27.3,69.0,400.0
412,29.2,70.0,600.0
413,30.4,67.0,746.0
414,28.6,81.0,800.0
415,27.9,71.0,746.0
416,27.1,69.0,600.0
417,25.5,75.0,400.0
418,22.0,68.0,200.0
419,21.3,74.0,54.0
420,18.1,61.0,0.0
421,15.5,67.0,54.0
422,14.4,75.0,200.0
423,12.7,77.0,400.0
424,13.0,66.0,600.0
425,13.7,65.0,746.0
426,15.6,72.0,800.0
427,17.8,66.0,746.0
428,16.3,68.0,600.0
429,20.0,74.0,400.0
430,20.6,67.0,200.0
431,24.2,60.0,54.0
432,25.5,63.0,0.0
433,25.5,70.0,54.0
434,29.6,60.0,200.0
435,28.9,68.0,400.0
436,29.2,63.0,600.0
437,28.5,78.0,746.0
438,28.1,80.0,800.0
439,28.0,64.0,746.0
440,25.7,71.0,600.0
441,24.3,65.0,400.0
442,22.3,68.0,200.0
443,21.2,79.0,54.0
444,17.6,67.0,0.0
445,14.7,68.0,54.0
446,16.0,65.0,200.0
447,13.7,75.0,400.0
448,14.8,53.0,600.0
449,14.3,68.0,746.0
450,14.6,70.0,800.0
451,16.3,66.0,746.0
452,19.5,74.0,600.0
453,21.5,76.0,400.0
454,21.6,63.0,200.0
455,23.7,80.0,54.0
456,26.6,63.0,0.0
457,26.3,76.0,54.0
458,28.8,71.0,200.0
459,29.3,67.0,400.0
460,30.0,68.0,600.0
461,28.6,70.0,746.0
462,27.1,71.0,800.0
463,25.3,65.0,746.0
464,24.7,69.0,600.0
465,23.4,66.0,400.0
466,21.5,64.0,200.0
467,21.7,66.0,54.0
468,18.9,64.0,0.0
469,15.1,68.0,54.0
470,15.1,72.0,200.0
471,13.5,71.0,400.0
472,13.3,80.0,600.0
473,14.0,59.0,746.0
474,15.2,72.0,800.0
475,15.4,70.0,746.0
476,18.5,74.0,600.0
477,18.2,74.0,400.0
478,21.4,69.0,200.0
479,26.0,71.0,54.0
480,25.6,66.0,0.0
481,28.5,73.0,54.0
482,28.4,61.0,200.0
483,29.8,74.0,400.0
484,29.5,70.0,600.0
485,29.1,68.0,746.0
486,27.7,69.0,800.0
487,27.7,69.0,746.0
488,24.8,77.0,600.0
489,24.4,86.0,400.0
490,22.8,76.0,200.0
491,20.0,67.0,54.0
492,17.4,73.0,0.0
493,16.4,74.0,54.0
494,14.3,66.0,200.0
495,14.7,64.0,400.0
496,11.6,70.0,600.0
497,13.3,74.0,746.0
498,12.4,62.0,800.0
499,14.2,67.0,746.0
500,18.6,73.0,600.0
501,20.1,70.0,400.0
502,20.5,77.0,200.0
503,21.8,63.0,54.0
504,22.3,82.0,0.0
505,26.4,63.0,54.0
506,30.6,60.0,200.0
507,29.5,70.0,400.0
508,28.8,65.0,600.0
509,29.6,70.0,746.0
510,26.8,70.0,800.0
511,26.9,69.0,746.0
512,25.6,66.0,600.0
513,23.5,73.0,400.0
514,22.3,69.0,200.0
515,19.8,76.0,54.0
516,18.2,70.0,0.0
517,15.1,66.0,54.0
518,15.4,62.0,200.0
519,15.3,70.0,400.0
520,12.4,64.0,600.0
521,12.7,64.0,746.0
522,15.6,73.0,800.0
523,15.3,62.0,746.0
524,18.5,78.0,600.0
525,18.6,71.0,400.0
526,22.6,70.0,200.0
527,23.3,65.0,54.0
528,25.4,74.0,0.0
529,28.4,71.0,54.0
530,27.7,67.0,200.0
531,28.0,72.0,400.0
532,28.8,62.0,600.0
533,29.5,62.0,746.0
534,26.7,65.0,800.0
535,27.7,72.0,746.0
536,24.9,71.0,600.0
537,24.6,76.0,400.0
538,19.0,66.0,200.0
539,18.5,74.0,54.0
540,15.7,70.0,0.0
541,14.9,66.0,54.0
542,14.6,73.0,200.0
543,13.3,70.0,400.0
544,12.9,68.0,600.0
545,13.3,71.0,746.0
546,14.4,70.0,800.0
547,14.4,70.0,746.0
548,17.7,69.0,600.0
549,19.6,64.0,400.0
550,21.4,71.0,200.0
551,23.6,67.0,54.0
552,25.3,66.0,0.0
553,28.7,70.0,54.0
554,27.9,74.0,200.0
555,28.5,72.0,400.0
556,28.4,68.0,600.0
557,27.9,68.0,746.0
558,26.9,74.0,800.0
559,26.0,59.0,746.0
560,25.2,75.0,600.0
561,23.7,62.0,400.0
562,21.3,64.0,200.0
563,18.4,68.0,54.0
564,18.2,82.0,0.0
565,16.3,79.0,54.0
566,14.1,74.0,200.0
567,12.7,73.0,400.0
568,13.6,62.0,600.0
569,13.5,72.0,746.0
570,12.6,68.0,800.0
571,15.2,67.0,746.0
572,17.1,72.0,600.0
573,17.9,69.0,400.0
574,21.0,75.0,200.0
575,21.5,61.0,54.0
576,26.2,71.0,0.0
577,27.8,67.0,54.0
578,27.6,69.0,200.0
579,29.1,73.0,400.0
580,26.6,65.0,600.0
581,27.6,72.0,746.0
582,27.7,70.0,800.0
583,25.7,68.0,746.0
584,25.9,69.0,600.0
585,25.2,70.0,400.0
586,20.0,67.0,200.0
587,18.2,71.0,54.0
588,17.4,70.0,0.0
589,17.1,68.0,54.0
590,12.9,79.0,200.0
591,13.5,73.0,400.0
592,14.8,69.0,600.0
593,11.5,72.0,746.0
594,12.6,66.0,800.0
595,14.7,69.0,746.0
596,16.2,70.0,600.0
597,19.5,65.0,400.0
598,21.0,73.0,200.0
599,21.0,69.0,54.0
600,25.3,69.0,0.0
601,25.8,68.0,54.0
602,29.0,86.0,200.0
603,27.9,68.0,400.0
604,28.2,61.0,600.0
605,29.2,63.0,746.0
606,28.7,75.0,800.0
607,27.1,78.0,746.0
608,23.3,68.0,600.0
609,23.7,78.0,400.0
610,20.0,75.0,200.0
611,19.2,70.0,54.0
612,15.6,70.0,0.0
613,15.8,72.0,54.0
614,13.2,76.0,200.0
615,11.9,73.0,400.0
616,13.5,68.0,600.0
617,13.3,71.0,746.0
618,13.2,81.0,800.0
619,16.5,73.0,746.0
620,16.2,76.0,600.0
621,18.6,74.0,400.0
622,20.9,73.0,200.0
623,22.1,72.0,54.0
624,25.1,76.0,0.0
625,25.8,75.0,54.0
626,27.2,73.0,200.0
627,29.8,68.0,400.0
628,27.7,73.0,600.0
629,26.1,71.0,746.0
630,29.4,70.0,800.0
631,29.1,85.0,746.0
632,24.5,64.0,600.0
633,21.1,76.0,400.0
634,20.6,67.0,200.0
635,18.6,72.0,54.0
636,16.7,84.0,0.0
637,14.1,67.0,54.0
638,14.5,68.0,200.0
639,13.6,72.0,400.0
640,11.2,67.0,600.0
641,13.6,76.0,746.0
642,15.7,69.0,800.0
643,15.1,75.0,746.0
644,16.2,65.0,600.0
645,18.3,63.0,400.0
646,21.1,71.0,200.0
647,20.8,64.0,54.0
648,24.7,79.0,0.0
649,25.8,64.0,54.0
650,29.3,67.0,200.0
651,28.2,74.0,400.0
652,30.3,69.0,600.0
653,27.3,64.0,746.0
654,28.2,82.0,800.0
655,26.7,67.0,746.0
656,23.9,71.0,600.0
657,23.1,71.0,400.0
658,22.0,75.0,200.0
659,18.4,74.0,54.0
660,15.1,68.0,0.0
661,15.1,70.0,54.0
662,12.9,71.0,200.0
663,12.6,76.0,400.0
664,12.5,66.0,600.0
665,11.1,82.0,746.0
666,11.9,68.0,800.0
667,15.3,72.0,746.0
668,15.9,66.0,600.0
669,15.7,65.0,400.0
670,21.2,68.0,200.0
671,22.7,67.0,54.0
672,23.7,70.0,0.0
673,24.8,67.0,54.0
674,28.2,75.0,200.0
675,28.6,68.0,400.0
676,30.9,68.0,600.0
677,28.7,70.0,746.0
678,27.9,77.0,800.0
679,26.1,73.0,746.0
680,25.5,72.0,600.0
681,23.4,65.0,400.0
682,21.9,66.0,200.0
683,18.1,66.0,54.0
684,16.2,79.0,0.0
685,14.5,75.0,54.0
686,14.4,68.0,200.0
687,14.3,69.0,400.0
688,12.0,68.0,600.0
689,12.3,68.0,746.0
690,13.8,74.0,800.0
691,14.4,71.0,746.0
692,17.2,83.0,600.0
693,15.9,78.0,400.0
694,19.4,79.0,200.0
695,21.5,76.0,54.0
696,22.0,70.0,0.0
697,25.0,75.0,54.0
698,26.3,70.0,200.0
699,27.9,80.0,400.0
700,29.5,74.0,600.0
701,27.9,74.0,746.0
702,26.4,73.0,800.0
703,26.1,81.0,746.0
704,25.6,65.0,600.0
705,21.7,81.0,400.0
706,19.7,71.0,200.0
707,19.1,65.0,54.0
708,16.3,69.0,0.0
709,15.5,64.0,54.0
710,13.5,76.0,200.0
711,13.4,67.0,400.0
712,11.3,73.0,600.0
713,12.6,78.0,746.0
714,13.1,69.0,800.0
715,13.3,71.0,746.0
716,14.6,66.0,600.0
717,18.8,70.0,400.0
718,19.8,85.0,200.0
719,21.2,76.0,54.0
720,24.1,71.0,0.0
721,27.0,69.0,54.0
722,24.9,72.0,200.0
723,26.5,73.0,400.0
724,27.4,70.0,600.0
725,29.5,75.0,746.0
726,27.6,68.0,800.0
727,26.8,68.0,746.0
728,23.3,74.0,600.0
729,21.4,67.0,400.0
730,20.9,76.0,200.0
731,18.4,72.0,54.0
732,17.0,63.0,0.0
733,14.6,73.0,54.0
734,13.7,64.0,200.0
735,12.7,76.0,400.0
736,13.0,71.0,600.0
737,13.3,82.0,746.0
738,11.6,78.0,800.0
739,12.2,67.0,746.0
740,17.1,62.0,600.0
741,19.2,69.0,400.0
742,19.0,67.0,200.0
743,20.2,82.0,54.0
744,24.2,73.0,0.0
745,26.7,77.0,54.0
746,28.8,71.0,200.0
747,28.4,72.0,400.0
748,27.8,73.0,600.0
749,27.1,78.0,746.0
750,27.2,74.0,800.0
751,25.7,67.0,746.0
752,23.3,81.0,600.0
753,24.5,71.0,400.0
754,22.1,70.0,200.0
755,19.4,59.0,54.0
756,15.4,76.0,0.0
757,15.5,73.0,54.0
758,14.0,73.0,200.0
759,12.9,71.0,400.0
760,13.4,70.0,600.0
761,13.0,71.0,746.0
762,13.9,75.0,800.0
763,15.0,76.0,746.0
764,16.3,72.0,600.0
765,16.1,78.0,400.0
766,20.0,72.0,200.0
767,21.4,70.0,54.0
768,22.7,74.0,0.0
769,27.3,66.0,54.0
770,28.7,74.0,200.0
771,29.1,65.0,400.0
772,28.3,68.0,600.0
773,29.2,63.0,746.0
774,27.1,72.0,800.0
775,26.1,81.0,746.0
776,23.1,72.0,600.0
777,22.7,76.0,400.0
778,20.3,85.0,200.0
779,16.9,75.0,54.0
780,16.2,69.0,0.0
781,14.5,70.0,54.0
782,15.0,73.0,200.0
783,13.3,70.0,400.0
784,12.1,70.0,600.0
785,12.5,78.0,746.0
786,13.1,78.0,800.0
787,14.0,65.0,746.0
788,14.8,69.0,600.0
789,17.6,71.0,400.0
790,19.1,76.0,200.0
791,20.6,79.0,54.0
792,24.4,87.0,0.0
793,25.9,71.0,54.0
794,25.0,71.0,200.0
795,27.5,76.0,400.0
796,29.0,70.0,600.0
797,28.8,72.0,746.0
798,28.0,71.0,800.0
799,25.8,60.0,746.0
800,23.3,74.0,600.0
801,21.1,72.0,400.0
802,20.5,80.0,200.0
803,18.4,73.0,54.0
804,17.4,67.0,0.0
805,15.5,72.0,54.0
806,13.0,63.0,200.0
807,11.0,67.0,400.0
808,11.6,76.0,600.0
809,12.4,72.0,746.0
810,12.7,78.0,800.0
811,13.6,63.0,746.0
812,16.0,72.0,600.0
813,17.2,71.0,400.0
814,19.1,78.0,200.0
815,22.1,77.0,54.0
816,23.3,76.0,0.0
817,25.7,81.0,54.0
818,27.0,71.0,200.0
819,26.4,80.0,400.0
820,27.4,68.0,600.0
821,29.1,68.0,746.0
822,25.7,77.0,800.0
823,23.5,66.0,746.0
824,22.2,76.0,600.0
825,22.1,74.0,400.0
826,20.1,79.0,200.0
827,17.9,73.0,54.0
828,17.2,74.0,0.0
829,11.7,76.0,54.0
830,13.4,70.0,200.0
831,13.7,70.0,400.0
832,10.7,76.0,600.0
833,11.7,73.0,746.0
834,12.1,71.0,800.0
835,13.1,73.0,746.0
836,15.3,81.0,600.0
837,19.0,71.0,400.0
838,21.5,71.0,200.0
839,21.4,65.0,54.0
840,25.5,73.0,0.0
841,25.4,77.0,54.0
842,28.4,78.0,200.0
843,27.4,74.0,400.0
844,27.9,78.0,600.0
845,27.9,77.0,746.0
846,30.0,79.0,800.0
847,26.4,78.0,746.0
848,23.2,81.0,600.0
849,23.0,73.0,400.0
850,19.6,67.0,200.0
851,17.4,77.0,54.0
852,16.8,78.0,0.0
853,14.3,81.0,54.0
854,13.2,80.0,200.0
855,12.1,83.0,400.0
856,12.1,77.0,600.0
857,12.4,75.0,746.0
858,10.8,67.0,800.0
859,14.6,75.0,746.0
860,14.6,71.0,600.0
861,16.0,75.0,400.0
862,19.5,74.0,200.0
863,21.7,76.0,54.0
864,22.8,73.0,0.0
865,26.1,78.0,54.0
866,25.2,60.0,200.0
867,27.0,75.0,400.0
868,27.1,80.0,600.0
869,27.4,83.0,746.0
870,27.0,77.0,800.0
871,24.5,82.0,746.0
872,24.6,75.0,600.0
873,22.0,74.0,400.0
874,18.0,76.0,200.0
875,15.8,74.0,54.0
876,15.8,70.0,0.0
877,13.9,71.0,54.0
878,12.7,68.0,200.0
879,11.9,76.0,400.0
880,11.9,74.0,600.0
881,12.8,72.0,746.0
882,11.5,71.0,800.0
883,12.7,76.0,746.0
884,14.4,78.0,600.0
885,17.7,68.0,400.0
886,20.7,67.0,200.0
887,21.1,79.0,54.0
888,20.9,67.0,0.0
889,23.4,77.0,54.0
890,25.6,82.0,200.0
891,26.7,82.0,400.0
892,27.2,78.0,600.0
893,27.4,78.0,746.0
894,26.3,85.0,800.0
895,26.4,62.0,746.0
896,23.1,72.0,600.0
897,21.0,78.0,400.0
898,20.2,72.0,200.0
899,16.1,80.0,54.0
900,16.1,74.0,0.0
901,14.1,75.0,54.0
902,12.6,73.0,200.0
903,13.5,71.0,400.0
904,10.9,71.0,600.0
905,13.8,75.0,746.0
906,12.3,70.0,800.0
907,12.5,79.0,746.0
908,15.4,77.0,600.0
909,16.2,80.0,400.0
910,18.6,68.0,200.0
911,21.8,66.0,54.0
912,23.9,74.0,0.0
913,24.4,89.0,54.0
914,27.3,80.0,200.0
915,28.3,71.0,400.0
916,28.9,76.0,600.0
917,27.8,78.0,746.0
918,27.9,67.0,800.0
919,23.4,81.0,746.0
920,23.3,73.0,600.0
921,20.9,74.0,400.0
922,19.8,74.0,200.0
923,17.0,80.0,54.0
924,15.5,70.0,0.0
925,15.8,66.0,54.0
926,12.5,76.0,200.0
927,12.2,64.0,400.0
928,11.2,73.0,600.0
929,11.8,80.0,746.0
930,12.4,77.0,800.0
931,14.1,80.0,746.0
932,16.4,77.0,600.0
933,18.8,86.0,400.0
934,19.6,71.0,200.0
935,21.9,76.0,54.0
936,22.1,72.0,0.0
937,24.9,79.0,54.0
938,27.2,74.0,200.0
939,28.0,83.0,400.0
940,27.6,72.0,600.0
941,28.1,81.0,746.0
942,26.9,77.0,800.0
943,26.4,74.0,746.0
944,23.9,77.0,600.0
945,21.3,76.0,400.0
946,19.9,76.0,200.0
947,14.6,73.0,54.0
948,15.9,71.0,0.0
949,10.2,73.0,54.0
950,10.8,66.0,200.0
951,12.1,79.0,400.0
952,11.8,68.0,600.0
953,10.4,73.0,746.0
954,11.6,78.0,800.0
955,14.9,79.0,746.0
956,14.7,66.0,600.0
957,19.3,74.0,400.0
958,19.2,77.0,200.0
959,21.6,75.0,54.0
960,24.8,81.0,0.0
961,25.0,70.0,54.0
962,25.2,64.0,200.0
963,26.9,79.0,400.0
964,27.3,72.0,600.0
965,25.7,66.0,746.0
966,26.1,74.0,800.0
967,24.4,81.0,746.0
968,24.4,68.0,600.0
969,21.6,86.0,400.0
970,19.2,70.0,200.0
971,17.3,75.0,54.0
972,15.7,69.0,0.0
973,14.4,75.0,54.0
974,11.5,74.0,200.0
975,10.6,67.0,400.0
976,12.4,89.0,600.0
977,11.1,72.0,746.0
978,10.8,72.0,800.0
979,13.9,80.0,746.0
980,15.6,84.0,600.0
981,15.5,80.0,400.0
982,19.3,69.0,200.0
983,21.9,76.0,54.0
984,23.5,65.0,0.0
985,25.4,79.0,54.0
986,24.7,67.0,200.0
987,27.3,71.0,400.0
988,26.9,75.0,600.0
989,26.5,77.0,746.0
990,27.1,73.0,800.0
991,26.5,82.0,746.0
992,25.2,78.0,600.0
993,22.8,78.0,400.0
994,19.3,69.0,200.0
