hour,zone,T_outdoor_C,T_zone_C,PMV_NA,PPD_NA_pct,kWh_m2_NA,supply_temp_C,blind_angle
13,5,27.27,21.69,-0.015,5.1,0.00203,22.9,0.94
13,6,27.27,21.48,-0.047,5.7,0.0024,16.6,0.29
14,1,27.73,20.15,-0.234,20.7,0.00146,23.2,0.97
14,2,27.73,23.22,0.141,11.0,0.00209,23.2,0.41
14,3,27.73,19.62,-0.249,22.5,0.0021,19.2,0.25
14,4,27.73,19.44,-0.286,27.4,0.00203,20.2,0.75
14,5,27.73,19.73,-0.255,23.3,0.00177,18.8,0.74
14,6,27.73,21.35,-0.021,5.1,0.0023,17.6,0.34
15,1,28.44,21.64,-0.005,5.0,0.00229,18.3,0.03
15,2,28.44,22.48,0.05,5.8,0.00234,16.7,0.41
15,3,28.44,22.91,0.046,5.7,0.0013,18.2,0.21
15,4,28.44,23.58,0.178,14.5,0.00144,21.4,0.95
15,5,28.44,22.87,0.138,10.8,0.00127,20.7,0.96
15,6,28.44,22.62,0.079,6.9,0.00129,20.1,0.33
16,1,27.14,21.61,0.019,5.1,0.00193,16.7,0.23
16,2,27.14,21.74,-0.0,5.0,0.00189,21.0,0.13
16,3,27.14,21.83,-0.017,5.1,0.00275,23.4,0.54
16,4,27.14,22.81,0.069,6.5,0.00266,23.6,0.3
16,5,27.14,20.11,-0.193,16.0,0.00151,23.3,0.16
16,6,27.14,22.68,0.045,5.6,0.00227,21.6,0.25
17,1,26.96,21.79,-0.009,5.0,0.00132,23.2,0.67
17,2,26.96,20.94,-0.172,13.9,0.00207,19.0,0.98
17,3,26.96,22.95,0.06,6.1,0.00153,16.5,0.61
17,4,26.96,20.35,-0.189,15.6,0.00199,20.1,0.37
17,5,26.96,21.65,-0.036,5.4,0.00196,17.1,0.1
17,6,26.96,23.59,0.188,15.5,0.00178,19.2,1.0
18,1,28.32,20.44,-0.148,11.6,0.00223,21.6,0.34
18,2,28.32,21.98,0.024,5.2,0.00149,22.2,0.96
18,3,28.32,18.31,-0.362,38.4,0.00144,22.0,0.85
18,4,28.32,20.41,-0.16,12.7,0.00268,19.0,0.15
18,5,28.32,21.76,0.003,5.0,0.0023,16.8,0.5
18,6,28.32,21.96,-0.023,5.2,0.00215,22.9,0.06
19,1,26.55,21.36,-0.094,7.7,0.00198,23.8,0.42
19,2,26.55,21.08,-0.109,8.7,0.00256,19.2,0.4
19,3,26.55,23.05,0.077,6.8,0.00228,21.1,0.4
19,4,26.55,20.71,-0.124,9.7,0.00192,22.6,0.65
19,5,26.55,20.32,-0.166,13.2,0.00237,19.2,0.41
19,6,26.55,21.79,-0.048,5.7,0.00175,21.6,0.63
20,1,24.9,22.54,0.019,5.1,0.00206,16.2,0.52
20,2,24.9,20.9,-0.149,11.7,0.00254,16.6,0.09
20,3,24.9,20.8,-0.129,10.0,0.0016,16.5,0.07
20,4,24.9,20.93,-0.1,8.1,0.00256,22.2,0.46
20,5,24.9,20.05,-0.204,17.2,0.0015,20.2,0.35
20,6,24.9,19.87,-0.208,17.7,0.00245,16.2,0.9
21,1,27.68,21.94,0.016,5.1,0.00186,23.9,0.76
21,2,27.68,18.66,-0.333,34.1,0.00182,18.9,0.26
21,3,27.68,20.12,-0.16,12.7,0.00202,20.2,0.12
21,4,27.68,20.63,-0.132,10.3,0.00151,23.1,0.72
21,5,27.68,19.2,-0.278,26.3,0.00273,20.4,0.93
21,6,27.68,22.21,0.01,5.0,0.00205,19.0,0.0
22,1,27.19,20.16,-0.252,22.9,0.00257,18.7,0.88
22,2,27.19,19.48,-0.286,27.5,0.0027,17.7,0.17
22,3,27.19,22.44,0.032,5.3,0.00266,20.0,0.78
22,4,27.19,19.33,-0.274,25.8,0.00254,22.7,0.82
22,5,27.19,20.2,-0.194,16.1,0.00142,16.6,0.42
22,6,27.19,20.49,-0.197,16.5,0.00143,20.8,0.12
23,1,28.9,21.3,-0.05,5.8,0.00274,17.9,0.25
23,2,28.9,21.64,-0.048,5.7,0.002,19.3,0.38
23,3,28.9,22.41,0.033,5.3,0.00249,22.2,0.36
23,4,28.9,22.31,0.02,5.1,0.00221,16.9,0.21
23,5,28.9,23.29,0.111,8.8,0.00154,20.2,0.49
23,6,28.9,20.68,-0.136,10.6,0.00126,17.7,0.93
24,1,29.47,21.06,-0.084,7.2,0.00248,16.9,0.73
24,2,29.47,20.17,-0.186,15.2,0.00223,23.3,0.05
24,3,29.47,23.14,0.095,7.8,0.00171,17.4,0.11
24,4,29.47,23.48,0.178,14.5,0.0025,21.9,0.41
24,5,29.47,21.41,-0.029,5.3,0.00183,21.9,0.01
24,6,29.47,21.55,-0.038,5.5,0.00232,17.4,0.48
25,1,29.97,22.17,0.011,5.0,0.00148,23.4,0.28
25,2,29.97,22.04,0.007,5.0,0.00178,17.2,0.26
25,3,29.97,22.64,0.063,6.3,0.00259,17.5,0.53
25,4,29.97,20.85,-0.172,13.8,0.00176,19.5,0.36
25,5,29.97,22.6,0.089,7.4,0.00265,18.3,0.58
25,6,29.97,20.79,-0.087,7.4,0.00245,22.2,0.74
26,1,29.34,18.1,-0.331,33.8,0.00194,20.0,0.87
26,2,29.34,22.83,0.038,5.4,0.00222,22.5,0.35
26,3,29.34,19.37,-0.293,28.5,0.00158,16.9,0.9
26,4,29.34,20.89,-0.105,8.4,0.00135,18.9,0.34
26,5,29.34,22.8,0.113,8.9,0.00241,20.1,0.48
26,6,29.34,19.95,-0.167,13.4,0.00263,21.8,0.04
27,1,30.63,21.74,-0.03,5.3,0.00244,16.3,0.33
27,2,30.63,23.09,0.106,8.5,0.00142,18.4,0.15
27,3,30.63,21.11,-0.08,7.0,0.00176,17.8,0.07
27,4,30.63,19.58,-0.269,25.2,0.00233,21.7,0.34
27,5,30.63,20.85,-0.097,7.9,0.00237,23.8,0.16
27,6,30.63,20.89,-0.142,11.2,0.0017,19.8,0.52
28,1,31.3,19.96,-0.263,24.4,0.00143,18.5,0.48
28,2,31.3,20.96,-0.127,9.9,0.00237,23.5,0.51
28,3,31.3,22.17,0.022,5.1,0.00278,18.3,0.3
28,4,31.3,19.82,-0.204,17.2,0.00216,23.4,0.49
28,5,31.3,23.54,0.14,10.9,0.00259,22.2,0.01
28,6,31.3,22.15,0.016,5.1,0.00175,21.9,0.1
29,1,29.36,22.57,0.108,8.6,0.00204,16.1,0.48
29,2,29.36,20.9,-0.109,8.7,0.00234,17.8,0.95
29,3,29.36,21.12,-0.106,8.5,0.00215,19.7,0.02
29,4,29.36,19.54,-0.248,22.4,0.00189,20.7,0.75
29,5,29.36,23.31,0.171,13.7,0.00162,23.6,0.78
29,6,29.36,19.87,-0.214,18.4,0.00255,24.0,0.13
30,1,30.24,21.44,-0.094,7.7,0.0027,18.1,0.13
30,2,30.24,20.57,-0.156,12.3,0.00206,21.0,0.73
30,3,30.24,20.5,-0.093,7.6,0.0013,22.8,0.48
30,4,30.24,20.45,-0.205,17.4,0.00273,22.6,0.23
30,5,30.24,21.37,-0.043,5.6,0.00174,20.5,0.7
30,6,30.24,22.6,0.034,5.4,0.0019,16.4,0.97
31,1,30.95,21.38,-0.056,6.0,0.00257,17.5,0.69
31,2,30.95,21.9,0.056,6.0,0.00143,19.2,0.77
31,3,30.95,20.94,-0.102,8.2,0.00148,21.6,0.91
31,4,30.95,20.48,-0.162,12.8,0.00206,22.0,0.89
31,5,30.95,21.61,-0.027,5.2,0.00142,20.4,0.3
31,6,30.95,22.41,0.025,5.2,0.00267,23.9,0.78
32,1,29.98,21.54,-0.088,7.4,0.00198,19.4,0.36
32,2,29.98,21.16,-0.134,10.4,0.00151,20.2,0.04
32,3,29.98,21.01,-0.092,7.6,0.00264,22.8,0.96
32,4,29.98,23.08,0.108,8.6,0.00143,17.0,0.58
32,5,29.98,21.62,-0.004,5.0,0.00127,18.2,0.95
32,6,29.98,19.81,-0.187,15.3,0.00237,16.9,0.39
33,1,29.78,20.71,-0.12,9.4,0.0016,19.2,0.28
33,2,29.78,23.09,0.08,7.0,0.00203,16.2,0.63
33,3,29.78,22.5,0.031,5.3,0.00161,23.6,0.32
33,4,29.78,21.83,-0.042,5.5,0.00252,22.0,0.16
33,5,29.78,21.56,-0.052,5.8,0.00191,19.5,0.8
33,6,29.78,20.47,-0.199,16.6,0.00266,19.9,0.59
34,1,28.54,20.68,-0.12,9.4,0.0027,23.4,0.66
34,2,28.54,20.68,-0.148,11.6,0.00191,21.7,0.65
34,3,28.54,20.08,-0.185,15.2,0.00267,23.3,0.28
34,4,28.54,21.82,0.013,5.1,0.00182,21.3,0.29
34,5,28.54,19.04,-0.344,35.8,0.00129,23.5,0.89
34,6,28.54,20.48,-0.191,15.8,0.00257,20.4,0.82
35,1,30.79,22.09,0.024,5.2,0.00141,16.4,0.63
35,2,30.79,21.17,-0.091,7.6,0.00203,22.2,0.57
35,3,30.79,21.19,-0.129,10.1,0.00275,22.1,0.2
35,4,30.79,21.13,-0.113,8.9,0.00212,16.0,0.42
35,5,30.79,20.56,-0.149,11.7,0.00227,16.5,0.28
35,6,30.79,21.94,0.033,5.3,0.00152,20.6,0.51
36,1,28.93,21.81,-0.083,7.1,0.00246,23.6,0.6
36,2,28.93,22.85,0.127,9.9,0.00144,21.5,0.92
36,3,28.93,21.01,-0.107,8.5,0.00166,20.6,0.96
36,4,28.93,23.41,0.13,10.2,0.00275,23.1,0.64
36,5,28.93,22.63,0.107,8.5,0.00192,22.0,0.79
36,6,28.93,21.51,-0.042,5.5,0.00172,19.8,0.68
37,1,29.87,21.13,-0.104,8.3,0.0013,23.9,0.14
37,2,29.87,21.33,-0.079,6.9,0.00177,18.6,0.95
37,3,29.87,21.16,-0.086,7.3,0.00255,22.6,0.66
37,4,29.87,21.01,-0.077,6.8,0.00149,19.5,0.8
37,5,29.87,21.7,-0.012,5.0,0.00229,16.8,0.88
37,6,29.87,21.26,-0.071,6.6,0.00243,19.2,0.17
38,1,28.56,22.57,0.088,7.4,0.0026,22.9,0.96
38,2,28.56,20.9,-0.094,7.7,0.00136,23.9,0.4
38,3,28.56,19.32,-0.226,19.7,0.00227,20.2,0.24
38,4,28.56,20.88,-0.105,8.4,0.00168,21.6,0.95
38,5,28.56,19.49,-0.269,25.1,0.00232,19.0,0.41
38,6,28.56,22.08,-0.023,5.2,0.0023,18.8,0.81
39,1,26.5,23.06,0.088,7.4,0.00214,21.5,0.71
39,2,26.5,21.98,-0.055,5.9,0.00243,20.3,0.74
39,3,26.5,22.56,0.036,5.4,0.00272,21.3,0.58
39,4,26.5,22.02,-0.016,5.1,0.00244,16.7,0.52
39,5,26.5,22.63,0.032,5.3,0.0016,16.2,0.87
39,6,26.5,25.31,0.336,34.6,0.00194,21.2,0.34
40,1,26.97,20.71,-0.186,15.2,0.00152,23.7,0.97
40,2,26.97,22.2,0.022,5.1,0.0022,23.1,0.77
40,3,26.97,21.52,-0.084,7.2,0.00174,19.9,0.99
40,4,26.97,20.86,-0.111,8.8,0.00265,17.6,0.67
40,5,26.97,22.63,0.052,5.8,0.00224,16.5,0.21
40,6,26.97,20.83,-0.099,8.0,0.00146,16.4,0.1
41,1,26.08,20.12,-0.22,19.0,0.00147,18.0,0.75
41,2,26.08,22.31,0.033,5.3,0.00278,19.2,0.11
41,3,26.08,21.43,-0.114,9.0,0.00188,21.3,0.46
41,4,26.08,21.92,0.012,5.0,0.00268,19.9,0.13
41,5,26.08,20.24,-0.146,11.4,0.00187,16.8,0.91
41,6,26.08,23.02,0.117,9.2,0.00234,22.7,0.48
42,1,27.7,19.71,-0.208,17.6,0.00206,18.4,0.98
42,2,27.7,21.57,-0.003,5.0,0.00263,22.2,0.68
42,3,27.7,21.29,-0.053,5.9,0.00175,22.7,0.02
42,4,27.7,20.25,-0.148,11.6,0.00224,18.6,0.47
42,5,27.7,21.34,-0.053,5.9,0.00204,22.6,0.06
42,6,27.7,20.63,-0.131,10.2,0.00171,20.3,0.8
43,1,27.15,19.99,-0.246,22.2,0.00183,21.3,0.36
43,2,27.15,21.3,-0.074,6.7,0.00263,16.3,0.23
43,3,27.15,20.94,-0.089,7.5,0.00194,20.0,0.93
43,4,27.15,21.79,0.021,5.1,0.00228,23.8,0.59
43,5,27.15,21.01,-0.137,10.7,0.00133,20.8,0.77
43,6,27.15,22.62,0.083,7.1,0.00189,18.5,0.98
44,1,28.1,21.89,0.015,5.1,0.00211,23.3,0.15
44,2,28.1,22.41,0.064,6.3,0.00211,16.8,0.98
44,3,28.1,21.34,-0.066,6.4,0.00259,21.7,0.74
44,4,28.1,20.54,-0.165,13.1,0.00264,20.0,0.7
44,5,28.1,22.69,0.066,6.4,0.00147,18.4,0.86
44,6,28.1,19.82,-0.189,15.5,0.00215,22.4,1.0
45,1,27.17,20.29,-0.178,14.5,0.00255,22.7,0.06
45,2,27.17,23.17,0.148,11.6,0.0018,16.3,0.51
45,3,27.17,20.85,-0.121,9.5,0.00209,17.8,0.36
45,4,27.17,23.4,0.16,12.7,0.00192,18.5,0.33
45,5,27.17,22.38,0.079,7.0,0.00129,22.2,0.77
45,6,27.17,21.73,-0.001,5.0,0.00256,20.7,0.03
46,1,28.75,22.18,0.008,5.0,0.00183,21.7,0.92
46,2,28.75,23.45,0.14,10.9,0.00149,18.4,0.94
46,3,28.75,22.42,0.06,6.1,0.00277,16.9,0.65
46,4,28.75,20.18,-0.206,17.4,0.00252,19.1,0.39
46,5,28.75,23.58,0.154,12.2,0.00216,18.8,0.51
46,6,28.75,21.3,-0.054,5.9,0.00222,23.9,0.66
47,1,28.8,20.65,-0.105,8.4,0.00255,23.0,0.04
47,2,28.8,21.15,-0.137,10.7,0.00126,21.1,0.1
47,3,28.8,20.86,-0.099,8.0,0.00228,19.3,0.52
47,4,28.8,20.79,-0.134,10.5,0.00195,17.6,0.53
47,5,28.8,22.19,0.017,5.1,0.00228,17.9,0.76
47,6,28.8,19.6,-0.173,13.9,0.00258,20.8,0.43
48,1,26.88,23.19,0.101,8.2,0.00187,17.3,0.85
48,2,26.88,21.83,-0.041,5.5,0.00243,23.4,0.82
48,3,26.88,19.76,-0.168,13.5,0.0022,22.6,0.85
48,4,26.88,20.62,-0.161,12.8,0.00131,17.5,0.8
48,5,26.88,20.06,-0.183,14.9,0.00243,17.2,0.9
48,6,26.88,21.52,-0.033,5.3,0.00144,16.9,0.57
49,1,28.66,22.09,0.018,5.1,0.0019,22.2,0.85
49,2,28.66,21.69,-0.09,7.5,0.00131,19.3,0.23
49,3,28.66,21.36,-0.056,6.0,0.00173,18.8,0.0
49,4,28.66,21.02,-0.112,8.9,0.00255,18.0,0.88
49,5,28.66,22.18,0.034,5.4,0.00158,23.4,0.12
49,6,28.66,20.56,-0.125,9.8,0.00159,18.3,0.17
50,1,29.93,19.94,-0.228,20.0,0.00143,16.2,0.39
50,2,29.93,19.33,-0.227,19.9,0.00141,22.5,0.08
50,3,29.93,21.47,-0.068,6.4,0.00218,22.1,0.89
50,4,29.93,22.26,0.008,5.0,0.00249,20.9,0.38
50,5,29.93,20.51,-0.178,14.5,0.00233,18.5,0.88
50,6,29.93,21.0,-0.082,7.1,0.00272,18.2,0.89
51,1,29.78,20.76,-0.117,9.2,0.00151,23.8,0.7
51,2,29.78,20.4,-0.081,7.0,0.00254,21.0,0.53
51,3,29.78,20.68,-0.115,9.1,0.00198,17.4,0.43
51,4,29.78,21.8,0.025,5.2,0.00175,23.8,0.07
51,5,29.78,20.57,-0.184,15.1,0.00243,17.8,0.79
51,6,29.78,22.05,0.034,5.4,0.00148,16.5,0.81
52,1,31.5,21.79,0.016,5.1,0.0024,18.2,0.55
52,2,31.5,21.76,-0.038,5.5,0.00171,20.5,0.87
52,3,31.5,21.5,-0.036,5.4,0.00233,23.7,0.82
52,4,31.5,21.65,-0.045,5.6,0.00219,20.9,0.99
52,5,31.5,21.49,-0.079,6.9,0.0025,22.3,0.74
52,6,31.5,20.98,-0.097,7.9,0.00273,16.8,0.48
53,1,31.97,19.2,-0.277,26.2,0.00174,22.9,0.84
53,2,31.97,19.86,-0.155,12.3,0.00174,23.3,0.19
53,3,31.97,22.26,-0.003,5.0,0.00232,22.2,0.49
53,4,31.97,21.36,-0.109,8.6,0.00219,16.9,0.32
53,5,31.97,22.4,0.037,5.4,0.0017,17.5,0.4
53,6,31.97,18.14,-0.422,47.2,0.0022,17.7,0.35
54,1,32.1,21.33,-0.034,5.4,0.00271,20.9,0.35
54,2,32.1,21.57,-0.023,5.2,0.00156,16.4,0.15
54,3,32.1,18.46,-0.337,34.7,0.00217,18.6,0.1
54,4,32.1,20.94,-0.082,7.1,0.00139,22.5,0.61
54,5,32.1,20.06,-0.213,18.2,0.00272,20.5,0.72
54,6,32.1,21.91,0.007,5.0,0.00248,20.1,0.46
55,1,31.65,22.04,0.01,5.0,0.0021,20.9,0.89
55,2,31.65,21.5,-0.073,6.6,0.00233,18.3,0.29
55,3,31.65,22.39,-0.013,5.1,0.0018,21.5,0.27
55,4,31.65,21.64,-0.056,6.0,0.00146,17.5,0.01
55,5,31.65,20.43,-0.155,12.2,0.00267,22.7,0.98
55,6,31.65,22.56,0.048,5.7,0.00194,17.2,0.82
56,1,30.7,21.11,-0.084,7.2,0.00224,23.6,0.16
56,2,30.7,20.78,-0.158,12.5,0.00237,16.0,0.01
56,3,30.7,22.0,0.005,5.0,0.00207,21.7,0.49
56,4,30.7,22.11,-0.019,5.1,0.00215,17.0,0.96
56,5,30.7,20.61,-0.133,10.4,0.00245,19.3,0.15
56,6,30.7,20.02,-0.231,20.3,0.00151,16.0,0.55
57,1,30.3,22.65,0.097,7.9,0.00144,17.4,0.94
57,2,30.3,22.77,0.046,5.7,0.00236,21.9,0.34
57,3,30.3,23.03,0.057,6.0,0.00183,23.2,0.17
57,4,30.3,21.54,-0.049,5.8,0.00259,19.3,0.79
57,5,30.3,24.14,0.205,17.3,0.00236,20.0,0.81
57,6,30.3,19.51,-0.244,21.9,0.00199,20.8,0.3
58,1,28.79,21.84,-0.065,6.3,0.00151,18.1,0.13
58,2,28.79,19.29,-0.219,18.9,0.00132,19.8,0.9
58,3,28.79,21.15,-0.101,8.1,0.00132,20.6,0.85
58,4,28.79,20.26,-0.179,14.5,0.0018,22.6,0.38
58,5,28.79,21.4,-0.048,5.7,0.00213,22.4,0.77
58,6,28.79,20.9,-0.112,8.9,0.00208,20.8,0.06
59,1,29.8,20.38,-0.138,10.8,0.00189,23.6,0.69
59,2,29.8,21.32,-0.065,6.3,0.0017,23.8,0.05
59,3,29.8,22.5,0.026,5.2,0.00268,16.0,0.25
59,4,29.8,20.29,-0.169,13.5,0.0024,19.1,0.38
59,5,29.8,22.63,0.077,6.8,0.00213,20.0,0.39
59,6,29.8,22.25,0.052,5.8,0.00148,19.3,0.52
60,1,28.03,22.07,0.033,5.4,0.00131,19.9,0.69
60,2,28.03,19.5,-0.284,27.2,0.00251,22.8,0.57
60,3,28.03,21.46,-0.023,5.2,0.00239,18.9,0.4
60,4,28.03,20.25,-0.162,12.9,0.00161,18.3,0.25
60,5,28.03,21.32,-0.074,6.7,0.00215,22.7,0.23
60,6,28.03,19.48,-0.225,19.6,0.00191,23.8,0.68
61,1,30.69,21.4,-0.046,5.7,0.00239,18.8,0.04
61,2,30.69,20.68,-0.148,11.7,0.00154,22.0,0.54
61,3,30.69,20.85,-0.096,7.8,0.00228,18.6,0.71
61,4,30.69,21.43,-0.071,6.6,0.00186,23.3,0.41
61,5,30.69,20.55,-0.153,12.1,0.00177,22.3,0.71
61,6,30.69,21.09,-0.099,8.0,0.00266,21.8,0.2
62,1,27.47,20.35,-0.183,14.9,0.0025,19.7,0.68
62,2,27.47,21.56,-0.087,7.4,0.00208,22.8,0.56
62,3,27.47,21.96,-0.006,5.0,0.00235,23.0,0.01
62,4,27.47,21.88,-0.062,6.2,0.00131,18.0,0.28
62,5,27.47,22.47,0.062,6.2,0.00175,22.3,0.83
62,6,27.47,23.47,0.098,8.0,0.00254,23.4,0.66
63,1,25.81,18.97,-0.284,27.2,0.00139,23.9,0.01
63,2,25.81,20.35,-0.134,10.5,0.00219,23.8,0.86
63,3,25.81,21.56,-0.054,5.9,0.00265,18.4,0.85
63,4,25.81,20.29,-0.168,13.4,0.00222,20.3,0.63
63,5,25.81,22.03,0.006,5.0,0.00271,23.7,0.65
63,6,25.81,22.68,0.065,6.3,0.00203,16.2,0.11
64,1,27.52,21.03,-0.06,6.1,0.00178,19.1,0.53
64,2,27.52,23.48,0.151,11.9,0.00224,20.9,0.07
64,3,27.52,22.29,0.071,6.6,0.00271,16.4,0.42
64,4,27.52,21.66,-0.009,5.0,0.00165,21.0,0.44
64,5,27.52,20.69,-0.112,8.9,0.00128,23.3,0.58
64,6,27.52,21.55,-0.024,5.2,0.00172,19.9,0.13
65,1,26.77,20.75,-0.137,10.7,0.00164,19.7,0.92
65,2,26.77,20.49,-0.192,15.9,0.00228,22.2,0.97
65,3,26.77,22.38,0.078,6.9,0.00185,16.6,0.32
65,4,26.77,22.05,-0.007,5.0,0.00265,21.6,0.37
65,5,26.77,23.64,0.175,14.1,0.00207,20.1,0.13
65,6,26.77,22.06,0.003,5.0,0.00244,18.3,0.26
66,1,27.8,19.28,-0.288,27.8,0.00262,20.7,0.45
66,2,27.8,20.52,-0.089,7.5,0.00194,22.4,0.52
66,3,27.8,21.26,-0.04,5.5,0.00171,23.2,0.05
66,4,27.8,23.67,0.157,12.4,0.00264,18.8,0.72
66,5,27.8,21.53,-0.049,5.7,0.002,18.6,0.82
66,6,27.8,21.89,0.019,5.1,0.00209,21.4,0.42
67,1,27.67,22.58,0.063,6.2,0.00145,19.4,0.91
67,2,27.67,22.82,0.094,7.8,0.00203,20.5,0.09
67,3,27.67,22.49,0.019,5.1,0.00275,20.0,0.48
67,4,27.67,20.8,-0.11,8.7,0.00163,23.9,0.85
67,5,27.67,19.49,-0.269,25.2,0.00207,20.0,0.88
67,6,27.67,19.59,-0.241,21.6,0.00168,18.7,0.19
68,1,27.29,21.72,-0.036,5.4,0.00238,23.1,0.08
68,2,27.29,20.57,-0.1,8.1,0.00151,22.7,0.94
68,3,27.29,23.25,0.111,8.8,0.00148,16.0,0.07
68,4,27.29,19.59,-0.291,28.1,0.00161,23.0,0.32
