sample_id,T_now_C,RH_now_pct,CO2_now_ppm,T_forecast_30min_C,PMV_forecast,comfort_class_now,comfort_class_forecast
279,22.15,40.6,533.0,22.57,-0.031,2,2
280,26.78,33.2,494.0,26.74,0.441,2,2
281,18.47,64.6,1093.0,18.31,-0.299,2,2
282,19.55,56.1,635.0,19.31,-0.331,3,2
283,23.14,56.3,497.0,23.01,0.159,2,2
284,21.02,33.1,1123.0,20.58,-0.032,2,2
285,21.95,41.0,489.0,21.83,-0.241,0,3
286,24.56,53.0,1140.0,24.74,0.14,2,2
287,18.68,47.0,516.0,17.88,-0.242,1,3
288,25.03,65.7,1136.0,24.99,0.345,1,3
289,23.44,55.8,1113.0,22.95,0.06,2,1
290,19.26,51.5,975.0,18.89,-0.395,2,1
291,25.38,44.7,457.0,26.48,0.418,2,1
292,21.2,66.9,1137.0,20.98,-0.2,2,2
293,27.88,39.0,960.0,28.05,0.636,2,2
294,25.02,54.3,496.0,25.68,0.447,3,2
295,23.24,36.3,737.0,23.96,0.223,2,2
296,18.32,66.9,1135.0,17.45,-0.466,3,2
297,22.76,63.2,782.0,24.68,0.232,2,3
298,22.08,61.5,1075.0,21.42,-0.093,2,2
299,27.88,69.8,406.0,28.05,0.567,2,2
300,20.73,56.7,1139.0,21.52,-0.061,1,2
301,27.62,38.9,495.0,27.62,0.606,4,1
302,24.45,35.5,948.0,24.26,0.281,2,2
303,22.01,32.9,437.0,22.48,0.23,2,2
304,18.45,47.5,879.0,18.54,-0.28,2,3
305,20.42,64.6,1082.0,20.07,-0.24,3,2
306,19.79,33.4,896.0,20.12,-0.118,2,2
307,21.11,42.5,611.0,21.28,-0.078,4,3
308,24.0,42.7,460.0,23.29,0.211,2,1
309,23.44,61.4,980.0,24.83,0.273,2,2
310,24.37,40.9,552.0,25.21,0.332,2,2
311,23.3,50.6,1200.0,23.71,0.125,3,1
312,21.11,37.9,653.0,20.85,-0.018,3,2
313,21.21,50.3,937.0,21.75,0.125,4,2
314,27.88,68.8,747.0,28.02,0.649,4,2
315,25.35,66.0,964.0,24.1,0.231,3,2
316,21.44,53.5,500.0,22.68,0.012,1,3
317,23.74,52.0,631.0,24.64,0.337,2,2
318,19.97,31.5,766.0,20.92,-0.141,1,2
319,23.03,67.5,643.0,23.27,0.18,2,0
320,22.08,59.5,1093.0,20.73,-0.142,3,2
321,20.64,51.3,607.0,19.99,-0.283,2,2
322,27.35,66.8,702.0,27.05,0.506,3,2
323,26.26,45.0,1001.0,26.72,0.509,3,2
324,23.03,54.3,1063.0,23.77,0.189,2,2
325,24.69,39.2,630.0,24.92,0.258,0,2
326,21.27,35.4,785.0,20.51,-0.128,2,3
327,23.45,61.2,664.0,23.37,0.086,2,1
328,19.1,44.2,424.0,18.49,-0.502,3,4
329,24.94,68.4,534.0,24.56,0.035,3,3
330,26.07,40.0,955.0,26.26,0.648,3,3
331,22.59,66.4,1019.0,21.65,-0.038,2,2
332,20.24,51.7,1067.0,19.31,-0.254,2,2
333,21.13,62.8,871.0,20.39,-0.163,2,4
334,20.31,47.8,704.0,20.26,-0.007,3,2
335,25.85,36.9,582.0,25.08,0.26,1,2
336,25.62,49.9,1059.0,25.97,0.579,2,2
337,22.2,56.0,884.0,22.33,0.062,1,2
338,23.5,64.5,613.0,22.59,0.172,2,2
339,22.5,54.6,1155.0,21.88,-0.09,3,1
340,26.71,39.3,1116.0,26.15,0.306,2,1
341,23.02,57.4,517.0,22.4,0.077,2,4
342,25.6,53.0,494.0,25.84,0.317,2,3
343,24.62,45.8,1070.0,25.34,0.322,2,2
344,19.09,57.3,737.0,20.34,-0.268,3,3
345,24.42,38.4,536.0,25.41,0.352,2,1
346,21.84,56.2,614.0,21.59,-0.177,1,2
347,25.7,44.2,997.0,27.2,0.576,0,3
348,25.78,30.7,862.0,25.69,0.501,2,3
349,26.75,64.5,1001.0,27.09,0.483,3,2
350,23.91,38.0,1018.0,23.43,0.303,2,1
351,18.03,39.2,1014.0,18.23,-0.602,2,2
352,18.5,61.4,1174.0,18.44,-0.465,2,2
353,25.75,62.3,780.0,25.82,0.494,2,0
354,20.08,50.2,730.0,19.57,-0.298,2,2
355,19.99,49.8,697.0,18.46,-0.422,2,2
356,23.53,66.6,436.0,23.78,0.247,2,0
357,19.32,59.0,798.0,18.69,-0.342,2,1
358,21.4,56.7,554.0,20.0,-0.149,2,2
359,21.65,50.8,899.0,21.7,0.017,2,1
360,20.83,48.4,925.0,20.89,-0.028,2,2
361,18.4,57.7,834.0,19.72,-0.174,0,2
362,27.59,60.5,1096.0,26.56,0.346,2,2
363,26.02,38.9,709.0,26.36,0.458,2,2
364,22.22,37.9,409.0,23.1,0.055,2,3
365,27.1,33.2,1161.0,26.05,0.533,2,2
366,27.61,32.5,1099.0,26.99,0.534,2,1
367,23.28,51.2,1123.0,23.39,-0.042,2,2
368,21.57,50.9,1112.0,21.17,0.046,3,1
369,23.79,43.7,888.0,24.06,0.304,1,2
370,21.7,39.4,1102.0,20.75,-0.18,2,2
371,20.3,33.7,673.0,20.39,-0.145,3,2
372,27.1,45.9,689.0,27.24,0.481,1,3
373,23.07,35.9,853.0,23.86,0.091,2,2
374,21.91,40.9,830.0,20.9,-0.179,2,2
375,19.81,62.2,1058.0,20.06,-0.193,3,2
376,22.21,39.9,778.0,23.6,0.149,2,2
377,22.91,56.6,923.0,22.1,-0.099,0,2
378,25.51,42.3,415.0,26.12,0.224,2,3
379,26.77,37.8,983.0,25.59,0.294,3,4
380,27.87,69.4,1105.0,27.09,0.375,3,2
381,23.77,56.6,1089.0,24.42,0.257,2,4
382,18.48,59.1,530.0,18.97,-0.201,3,2
383,20.87,35.9,577.0,21.66,-0.047,2,4
384,23.12,59.6,967.0,22.29,0.066,2,1
385,20.01,66.7,598.0,20.93,-0.245,3,2
386,21.49,31.8,967.0,22.17,-0.047,2,2
387,21.96,61.6,773.0,21.12,-0.055,3,1
388,21.23,51.0,555.0,20.37,-0.201,2,3
389,25.98,67.4,412.0,25.3,0.355,4,3
390,24.51,43.2,453.0,24.98,0.29,2,2
391,26.81,53.5,868.0,26.77,0.476,1,2
392,27.17,68.9,1186.0,25.97,0.335,3,2
393,22.16,48.9,771.0,22.02,0.049,2,2
394,21.31,41.0,1001.0,21.55,0.005,3,2
395,18.05,52.8,901.0,17.9,-0.422,2,2
396,20.92,40.0,656.0,19.95,-0.225,2,2
397,24.45,64.9,913.0,24.38,0.17,3,2
398,22.28,31.7,744.0,22.7,-0.019,2,2
399,19.29,52.5,452.0,19.66,-0.158,2,3
400,26.25,56.9,853.0,26.48,0.556,3,2
401,22.0,54.7,1138.0,22.66,0.025,2,2
402,25.83,58.0,696.0,26.08,0.351,2,2
403,27.15,66.4,460.0,27.86,0.641,2,2
404,24.13,53.2,527.0,24.07,0.013,1,2
405,23.0,36.1,1073.0,22.33,0.084,2,2
406,18.06,42.2,1039.0,17.88,-0.289,2,0
407,20.53,55.3,979.0,21.72,0.006,2,3
408,26.28,30.9,748.0,25.97,0.341,2,0
409,24.39,57.0,507.0,23.0,-0.004,1,3
410,26.84,54.6,819.0,26.66,0.458,2,4
411,21.99,55.7,469.0,22.79,0.123,2,1
412,24.8,59.7,877.0,26.42,0.369,2,0
413,27.79,39.8,1183.0,28.88,0.674,2,3
414,25.06,56.3,1109.0,25.15,0.683,3,1
415,21.08,41.0,1068.0,20.79,-0.258,3,2
416,20.02,68.1,414.0,19.88,-0.213,2,2
417,25.26,69.8,1032.0,26.36,0.378,2,2
418,23.03,68.7,865.0,24.63,0.194,2,1
419,19.67,69.4,720.0,20.91,0.144,2,4
420,22.24,56.5,973.0,20.98,-0.035,4,3
421,20.73,68.1,813.0,20.61,-0.287,2,2
422,19.3,56.6,1119.0,19.41,-0.289,2,2
423,21.28,32.9,761.0,20.93,-0.138,2,2
424,25.36,53.3,1104.0,24.88,0.239,2,2
425,24.94,51.9,1063.0,25.6,0.536,4,0
426,27.15,39.0,645.0,24.77,0.427,1,2
427,23.04,44.6,447.0,23.85,0.219,2,2
428,25.92,65.8,445.0,25.33,0.393,3,2
429,27.42,47.8,593.0,26.94,0.473,2,0
430,19.84,55.8,505.0,20.55,-0.344,2,2
431,26.84,30.0,849.0,27.28,0.514,2,3
432,26.68,56.4,838.0,26.29,0.323,2,2
433,22.66,62.8,1130.0,22.44,0.177,2,2
434,22.95,43.8,417.0,23.22,0.023,1,2
435,23.05,43.4,782.0,23.15,0.211,2,1
436,24.08,36.0,828.0,24.0,0.101,3,1
437,24.16,60.3,1171.0,23.97,0.213,2,2
438,26.52,66.4,711.0,26.26,0.463,2,3
439,26.32,34.0,866.0,25.89,0.629,3,3
440,24.8,33.6,790.0,24.59,0.229,2,3
441,25.9,47.3,735.0,25.69,0.335,3,1
442,21.1,65.1,796.0,20.15,-0.121,0,2
443,19.59,32.1,593.0,19.49,-0.229,2,2
444,22.07,60.6,975.0,21.36,-0.038,4,3
445,21.21,63.7,906.0,20.88,-0.376,2,2
446,27.79,51.6,916.0,27.22,0.497,3,2
447,19.3,51.9,1162.0,19.29,-0.24,2,3
448,24.07,40.3,1085.0,23.9,0.183,2,2
449,24.85,48.7,1172.0,23.82,0.169,1,2
450,24.03,40.2,511.0,24.11,0.026,3,2
451,20.19,31.2,689.0,21.35,-0.124,2,2
452,21.17,45.9,579.0,20.46,-0.239,2,2
453,20.46,56.1,840.0,20.56,-0.137,2,3
454,19.47,47.1,1085.0,20.6,-0.114,2,2
455,19.66,63.8,759.0,20.21,-0.163,2,1
456,23.88,55.7,903.0,22.18,0.182,3,3
457,20.09,65.9,666.0,21.01,0.038,2,3
458,27.06,46.5,517.0,27.75,0.628,3,2
459,26.18,57.8,418.0,25.73,0.409,2,2
460,25.6,62.6,467.0,26.06,0.331,1,3
461,18.12,51.9,943.0,18.61,-0.225,3,2
462,18.24,36.3,1110.0,18.16,-0.438,4,3
463,18.68,59.5,644.0,17.89,-0.344,2,3
464,24.32,58.4,408.0,22.68,0.278,1,2
465,26.23,62.6,936.0,27.67,0.493,2,4
466,19.5,53.3,810.0,19.26,-0.51,3,2
467,20.77,33.6,477.0,20.78,-0.076,3,1
468,27.5,40.3,822.0,26.85,0.606,2,3
469,18.95,35.3,824.0,18.3,-0.315,3,3
470,21.56,41.5,774.0,22.75,-0.008,2,2
471,20.14,52.3,495.0,20.75,-0.177,2,3
472,20.59,42.6,617.0,19.38,-0.236,1,2
473,20.27,63.1,762.0,19.22,-0.36,2,2
474,23.57,56.3,949.0,24.23,0.28,3,2
475,25.0,62.0,616.0,23.85,0.341,2,2
476,21.51,31.7,708.0,21.36,-0.09,3,0
477,20.64,35.6,884.0,21.37,-0.085,4,2
478,27.84,40.7,1170.0,26.86,0.457,2,2
479,26.96,38.8,552.0,26.75,0.577,2,2
480,23.74,34.0,943.0,23.99,0.017,3,4
481,24.36,42.4,609.0,23.6,0.251,2,2
482,22.0,36.3,549.0,21.29,0.115,2,2
483,18.73,40.7,828.0,18.48,-0.466,2,2
484,22.65,55.1,806.0,21.59,-0.038,2,2
485,24.47,32.2,540.0,22.94,-0.062,2,2
486,25.14,57.3,528.0,26.56,0.158,2,2
487,23.74,60.1,946.0,22.5,0.033,3,2
488,25.16,68.8,874.0,26.18,0.412,2,4
489,25.73,59.4,856.0,25.37,0.332,4,4
490,27.42,44.7,1033.0,26.52,0.553,0,2
491,20.39,56.0,1131.0,20.63,-0.25,1,3
492,23.79,48.2,1104.0,23.92,0.316,2,2
493,23.26,62.3,1100.0,21.05,-0.048,1,2
494,18.49,50.2,1165.0,19.09,-0.346,3,4
495,25.27,43.9,1150.0,25.59,0.462,2,4
496,21.07,31.6,456.0,19.81,-0.336,1,2
497,25.19,63.0,484.0,24.64,0.138,2,2
498,20.72,47.8,829.0,23.42,-0.0,2,1
499,22.8,65.7,1047.0,22.43,0.069,0,2
500,20.45,34.2,936.0,21.48,-0.048,2,2
501,26.3,62.4,765.0,26.56,0.485,2,2
502,19.83,39.6,569.0,20.5,-0.154,2,2
503,23.03,57.8,1192.0,24.53,0.205,4,2
504,22.32,30.7,405.0,23.37,0.145,2,2
505,18.51,49.6,738.0,19.29,-0.321,2,2
506,27.65,69.0,769.0,28.05,0.5,1,1
507,27.76,58.5,681.0,27.96,0.464,2,2
508,23.73,68.4,599.0,25.69,0.395,2,0
509,25.37,49.2,508.0,25.39,0.263,3,2
510,21.36,67.8,1185.0,21.26,-0.205,2,2
511,24.93,61.2,1000.0,25.45,0.308,1,2
512,24.89,45.9,693.0,24.85,0.245,3,2
513,25.59,59.8,758.0,25.9,0.496,3,2
514,20.67,44.5,709.0,20.21,-0.445,1,2
515,18.5,62.7,429.0,17.17,-0.599,2,1
516,18.62,57.3,881.0,18.94,-0.281,4,1
517,27.96,35.7,792.0,28.88,0.541,2,3
518,22.26,63.3,1016.0,21.15,-0.184,2,4
