episode,reward,energy_saving_pct
130,-0.3038,17.46
131,-0.3804,16.63
132,-0.3089,16.68
133,-0.3924,17.04
134,-0.3258,15.71
135,-0.366,17.45
136,-0.2956,18.63
137,-0.2567,16.89
138,-0.3405,17.4
139,-0.2543,16.51
140,-0.3555,16.67
141,-0.3365,18.42
142,-0.3503,17.65
143,-0.3937,18.2
144,-0.2689,17.85
145,-0.3329,17.47
146,-0.3603,18.88
147,-0.3737,15.93
148,-0.2419,16.95
149,-0.3424,17.42
150,-0.3415,17.89
151,-0.2812,17.59
152,-0.2538,18.14
153,-0.3556,19.34
154,-0.2974,16.86
155,-0.2962,19.58
156,-0.3348,17.88
157,-0.3439,18.33
158,-0.354,18.2
159,-0.2704,18.49
160,-0.3085,19.46
161,-0.3159,17.15
162,-0.3544,17.62
163,-0.2655,19.0
164,-0.3005,17.61
165,-0.3587,16.58
166,-0.3314,19.13
167,-0.2749,17.75
168,-0.3998,19.44
169,-0.3125,18.15
170,-0.2678,19.78
171,-0.2961,18.93
172,-0.2705,18.01
173,-0.4107,17.52
174,-0.3703,18.55
175,-0.2594,18.87
176,-0.2831,18.21
177,-0.3155,17.59
178,-0.2873,18.69
179,-0.27,20.49
180,-0.3234,19.23
181,-0.3328,18.37
182,-0.3639,19.2
183,-0.2235,19.71
184,-0.2916,18.19
185,-0.2182,18.89
186,-0.3604,19.03
187,-0.286,18.81
188,-0.351,18.01
189,-0.2027,19.94
190,-0.1535,17.2
191,-0.2262,18.68
192,-0.3439,18.64
193,-0.3449,18.84
194,-0.2911,20.89
195,-0.2784,19.15
196,-0.2585,20.55
197,-0.2599,19.65
198,-0.282,19.99
199,-0.2934,19.28
200,-0.3222,20.32
201,-0.2465,19.01
202,-0.3985,19.21
203,-0.2738,19.16
204,-0.2666,18.67
205,-0.2883,19.72
206,-0.2358,20.63
207,-0.2265,19.45
208,-0.2647,19.02
209,-0.1585,21.8
210,-0.3083,19.48
211,-0.2959,20.63
212,-0.2928,19.93
213,-0.2149,21.03
214,-0.2524,19.92
215,-0.366,19.95
216,-0.2857,19.97
217,-0.2985,19.79
218,-0.1832,20.14
219,-0.3076,19.33
220,-0.2673,20.62
221,-0.3445,22.86
222,-0.2573,19.24
223,-0.1704,20.51
224,-0.3055,20.23
225,-0.2166,19.11
226,-0.2729,21.04
227,-0.263,19.84
228,-0.2304,19.62
229,-0.3236,21.7
230,-0.2985,20.01
231,-0.3048,21.54
232,-0.1744,20.94
233,-0.2057,20.51
234,-0.2084,21.08
235,-0.2067,21.25
236,-0.2162,20.31
237,-0.3372,20.13
238,-0.2853,21.38
239,-0.2658,23.32
240,-0.2478,18.94
241,-0.3047,19.47
242,-0.3226,19.64
243,-0.3055,20.3
244,-0.2902,19.67
245,-0.2702,21.28
246,-0.23,19.23
247,-0.2585,20.27
248,-0.1893,20.23
249,-0.2187,21.73
250,-0.2648,20.71
251,-0.2263,19.44
252,-0.2534,21.09
253,-0.2773,19.89
254,-0.2444,19.64
255,-0.2261,21.96
256,-0.1962,20.44
257,-0.1357,21.38
258,-0.1818,20.43
259,-0.2949,21.17
260,-0.3243,22.34
261,-0.1794,21.14
262,-0.2499,20.61
263,-0.2785,19.67
264,-0.1612,21.9
265,-0.2518,21.5
266,-0.2475,21.36
267,-0.2735,20.97
268,-0.3428,22.19
269,-0.2869,20.65
270,-0.2721,21.65
271,-0.3219,22.94
272,-0.2355,21.21
273,-0.2258,20.81
274,-0.1933,20.61
275,-0.2762,20.61
276,-0.3316,21.23
277,-0.254,22.86
278,-0.2998,21.66
279,-0.2382,21.44
280,-0.1931,21.4
281,-0.2626,19.72
282,-0.2394,21.19
283,-0.3379,20.37
284,-0.2545,22.82
285,-0.1545,20.45
286,-0.2065,20.0
287,-0.2731,19.63
288,-0.2898,20.59
289,-0.2346,18.48
290,-0.2076,21.58
291,-0.2711,21.64
292,-0.2421,20.33
293,-0.3286,22.3
294,-0.1911,21.28
295,-0.2742,21.31
296,-0.1994,22.34
297,-0.2134,22.62
298,-0.2074,20.48
299,-0.2431,20.07
300,-0.1476,21.14
301,-0.2621,23.08
302,-0.1463,20.77
303,-0.2163,22.53
304,-0.2225,20.6
305,-0.2399,21.43
306,-0.2225,21.02
307,-0.2274,22.02
308,-0.1404,21.77
309,-0.288,20.73
310,-0.2367,21.16
311,-0.2741,20.59
312,-0.2553,21.89
313,-0.2254,20.66
314,-0.1507,21.78
315,-0.2016,22.09
316,-0.2733,22.37
317,-0.2399,22.39
318,-0.1673,22.06
319,-0.2539,20.66
320,-0.2177,20.88
321,-0.2038,20.89
322,-0.2349,21.7
323,-0.2694,22.87
324,-0.2109,21.09
325,-0.108,21.49
326,-0.2463,23.01
327,-0.2496,20.45
328,-0.1855,23.35
329,-0.1032,22.46
330,-0.2646,21.15
331,-0.281,21.52
332,-0.1819,23.57
333,-0.1805,21.38
334,-0.2701,22.6
335,-0.2359,23.94
336,-0.2788,21.86
337,-0.239,21.91
338,-0.2349,24.13
339,-0.1726,20.84
340,-0.1588,21.92
341,-0.2246,22.38
342,-0.1445,20.42
343,-0.1715,20.81
344,-0.2852,21.4
345,-0.1624,22.39
346,-0.1784,21.51
347,-0.1226,21.91
348,-0.2051,22.79
349,-0.1296,22.62
350,-0.3048,19.98
351,-0.2401,22.22
352,-0.3168,22.59
353,-0.233,21.97
354,-0.2091,22.58
355,-0.2185,22.84
356,-0.1705,22.4
357,-0.093,21.99
358,-0.2347,22.34
359,-0.153,19.77
360,-0.1809,23.51
361,-0.1976,23.43
362,-0.1732,23.37
363,-0.233,22.25
364,-0.1629,22.7
365,-0.2877,22.28
366,-0.2075,22.47
367,-0.2306,23.52
368,-0.0907,20.39
369,-0.2688,22.61
370,-0.1901,21.34
371,-0.1514,21.03
372,-0.2425,22.06
373,-0.2125,20.94
374,-0.2396,20.95
375,-0.2358,20.55
376,-0.1295,21.73
377,-0.3081,22.75
378,-0.1998,23.05
379,-0.3177,24.21
380,-0.1657,21.84
381,-0.2324,23.05
382,-0.2993,22.43
383,-0.2202,22.41
384,-0.2731,22.64
385,-0.1629,23.07
386,-0.1604,22.76
387,-0.2695,21.89
388,-0.1849,22.87
389,-0.2444,21.67
390,-0.2264,22.89
391,-0.1122,22.42
392,-0.2304,20.44
393,-0.1383,22.18
394,-0.123,23.26
395,-0.227,22.2
396,-0.1968,22.57
397,-0.2344,21.86
398,-0.2098,22.07
399,-0.1775,23.3
400,-0.2145,21.93
401,-0.1905,21.21
402,-0.2447,20.19
403,-0.2547,21.61
404,-0.2281,21.28
405,-0.2025,20.9
406,-0.1449,21.32
407,-0.2185,21.4
408,-0.1887,21.34
409,-0.2562,23.79
410,-0.1661,20.76
411,-0.2284,22.99
412,-0.22,22.95
413,-0.2057,23.04
414,-0.2358,22.38
415,-0.2641,23.7
416,-0.1857,22.44
417,-0.163,22.23
418,-0.275,23.61
419,-0.1957,22.28
420,-0.1964,20.87
421,-0.2261,22.96
422,-0.2262,23.55
423,-0.1544,22.76
424,-0.0994,22.11
425,-0.1428,22.74
426,-0.1806,23.17
427,-0.1485,21.45
428,-0.1839,20.45
429,-0.2418,22.36
430,-0.1893,23.54
431,-0.2746,21.37
432,-0.2445,21.23
433,-0.1603,22.71
434,-0.2168,22.28
435,-0.2487,21.83
436,-0.2374,23.69
437,-0.2683,21.86
438,-0.191,22.89
439,-0.2285,23.38
440,-0.2194,22.33
441,-0.1864,23.39
442,-0.1901,23.22
443,-0.2664,22.73
444,-0.2646,22.18
445,-0.2105,23.99
446,-0.1744,23.47
447,-0.2403,23.3
448,-0.2333,22.63
449,-0.1997,22.03
450,-0.2005,20.64
451,-0.2092,23.1
452,-0.1873,22.25
453,-0.2518,22.81
454,-0.1307,25.06
455,-0.2213,23.84
456,-0.1222,23.04
457,-0.315,22.5
458,-0.2909,23.38
459,-0.2102,23.51
460,-0.156,22.22
461,-0.1943,22.35
462,-0.2113,22.85
463,-0.1916,21.86
464,-0.2068,21.94
465,-0.1076,21.5
466,-0.2314,24.37
467,-0.1419,21.28
468,-0.2426,21.32
469,-0.2202,20.36
470,-0.254,23.26
471,-0.1628,21.7
472,-0.1447,23.41
473,-0.214,22.6
474,-0.178,23.93
475,-0.1988,21.81
476,-0.1754,22.72
477,-0.146,23.77
478,-0.2622,23.88
479,-0.2578,23.75
480,-0.2325,23.22
481,-0.2269,22.65
482,-0.1943,23.26
483,-0.2042,21.37
484,-0.2148,22.3
485,-0.2084,24.09
486,-0.1936,23.61
487,-0.2429,21.47
488,-0.3104,23.04
489,-0.2498,21.79
490,-0.149,22.41
491,-0.3339,24.18
492,-0.1477,20.88
493,-0.2327,21.43
494,-0.1617,22.86
495,-0.2553,23.18
496,-0.3296,22.41
497,-0.2471,23.87
498,-0.2107,22.49
499,-0.1847,22.99
500,-0.2747,22.78
