hour,zone,T_outdoor_C,T_zone_C,PMV_NA,PPD_NA_pct,kWh_m2_NA,supply_temp_C,blind_angle
17,8,27.96,21.89,-0.059,6.1,0.00253,19.1,0.52
18,1,27.01,22.02,0.039,5.5,0.00207,23.6,0.7
18,2,27.01,21.97,-0.041,5.5,0.00272,23.2,0.73
18,3,27.01,20.83,-0.119,9.3,0.00233,17.4,0.88
18,4,27.01,23.74,0.212,18.1,0.00251,23.8,0.13
18,5,27.01,21.27,-0.079,6.9,0.00235,19.6,0.09
18,6,27.01,21.65,-0.034,5.4,0.00206,16.5,0.2
18,7,27.01,21.33,-0.091,7.6,0.00131,22.1,0.15
18,8,27.01,21.54,0.006,5.0,0.00225,20.8,0.66
19,1,27.1,22.87,0.071,6.6,0.00134,23.7,0.22
19,2,27.1,21.08,-0.095,7.8,0.0024,20.2,0.83
19,3,27.1,19.56,-0.198,16.6,0.00221,19.8,0.02
19,4,27.1,22.08,0.015,5.1,0.00176,22.0,0.44
19,5,27.1,22.86,0.051,5.8,0.0021,17.7,0.71
19,6,27.1,20.23,-0.198,16.5,0.00192,20.5,0.3
19,7,27.1,22.71,0.111,8.8,0.0017,23.3,0.91
19,8,27.1,21.43,-0.07,6.5,0.0024,23.8,0.78
20,1,27.44,21.78,-0.01,5.0,0.00257,16.1,0.42
20,2,27.44,20.33,-0.187,15.4,0.00128,16.8,0.7
20,3,27.44,20.6,-0.11,8.7,0.00249,19.1,0.7
20,4,27.44,22.05,0.034,5.4,0.00216,22.8,0.29
20,5,27.44,22.68,0.06,6.1,0.00204,20.1,0.28
20,6,27.44,20.86,-0.134,10.4,0.00129,19.2,0.09
20,7,27.44,21.18,-0.107,8.5,0.00176,21.3,0.7
20,8,27.44,22.71,0.04,5.5,0.00148,17.7,0.1
21,1,26.42,22.09,0.041,5.5,0.00196,19.8,0.68
21,2,26.42,19.73,-0.213,18.3,0.00229,18.0,0.09
21,3,26.42,21.04,-0.112,8.8,0.0023,17.2,0.93
21,4,26.42,20.39,-0.209,17.8,0.00175,23.1,0.99
21,5,26.42,20.77,-0.102,8.2,0.0022,18.5,0.8
21,6,26.42,19.75,-0.2,16.7,0.0013,23.3,0.31
21,7,26.42,22.66,0.007,5.0,0.00158,21.1,0.1
21,8,26.42,20.02,-0.203,17.1,0.00242,20.1,0.55
22,1,29.13,23.39,0.112,8.9,0.00196,17.0,0.88
22,2,29.13,20.4,-0.201,16.9,0.00256,21.6,0.09
22,3,29.13,21.51,0.004,5.0,0.00272,21.4,0.98
22,4,29.13,20.49,-0.099,8.0,0.00149,17.3,0.94
22,5,29.13,21.05,-0.094,7.7,0.00147,20.1,0.93
22,6,29.13,22.47,0.018,5.1,0.00128,22.2,0.19
22,7,29.13,21.2,-0.083,7.1,0.00186,17.4,0.97
22,8,29.13,21.09,-0.09,7.5,0.00178,19.5,0.44
23,1,28.23,22.66,-0.001,5.0,0.00159,17.6,0.37
23,2,28.23,18.18,-0.362,38.3,0.00191,20.5,0.88
23,3,28.23,22.47,0.05,5.8,0.00244,17.7,0.98
23,4,28.23,21.76,-0.06,6.1,0.00207,23.8,0.65
23,5,28.23,21.46,-0.068,6.4,0.00219,20.1,0.1
23,6,28.23,20.51,-0.097,7.9,0.00141,19.9,0.48
23,7,28.23,20.8,-0.151,11.9,0.00263,23.0,0.47
23,8,28.23,21.96,0.022,5.2,0.00238,16.1,0.14
24,1,29.12,23.93,0.216,18.6,0.00167,19.4,0.77
24,2,29.12,22.37,0.03,5.3,0.00129,16.3,0.33
24,3,29.12,23.09,0.1,8.1,0.00226,23.4,0.93
24,4,29.12,21.77,-0.041,5.5,0.00155,16.9,0.39
24,5,29.12,21.59,-0.047,5.7,0.00161,16.1,0.78
24,6,29.12,19.36,-0.254,23.3,0.00213,22.1,0.44
24,7,29.12,20.98,-0.12,9.4,0.00154,19.4,0.78
24,8,29.12,20.61,-0.161,12.8,0.00132,21.2,0.23
25,1,30.74,23.44,0.131,10.3,0.00191,21.4,0.99
25,2,30.74,21.82,0.044,5.6,0.0019,24.0,0.02
25,3,30.74,22.93,0.125,9.8,0.00219,16.2,0.53
25,4,30.74,21.16,-0.055,5.9,0.00169,17.4,0.52
25,5,30.74,23.26,0.133,10.4,0.00268,16.9,0.46
25,6,30.74,20.05,-0.217,18.6,0.00219,20.0,0.46
25,7,30.74,21.64,-0.038,5.5,0.00261,19.2,0.43
25,8,30.74,21.4,-0.062,6.2,0.00208,18.0,0.21
26,1,29.69,23.31,0.07,6.5,0.00256,16.9,0.26
26,2,29.69,22.41,0.043,5.6,0.00249,16.8,0.29
26,3,29.69,21.36,-0.069,6.5,0.00166,18.9,0.01
26,4,29.69,22.58,0.089,7.4,0.00243,19.1,0.59
26,5,29.69,20.35,-0.187,15.4,0.00225,19.9,0.95
26,6,29.69,21.82,-0.023,5.2,0.00154,16.7,0.31
26,7,29.69,20.83,-0.107,8.5,0.00247,16.2,0.97
26,8,29.69,20.97,-0.141,11.0,0.00155,18.9,0.05
27,1,31.76,20.62,-0.122,9.6,0.0025,17.2,0.41
27,2,31.76,20.27,-0.249,22.6,0.00253,20.5,0.68
27,3,31.76,20.74,-0.164,13.1,0.00207,22.6,0.15
27,4,31.76,19.34,-0.285,27.3,0.00231,20.9,0.37
27,5,31.76,21.35,-0.094,7.7,0.00234,18.4,0.43
27,6,31.76,21.47,-0.027,5.2,0.00157,18.0,0.58
27,7,31.76,21.26,-0.085,7.2,0.00245,22.7,0.64
27,8,31.76,22.69,0.103,8.3,0.00185,16.9,0.1
28,1,30.85,22.1,0.023,5.2,0.0026,18.6,0.34
28,2,30.85,24.16,0.205,17.3,0.00147,23.4,0.94
28,3,30.85,18.81,-0.292,28.4,0.00243,17.9,0.33
28,4,30.85,21.7,-0.054,5.9,0.00236,17.7,0.7
28,5,30.85,21.48,-0.049,5.8,0.00146,16.1,0.24
28,6,30.85,21.89,0.025,5.2,0.00207,22.6,0.07
28,7,30.85,23.17,0.126,9.8,0.00143,19.8,0.95
28,8,30.85,21.71,-0.039,5.5,0.00192,23.9,0.29
29,1,30.27,22.02,0.041,5.5,0.00224,21.7,0.84
29,2,30.27,20.24,-0.202,16.9,0.00235,17.2,0.47
29,3,30.27,21.95,0.003,5.0,0.00245,21.2,0.69
29,4,30.27,21.11,-0.109,8.7,0.00216,20.8,0.46
29,5,30.27,23.86,0.187,15.4,0.00197,17.6,0.57
29,6,30.27,21.88,-0.04,5.5,0.0019,21.2,0.32
29,7,30.27,21.92,0.013,5.1,0.00161,19.4,0.59
29,8,30.27,21.7,0.01,5.0,0.00216,22.5,0.03
30,1,30.42,19.76,-0.257,23.6,0.00139,20.0,0.2
30,2,30.42,23.47,0.177,14.3,0.00186,18.5,0.38
30,3,30.42,20.64,-0.162,12.9,0.0019,23.6,0.45
30,4,30.42,21.02,-0.12,9.4,0.00239,22.4,0.91
30,5,30.42,21.46,-0.046,5.7,0.00196,23.8,0.04
30,6,30.42,22.13,0.018,5.1,0.00137,17.4,0.99
30,7,30.42,20.12,-0.175,14.1,0.00244,20.0,0.43
30,8,30.42,21.11,-0.083,7.1,0.00148,18.6,0.75
31,1,31.18,21.58,0.016,5.1,0.00206,20.8,0.1
31,2,31.18,21.77,-0.004,5.0,0.00239,21.8,0.66
31,3,31.18,19.43,-0.251,22.9,0.00193,21.3,0.37
31,4,31.18,21.49,-0.027,5.2,0.00188,20.4,0.87
31,5,31.18,21.42,-0.081,7.0,0.00129,20.2,0.52
31,6,31.18,22.81,0.097,7.9,0.00191,23.8,0.95
31,7,31.18,21.79,-0.049,5.8,0.0027,19.2,0.27
31,8,31.18,22.41,0.067,6.4,0.00224,19.5,0.55
32,1,30.42,20.32,-0.148,11.7,0.00203,16.9,0.28
32,2,30.42,21.46,-0.105,8.4,0.00192,20.1,0.23
32,3,30.42,20.65,-0.154,12.1,0.00216,18.7,0.19
32,4,30.42,21.03,-0.108,8.6,0.00209,20.9,0.53
32,5,30.42,21.23,-0.076,6.8,0.00259,18.6,0.04
32,6,30.42,22.8,0.111,8.8,0.0024,17.0,0.4
32,7,30.42,20.99,-0.122,9.6,0.00206,18.7,0.67
32,8,30.42,22.33,0.041,5.5,0.00222,23.4,0.79
33,1,31.19,22.9,0.082,7.1,0.0014,17.9,0.96
33,2,31.19,20.52,-0.14,10.9,0.00224,17.9,0.79
33,3,31.19,21.62,-0.069,6.5,0.00273,16.3,0.49
33,4,31.19,20.11,-0.168,13.4,0.00173,22.1,0.86
33,5,31.19,23.13,0.149,11.7,0.00201,18.1,0.71
33,6,31.19,21.71,-0.04,5.5,0.00133,23.0,0.58
33,7,31.19,22.0,0.051,5.8,0.0025,17.4,0.46
33,8,31.19,22.01,-0.011,5.0,0.00144,22.0,0.73
34,1,29.5,21.91,0.046,5.7,0.00248,21.0,0.38
34,2,29.5,21.58,-0.074,6.7,0.00134,17.6,0.39
34,3,29.5,18.87,-0.299,29.3,0.00166,19.6,0.34
34,4,29.5,23.64,0.213,18.2,0.00165,23.1,0.02
34,5,29.5,21.22,-0.086,7.3,0.00184,18.7,0.58
34,6,29.5,21.71,-0.029,5.3,0.00149,22.2,0.36
34,7,29.5,20.76,-0.104,8.4,0.00133,23.9,0.7
34,8,29.5,18.74,-0.336,34.6,0.00269,16.6,0.18
35,1,28.11,22.29,0.029,5.3,0.00227,21.5,0.64
35,2,28.11,20.78,-0.101,8.1,0.00174,23.9,0.92
35,3,28.11,21.51,-0.063,6.3,0.00221,21.6,0.8
35,4,28.11,22.31,-0.008,5.0,0.00134,17.5,0.85
35,5,28.11,22.01,-0.024,5.2,0.00149,18.7,0.02
35,6,28.11,22.52,0.045,5.6,0.00196,21.2,0.17
35,7,28.11,18.5,-0.328,33.3,0.00174,16.6,0.09
35,8,28.11,21.94,-0.062,6.2,0.00231,16.9,0.52
36,1,28.25,21.16,-0.129,10.0,0.00131,18.6,0.77
36,2,28.25,20.46,-0.155,12.3,0.00185,19.5,0.34
36,3,28.25,21.69,-0.021,5.1,0.00161,21.8,0.08
36,4,28.25,22.78,0.074,6.7,0.00265,20.4,0.2
36,5,28.25,20.58,-0.168,13.4,0.00132,17.7,0.38
36,6,28.25,21.36,-0.079,7.0,0.00205,16.5,0.71
36,7,28.25,20.12,-0.2,16.7,0.00258,23.9,0.11
36,8,28.25,19.79,-0.229,20.1,0.00142,21.5,0.32
37,1,28.83,22.83,0.111,8.8,0.00198,22.9,0.15
37,2,28.83,22.32,0.048,5.7,0.00141,19.9,0.28
37,3,28.83,22.8,0.099,8.0,0.00236,19.6,0.97
37,4,28.83,21.73,-0.022,5.2,0.00219,22.8,0.57
37,5,28.83,23.21,0.159,12.6,0.00181,23.1,0.97
37,6,28.83,21.62,-0.028,5.2,0.00139,21.6,0.15
37,7,28.83,22.46,0.023,5.2,0.0014,18.5,0.14
37,8,28.83,22.62,0.07,6.5,0.00226,23.4,0.44
38,1,27.3,20.34,-0.173,13.9,0.00256,20.7,0.18
38,2,27.3,22.4,0.008,5.0,0.00189,16.1,0.77
38,3,27.3,20.8,-0.111,8.8,0.00168,22.5,0.6
38,4,27.3,20.01,-0.139,10.8,0.00245,22.3,0.53
38,5,27.3,22.09,-0.005,5.0,0.00246,21.8,0.14
38,6,27.3,22.75,0.05,5.8,0.00246,16.0,0.13
38,7,27.3,21.92,0.045,5.6,0.00167,18.3,0.3
38,8,27.3,20.48,-0.187,15.3,0.00273,18.8,0.97
39,1,26.48,20.93,-0.094,7.7,0.002,18.5,0.04
39,2,26.48,20.31,-0.115,9.1,0.00202,20.2,0.66
39,3,26.48,22.05,0.007,5.0,0.00173,23.5,0.71
39,4,26.48,23.15,0.11,8.7,0.00252,16.8,0.56
39,5,26.48,20.91,-0.117,9.2,0.00135,16.7,0.39
39,6,26.48,20.33,-0.179,14.5,0.00177,22.7,0.14
39,7,26.48,21.15,-0.111,8.8,0.00266,22.9,0.28
39,8,26.48,20.56,-0.167,13.4,0.00159,21.7,0.7
40,1,27.59,24.02,0.158,12.5,0.00177,21.8,0.58
40,2,27.59,21.5,-0.005,5.0,0.00199,18.7,0.97
40,3,27.59,20.14,-0.208,17.6,0.00129,18.2,0.96
40,4,27.59,21.47,-0.052,5.8,0.00257,20.8,0.36
40,5,27.59,21.09,-0.08,7.0,0.00205,17.2,0.17
40,6,27.59,20.78,-0.103,8.3,0.00223,22.4,0.72
40,7,27.59,21.64,-0.05,5.8,0.00266,23.8,0.93
40,8,27.59,21.07,-0.054,5.9,0.00182,20.8,0.46
41,1,24.08,19.9,-0.234,20.7,0.00277,22.3,0.83
41,2,24.08,21.8,-0.05,5.8,0.0015,23.5,0.55
41,3,24.08,19.45,-0.226,19.8,0.00218,20.2,0.91
41,4,24.08,22.35,0.054,5.9,0.00174,19.3,0.82
41,5,24.08,22.43,0.033,5.3,0.00158,16.7,0.04
41,6,24.08,23.16,0.067,6.4,0.00157,19.1,0.88
41,7,24.08,21.64,-0.019,5.1,0.00173,17.3,0.01
41,8,24.08,21.33,-0.084,7.2,0.00257,20.1,0.29
42,1,27.85,22.68,0.07,6.5,0.00184,19.4,0.46
42,2,27.85,21.25,-0.077,6.8,0.00196,20.7,0.11
42,3,27.85,23.33,0.087,7.3,0.00211,16.2,0.74
42,4,27.85,23.06,0.096,7.9,0.00161,23.9,0.95
42,5,27.85,21.0,-0.047,5.7,0.00174,16.8,0.65
42,6,27.85,22.26,0.037,5.4,0.00137,23.8,0.96
42,7,27.85,21.48,-0.068,6.4,0.00162,20.9,0.16
42,8,27.85,21.98,-0.005,5.0,0.00256,22.9,0.75
43,1,27.65,21.27,-0.1,8.1,0.00251,19.3,0.43
43,2,27.65,21.95,-0.021,5.1,0.00128,19.6,0.34
43,3,27.65,21.87,-0.022,5.2,0.00194,19.0,0.27
43,4,27.65,21.79,0.023,5.2,0.00247,22.8,0.21
43,5,27.65,21.4,-0.034,5.4,0.00177,20.0,0.98
43,6,27.65,22.4,0.045,5.6,0.00149,16.4,0.99
43,7,27.65,19.85,-0.177,14.3,0.00129,19.1,0.42
43,8,27.65,21.45,0.004,5.0,0.00196,19.7,0.26
44,1,26.41,20.75,-0.209,17.7,0.0022,20.2,0.29
44,2,26.41,21.71,-0.083,7.1,0.00263,16.5,0.56
44,3,26.41,19.55,-0.211,18.0,0.00133,23.7,0.27
44,4,26.41,21.4,-0.072,6.6,0.00152,19.7,0.36
44,5,26.41,22.54,0.018,5.1,0.00233,18.5,0.31
44,6,26.41,21.99,0.016,5.1,0.00153,16.8,0.64
44,7,26.41,21.27,-0.054,5.9,0.00137,23.9,0.56
44,8,26.41,21.46,-0.068,6.4,0.00207,21.2,0.56
45,1,28.32,20.4,-0.155,12.3,0.0024,18.7,0.39
45,2,28.32,20.87,-0.086,7.3,0.00179,16.2,0.87
45,3,28.32,21.38,0.002,5.0,0.00273,19.8,0.71
45,4,28.32,21.41,-0.045,5.6,0.00141,20.2,0.03
45,5,28.32,21.39,-0.059,6.1,0.00249,23.9,0.32
45,6,28.32,18.61,-0.314,31.3,0.00242,17.6,0.57
45,7,28.32,22.22,0.024,5.2,0.00206,19.9,0.92
45,8,28.32,19.68,-0.256,23.5,0.0026,22.3,0.94
46,1,26.71,21.59,-0.083,7.1,0.00256,19.8,0.85
46,2,26.71,20.4,-0.185,15.2,0.00274,16.8,0.59
46,3,26.71,22.5,0.061,6.2,0.00215,20.6,0.96
46,4,26.71,19.71,-0.221,19.2,0.00245,20.6,0.19
46,5,26.71,21.02,-0.07,6.5,0.00219,21.4,0.76
46,6,26.71,20.72,-0.095,7.8,0.00149,17.1,0.08
46,7,26.71,20.68,-0.126,9.8,0.00205,22.4,0.45
46,8,26.71,20.72,-0.1,8.1,0.00196,19.8,0.92
47,1,29.31,20.87,-0.169,13.6,0.00191,17.5,0.7
47,2,29.31,21.7,-0.042,5.6,0.00261,18.7,0.39
47,3,29.31,21.0,-0.084,7.2,0.00231,18.3,0.02
47,4,29.31,23.31,0.124,9.7,0.00219,22.1,0.72
47,5,29.31,22.87,0.088,7.4,0.0026,23.3,0.51
47,6,29.31,21.5,-0.107,8.5,0.00216,16.3,0.87
47,7,29.31,20.0,-0.219,18.9,0.00264,20.3,0.91
47,8,29.31,20.19,-0.177,14.3,0.00245,16.4,0.79
48,1,27.83,21.6,0.019,5.1,0.00229,22.1,0.13
48,2,27.83,20.93,-0.089,7.4,0.00204,21.8,0.74
48,3,27.83,21.88,0.031,5.3,0.00194,20.4,0.22
48,4,27.83,21.49,0.036,5.4,0.00135,17.5,0.91
48,5,27.83,22.87,0.119,9.3,0.00131,22.8,0.33
48,6,27.83,21.85,-0.031,5.3,0.00138,17.2,0.81
48,7,27.83,21.77,0.009,5.0,0.00179,17.4,0.17
48,8,27.83,22.07,0.069,6.5,0.00248,20.1,0.17
49,1,28.78,19.31,-0.3,29.5,0.00235,21.0,0.76
49,2,28.78,24.03,0.224,19.5,0.00218,19.4,0.08
49,3,28.78,21.65,-0.049,5.7,0.00266,21.8,0.03
49,4,28.78,23.48,0.108,8.6,0.00219,17.5,0.89
49,5,28.78,22.08,-0.025,5.2,0.00243,18.7,0.92
49,6,28.78,22.15,0.014,5.1,0.00134,22.9,0.13
49,7,28.78,22.33,0.021,5.1,0.00132,18.4,0.69
49,8,28.78,21.13,-0.057,6.0,0.00192,16.7,0.63
50,1,29.39,19.31,-0.256,23.5,0.00216,16.8,0.31
50,2,29.39,22.74,0.036,5.4,0.00174,18.1,0.91
50,3,29.39,21.12,-0.094,7.8,0.0025,20.4,0.08
50,4,29.39,20.82,-0.157,12.4,0.0023,21.0,0.19
50,5,29.39,21.4,-0.061,6.2,0.00166,19.3,0.67
50,6,29.39,20.07,-0.228,20.0,0.00176,17.5,0.21
50,7,29.39,22.85,0.021,5.1,0.00209,21.0,0.97
50,8,29.39,20.95,-0.105,8.4,0.00267,22.3,0.21
51,1,30.14,21.16,-0.104,8.3,0.00185,23.2,0.37
51,2,30.14,21.52,-0.043,5.6,0.00259,20.4,0.14
51,3,30.14,21.92,-0.012,5.0,0.00205,19.8,0.31
51,4,30.14,22.51,0.086,7.3,0.00179,22.3,0.54
