hour,dry_bulb_C,rh_pct,solar_rad_Wm2
201,0.7,53.0,400.0
202,2.4,60.0,200.0
203,-1.8,59.0,54.0
204,-4.1,62.0,0.0
205,-5.2,74.0,54.0
206,-8.1,57.0,200.0
207,-7.2,64.0,400.0
208,-7.9,63.0,600.0
209,-6.6,65.0,746.0
210,-6.0,61.0,800.0
211,-4.7,69.0,746.0
212,-3.9,66.0,600.0
213,-0.5,66.0,400.0
214,0.5,55.0,200.0
215,1.4,63.0,54.0
216,3.1,60.0,0.0
217,4.9,58.0,54.0
218,7.5,59.0,200.0
219,6.4,62.0,400.0
220,8.2,65.0,600.0
221,7.0,67.0,746.0
222,5.8,67.0,800.0
223,4.7,64.0,746.0
224,4.2,63.0,600.0
225,3.0,61.0,400.0
226,-0.5,61.0,200.0
227,-3.9,59.0,54.0
228,-0.7,60.0,0.0
229,-4.4,64.0,54.0
230,-5.9,70.0,200.0
231,-6.1,62.0,400.0
232,-7.9,58.0,600.0
233,-7.9,67.0,746.0
234,-5.7,52.0,800.0
235,-4.5,68.0,746.0
236,-3.6,55.0,600.0
237,-1.4,66.0,400.0
238,-1.5,60.0,200.0
239,1.6,64.0,54.0
240,5.5,73.0,0.0
241,6.3,58.0,54.0
242,5.3,58.0,200.0
243,7.1,63.0,400.0
244,9.5,70.0,600.0
245,8.1,64.0,746.0
246,7.1,63.0,800.0
247,5.9,63.0,746.0
248,4.0,58.0,600.0
249,1.6,64.0,400.0
250,-0.8,61.0,200.0
251,-1.0,69.0,54.0
252,-3.7,67.0,0.0
253,-5.0,56.0,54.0
254,-6.4,61.0,200.0
255,-6.4,65.0,400.0
256,-7.7,58.0,600.0
257,-7.1,57.0,746.0
258,-7.0,60.0,800.0
259,-6.9,64.0,746.0
260,-4.6,68.0,600.0
261,-1.9,64.0,400.0
262,0.3,75.0,200.0
263,3.1,59.0,54.0
264,3.2,67.0,0.0
265,5.5,57.0,54.0
266,6.5,71.0,200.0
267,9.1,70.0,400.0
268,8.1,66.0,600.0
269,7.9,54.0,746.0
270,6.7,66.0,800.0
271,5.3,59.0,746.0
272,2.5,65.0,600.0
273,0.7,56.0,400.0
274,0.1,64.0,200.0
275,-2.1,61.0,54.0
276,-3.9,59.0,0.0
277,-4.9,66.0,54.0
278,-7.0,63.0,200.0
279,-8.3,62.0,400.0
280,-8.5,67.0,600.0
281,-7.8,73.0,746.0
282,-7.7,64.0,800.0
283,-5.0,54.0,746.0
284,-4.5,55.0,600.0
285,-2.3,63.0,400.0
286,-1.3,68.0,200.0
287,2.6,64.0,54.0
288,4.9,66.0,0.0
289,3.8,63.0,54.0
290,6.9,68.0,200.0
291,7.2,66.0,400.0
292,7.9,58.0,600.0
293,7.8,65.0,746.0
294,4.4,55.0,800.0
295,6.2,65.0,746.0
296,4.9,62.0,600.0
297,3.1,64.0,400.0
298,-1.2,65.0,200.0
299,-2.3,65.0,54.0
300,-4.8,70.0,0.0
301,-7.9,63.0,54.0
302,-7.9,64.0,200.0
303,-9.2,70.0,400.0
304,-8.1,73.0,600.0
305,-9.9,63.0,746.0
306,-8.5,61.0,800.0
307,-6.8,61.0,746.0
308,-3.9,66.0,600.0
309,0.0,62.0,400.0
310,-0.4,55.0,200.0
311,0.4,69.0,54.0
312,2.7,67.0,0.0
313,5.7,69.0,54.0
314,5.0,70.0,200.0
315,8.3,64.0,400.0
316,7.7,65.0,600.0
317,7.1,68.0,746.0
318,4.8,57.0,800.0
319,6.2,62.0,746.0
320,2.9,63.0,600.0
321,1.9,68.0,400.0
322,-0.5,61.0,200.0
323,-4.0,60.0,54.0
324,-4.6,61.0,0.0
325,-7.3,66.0,54.0
326,-8.1,63.0,200.0
327,-7.8,56.0,400.0
328,-7.9,57.0,600.0
329,-8.4,64.0,746.0
330,-8.5,64.0,800.0
331,-7.0,64.0,746.0
332,-5.4,61.0,600.0
333,-5.0,67.0,400.0
334,-0.7,65.0,200.0
335,-0.4,65.0,54.0
336,3.3,65.0,0.0
337,3.4,72.0,54.0
338,5.0,58.0,200.0
339,7.7,62.0,400.0
340,7.4,62.0,600.0
341,5.2,70.0,746.0
342,5.8,62.0,800.0
343,5.4,60.0,746.0
344,2.9,63.0,600.0
345,1.2,64.0,400.0
346,-0.3,70.0,200.0
347,-2.5,62.0,54.0
348,-5.5,60.0,0.0
349,-6.2,59.0,54.0
350,-7.8,62.0,200.0
351,-6.7,77.0,400.0
352,-8.8,66.0,600.0
353,-8.4,67.0,746.0
354,-7.5,64.0,800.0
355,-6.9,64.0,746.0
356,-5.6,68.0,600.0
357,-2.6,67.0,400.0
358,-0.5,66.0,200.0
359,3.2,64.0,54.0
360,3.8,62.0,0.0
361,5.5,66.0,54.0
362,6.8,64.0,200.0
363,6.2,75.0,400.0
364,5.9,69.0,600.0
365,6.0,61.0,746.0
366,6.9,58.0,800.0
367,6.4,62.0,746.0
368,4.1,58.0,600.0
369,1.3,62.0,400.0
370,1.0,59.0,200.0
371,-3.2,62.0,54.0
372,-5.8,62.0,0.0
373,-6.1,65.0,54.0
374,-6.4,63.0,200.0
375,-9.4,59.0,400.0
376,-10.6,70.0,600.0
377,-8.6,66.0,746.0
378,-7.1,61.0,800.0
379,-9.6,60.0,746.0
380,-4.1,57.0,600.0
381,-4.5,56.0,400.0
382,-0.4,69.0,200.0
383,-1.0,69.0,54.0
384,1.4,61.0,0.0
385,5.2,71.0,54.0
386,7.1,67.0,200.0
387,6.7,65.0,400.0
388,9.4,68.0,600.0
389,5.8,67.0,746.0
390,5.0,65.0,800.0
391,4.5,63.0,746.0
392,2.8,64.0,600.0
393,1.6,56.0,400.0
394,-1.5,60.0,200.0
395,-2.3,73.0,54.0
396,-4.3,60.0,0.0
397,-4.9,55.0,54.0
398,-8.3,69.0,200.0
399,-8.3,65.0,400.0
400,-8.4,66.0,600.0
401,-8.8,63.0,746.0
402,-8.3,69.0,800.0
403,-8.9,72.0,746.0
404,-5.1,62.0,600.0
405,-2.7,67.0,400.0
406,-1.3,70.0,200.0
407,0.1,61.0,54.0
408,1.1,72.0,0.0
409,4.9,70.0,54.0
410,5.8,58.0,200.0
411,8.0,72.0,400.0
412,5.5,58.0,600.0
413,6.2,61.0,746.0
414,4.6,68.0,800.0
415,5.7,70.0,746.0
416,4.3,65.0,600.0
417,3.1,61.0,400.0
418,-0.4,63.0,200.0
419,-2.2,63.0,54.0
420,-4.5,69.0,0.0
421,-6.1,62.0,54.0
422,-7.9,61.0,200.0
423,-8.2,57.0,400.0
424,-7.0,62.0,600.0
425,-8.7,64.0,746.0
426,-8.2,59.0,800.0
427,-6.8,56.0,746.0
428,-5.5,69.0,600.0
429,-3.2,60.0,400.0
430,-1.6,58.0,200.0
431,1.8,72.0,54.0
432,3.7,69.0,0.0
433,6.5,70.0,54.0
434,5.6,67.0,200.0
435,6.8,71.0,400.0
436,7.0,69.0,600.0
437,6.7,63.0,746.0
438,6.9,59.0,800.0
439,2.9,58.0,746.0
440,3.4,64.0,600.0
441,3.0,59.0,400.0
442,0.3,61.0,200.0
443,-1.9,64.0,54.0
444,-4.3,72.0,0.0
445,-7.4,57.0,54.0
446,-8.9,65.0,200.0
447,-9.7,58.0,400.0
448,-10.4,62.0,600.0
449,-8.1,69.0,746.0
450,-6.8,61.0,800.0
451,-6.7,63.0,746.0
452,-4.7,65.0,600.0
453,-3.3,68.0,400.0
454,-0.9,62.0,200.0
455,-1.6,71.0,54.0
456,2.8,63.0,0.0
457,3.8,67.0,54.0
458,5.5,64.0,200.0
459,6.6,69.0,400.0
460,5.9,75.0,600.0
461,5.3,63.0,746.0
462,4.9,65.0,800.0
463,3.0,63.0,746.0
464,1.6,62.0,600.0
465,-0.1,61.0,400.0
466,-2.6,65.0,200.0
467,-2.8,61.0,54.0
468,-6.1,61.0,0.0
469,-8.8,49.0,54.0
470,-8.6,72.0,200.0
471,-10.2,73.0,400.0
472,-8.0,68.0,600.0
473,-9.1,61.0,746.0
474,-9.9,59.0,800.0
475,-6.7,57.0,746.0
476,-5.5,68.0,600.0
477,-3.9,71.0,400.0
478,-0.1,66.0,200.0
479,-0.5,69.0,54.0
480,3.4,67.0,0.0
481,3.6,61.0,54.0
482,5.3,70.0,200.0
483,5.4,70.0,400.0
484,5.8,60.0,600.0
485,5.8,69.0,746.0
486,3.6,64.0,800.0
487,4.6,64.0,746.0
488,2.8,67.0,600.0
489,-0.8,67.0,400.0
490,-0.7,70.0,200.0
491,-2.0,61.0,54.0
492,-6.0,68.0,0.0
493,-7.8,59.0,54.0
494,-7.3,64.0,200.0
495,-8.8,65.0,400.0
496,-9.7,70.0,600.0
497,-8.5,65.0,746.0
498,-8.3,64.0,800.0
499,-5.9,72.0,746.0
500,-5.8,63.0,600.0
501,-3.4,63.0,400.0
502,-0.7,56.0,200.0
503,-2.1,64.0,54.0
504,3.4,61.0,0.0
505,3.4,64.0,54.0
506,5.7,67.0,200.0
507,7.7,60.0,400.0
508,6.1,61.0,600.0
509,5.7,57.0,746.0
510,5.3,63.0,800.0
511,2.7,61.0,746.0
512,4.7,76.0,600.0
513,0.6,73.0,400.0
514,0.2,72.0,200.0
515,-3.9,59.0,54.0
516,-5.5,65.0,0.0
517,-6.2,59.0,54.0
518,-9.6,75.0,200.0
519,-9.5,70.0,400.0
520,-8.8,60.0,600.0
521,-9.7,67.0,746.0
522,-9.2,58.0,800.0
523,-6.4,65.0,746.0
524,-4.5,65.0,600.0
525,-2.4,69.0,400.0
526,-2.6,70.0,200.0
527,-0.4,66.0,54.0
528,1.6,64.0,0.0
529,4.5,49.0,54.0
530,3.9,73.0,200.0
531,4.8,62.0,400.0
532,5.5,66.0,600.0
533,5.1,77.0,746.0
534,6.2,60.0,800.0
535,4.8,66.0,746.0
536,1.9,68.0,600.0
537,0.3,71.0,400.0
538,-4.1,66.0,200.0
539,-4.1,72.0,54.0
540,-4.4,64.0,0.0
541,-7.8,68.0,54.0
542,-9.7,68.0,200.0
543,-8.1,65.0,400.0
544,-10.9,67.0,600.0
545,-8.0,61.0,746.0
546,-5.9,64.0,800.0
547,-7.7,59.0,746.0
548,-4.7,64.0,600.0
549,-5.8,71.0,400.0
550,-3.7,68.0,200.0
551,-0.8,67.0,54.0
552,2.8,58.0,0.0
553,3.7,67.0,54.0
554,4.8,65.0,200.0
555,4.5,69.0,400.0
556,6.0,73.0,600.0
557,5.3,64.0,746.0
558,4.2,64.0,800.0
559,2.9,70.0,746.0
560,2.5,63.0,600.0
561,-0.4,66.0,400.0
562,-1.7,56.0,200.0
563,-5.6,64.0,54.0
564,-5.2,72.0,0.0
565,-7.2,68.0,54.0
566,-9.0,70.0,200.0
567,-9.4,71.0,400.0
568,-9.0,73.0,600.0
569,-11.2,64.0,746.0
570,-8.9,71.0,800.0
571,-9.0,77.0,746.0
572,-6.0,66.0,600.0
573,-4.5,59.0,400.0
574,-2.2,63.0,200.0
575,0.8,68.0,54.0
576,2.7,58.0,0.0
577,4.6,62.0,54.0
578,4.5,64.0,200.0
579,6.4,67.0,400.0
580,6.5,75.0,600.0
581,5.4,70.0,746.0
582,5.1,61.0,800.0
583,3.6,85.0,746.0
584,3.5,66.0,600.0
585,1.0,58.0,400.0
586,-2.2,61.0,200.0
587,-4.3,61.0,54.0
588,-4.9,59.0,0.0
589,-6.2,69.0,54.0
590,-8.6,53.0,200.0
591,-9.1,71.0,400.0
592,-8.7,70.0,600.0
593,-10.0,64.0,746.0
594,-9.0,71.0,800.0
595,-7.4,61.0,746.0
596,-6.7,62.0,600.0
597,-2.6,69.0,400.0
598,-2.7,65.0,200.0
599,-0.1,63.0,54.0
600,3.7,66.0,0.0
601,1.6,73.0,54.0
602,4.9,73.0,200.0
603,4.9,68.0,400.0
604,5.9,65.0,600.0
605,4.4,69.0,746.0
606,4.5,62.0,800.0
607,3.7,72.0,746.0
608,2.3,71.0,600.0
609,1.0,76.0,400.0
610,-4.3,62.0,200.0
611,-4.2,62.0,54.0
612,-6.2,69.0,0.0
613,-7.7,65.0,54.0
614,-9.0,71.0,200.0
615,-10.7,73.0,400.0
616,-11.7,75.0,600.0
617,-9.7,67.0,746.0
618,-10.2,71.0,800.0
619,-7.6,64.0,746.0
620,-7.3,68.0,600.0
621,-3.8,66.0,400.0
622,-2.4,66.0,200.0
623,-0.3,76.0,54.0
624,1.4,60.0,0.0
625,2.9,66.0,54.0
626,4.4,67.0,200.0
627,6.6,70.0,400.0
628,4.2,61.0,600.0
629,4.9,65.0,746.0
630,5.8,64.0,800.0
631,4.4,55.0,746.0
632,3.3,72.0,600.0
633,-0.1,59.0,400.0
634,-3.4,59.0,200.0
635,-5.3,71.0,54.0
636,-6.4,65.0,0.0
637,-7.0,65.0,54.0
638,-9.4,65.0,200.0
639,-10.3,72.0,400.0
640,-9.9,64.0,600.0
641,-10.0,70.0,746.0
642,-9.8,61.0,800.0
643,-9.1,68.0,746.0
644,-5.5,71.0,600.0
645,-3.5,74.0,400.0
646,-3.6,59.0,200.0
647,-0.8,65.0,54.0
648,2.2,75.0,0.0
649,2.0,71.0,54.0
650,4.9,66.0,200.0
651,5.0,67.0,400.0
652,4.4,68.0,600.0
653,7.2,65.0,746.0
654,4.3,70.0,800.0
655,3.9,69.0,746.0
656,0.7,61.0,600.0
657,1.4,64.0,400.0
658,-0.2,65.0,200.0
659,-5.8,66.0,54.0
660,-6.4,68.0,0.0
661,-6.6,68.0,54.0
662,-9.7,63.0,200.0
663,-9.7,74.0,400.0
664,-12.1,67.0,600.0
665,-11.0,74.0,746.0
666,-9.1,74.0,800.0
667,-8.8,62.0,746.0
668,-7.0,64.0,600.0
669,-6.2,65.0,400.0
670,-2.0,69.0,200.0
671,-1.9,71.0,54.0
672,2.9,68.0,0.0
673,2.4,64.0,54.0
674,5.2,75.0,200.0
675,5.9,65.0,400.0
676,4.5,71.0,600.0
677,4.7,67.0,746.0
678,4.1,67.0,800.0
679,2.9,70.0,746.0
680,0.4,75.0,600.0
681,0.3,69.0,400.0
682,-3.0,65.0,200.0
683,-4.5,74.0,54.0
684,-5.3,70.0,0.0
685,-7.5,68.0,54.0
686,-10.0,72.0,200.0
687,-9.2,69.0,400.0
688,-9.9,79.0,600.0
689,-11.0,67.0,746.0
690,-10.1,73.0,800.0
691,-7.3,69.0,746.0
692,-5.9,69.0,600.0
693,-6.3,65.0,400.0
694,-3.7,65.0,200.0
695,0.0,70.0,54.0
696,0.1,63.0,0.0
697,3.8,64.0,54.0
698,6.2,67.0,200.0
699,5.5,73.0,400.0
700,4.5,68.0,600.0
701,5.4,68.0,746.0
702,5.5,62.0,800.0
703,3.3,76.0,746.0
704,2.0,73.0,600.0
705,-1.2,73.0,400.0
706,-3.1,60.0,200.0
707,-3.6,69.0,54.0
708,-7.2,63.0,0.0
709,-10.7,71.0,54.0
710,-9.8,69.0,200.0
711,-10.0,70.0,400.0
712,-9.6,64.0,600.0
713,-8.8,62.0,746.0
714,-9.6,64.0,800.0
715,-7.8,69.0,746.0
716,-6.7,66.0,600.0
717,-4.6,69.0,400.0
718,-3.0,62.0,200.0
719,-0.4,67.0,54.0
720,0.4,74.0,0.0
721,4.8,69.0,54.0
722,1.8,69.0,200.0
723,5.6,69.0,400.0
724,5.6,65.0,600.0
725,5.4,76.0,746.0
726,3.1,69.0,800.0
727,1.4,68.0,746.0
728,2.1,71.0,600.0
729,0.9,72.0,400.0
730,-2.3,61.0,200.0
731,-3.8,68.0,54.0
732,-7.0,79.0,0.0
733,-7.9,76.0,54.0
734,-8.3,67.0,200.0
735,-10.7,71.0,400.0
736,-9.6,66.0,600.0
737,-12.2,69.0,746.0
738,-10.4,65.0,800.0
739,-8.0,65.0,746.0
740,-5.0,65.0,600.0
741,-5.0,76.0,400.0
742,-4.0,65.0,200.0
743,1.0,73.0,54.0
744,0.9,65.0,0.0
745,3.4,65.0,54.0
746,3.7,70.0,200.0
747,5.0,61.0,400.0
748,4.6,71.0,600.0
749,7.2,67.0,746.0
750,5.4,65.0,800.0
751,4.7,64.0,746.0
752,0.6,78.0,600.0
753,-2.4,68.0,400.0
754,-2.9,67.0,200.0
755,-2.2,72.0,54.0
756,-7.0,64.0,0.0
757,-7.3,73.0,54.0
758,-10.7,68.0,200.0
759,-11.4,61.0,400.0
760,-10.9,65.0,600.0
761,-8.5,62.0,746.0
762,-8.8,68.0,800.0
763,-10.7,64.0,746.0
764,-6.4,63.0,600.0
765,-6.3,69.0,400.0
766,-3.8,68.0,200.0
767,-0.5,74.0,54.0
768,2.3,74.0,0.0
769,4.0,68.0,54.0
770,4.3,70.0,200.0
771,5.1,61.0,400.0
772,6.4,71.0,600.0
773,3.3,70.0,746.0
774,5.9,73.0,800.0
775,2.1,66.0,746.0
776,1.5,66.0,600.0
777,-1.2,66.0,400.0
778,-3.9,75.0,200.0
779,-4.4,69.0,54.0
780,-6.5,60.0,0.0
781,-8.6,71.0,54.0
782,-9.9,66.0,200.0
783,-9.1,73.0,400.0
784,-8.8,71.0,600.0
785,-9.5,74.0,746.0
786,-9.7,73.0,800.0
787,-10.4,73.0,746.0
788,-6.5,74.0,600.0
789,-4.6,72.0,400.0
790,-2.4,65.0,200.0
791,-2.2,62.0,54.0
792,1.7,64.0,0.0
793,4.1,72.0,54.0
794,2.8,57.0,200.0
795,5.4,68.0,400.0
796,4.2,67.0,600.0
797,4.7,74.0,746.0
798,3.1,68.0,800.0
799,2.4,66.0,746.0
800,0.8,75.0,600.0
801,-0.4,68.0,400.0
802,-2.0,67.0,200.0
803,-3.7,66.0,54.0
804,-7.5,70.0,0.0
805,-8.2,67.0,54.0
806,-11.0,67.0,200.0
807,-10.8,75.0,400.0
808,-11.0,68.0,600.0
809,-11.8,66.0,746.0
810,-9.5,63.0,800.0
811,-9.0,69.0,746.0
812,-7.1,65.0,600.0
813,-4.1,66.0,400.0
814,-3.7,64.0,200.0
815,-0.4,69.0,54.0
816,2.2,62.0,0.0
817,3.8,70.0,54.0
818,3.5,66.0,200.0
819,3.6,72.0,400.0
820,4.2,71.0,600.0
821,3.1,69.0,746.0
822,4.6,73.0,800.0
823,3.4,76.0,746.0
824,1.1,75.0,600.0
825,-2.3,62.0,400.0
826,-3.3,65.0,200.0
827,-3.7,66.0,54.0
828,-6.4,72.0,0.0
829,-7.9,66.0,54.0
830,-6.7,66.0,200.0
831,-10.5,65.0,400.0
832,-13.3,70.0,600.0
833,-12.0,72.0,746.0
834,-9.9,62.0,800.0
835,-8.9,66.0,746.0
836,-7.5,59.0,600.0
837,-5.6,57.0,400.0
838,-4.2,71.0,200.0
839,-0.9,70.0,54.0
840,2.0,69.0,0.0
841,4.1,76.0,54.0
842,5.3,60.0,200.0
843,3.5,58.0,400.0
844,4.8,63.0,600.0
845,4.2,58.0,746.0
846,4.4,65.0,800.0
847,2.5,71.0,746.0
848,0.7,70.0,600.0
849,0.5,74.0,400.0
850,-3.0,70.0,200.0
851,-5.0,67.0,54.0
852,-6.7,66.0,0.0
853,-8.1,71.0,54.0
854,-9.4,61.0,200.0
855,-9.4,53.0,400.0
856,-12.5,71.0,600.0
857,-10.7,70.0,746.0
858,-10.4,77.0,800.0
859,-9.4,72.0,746.0
860,-6.7,70.0,600.0
861,-4.2,67.0,400.0
862,-4.1,65.0,200.0
863,0.3,67.0,54.0
864,-0.9,73.0,0.0
865,2.8,71.0,54.0
866,2.6,73.0,200.0
867,3.7,69.0,400.0
868,4.7,64.0,600.0
869,4.1,75.0,746.0
870,0.8,74.0,800.0
871,3.1,70.0,746.0
872,1.6,72.0,600.0
873,-1.2,71.0,400.0
874,-3.4,66.0,200.0
875,-5.6,68.0,54.0
876,-8.9,64.0,0.0
877,-10.7,68.0,54.0
878,-9.4,74.0,200.0
879,-10.0,73.0,400.0
880,-10.8,72.0,600.0
881,-10.8,74.0,746.0
882,-9.6,67.0,800.0
883,-8.4,63.0,746.0
884,-8.3,68.0,600.0
885,-5.4,69.0,400.0
886,-3.9,72.0,200.0
887,-1.8,71.0,54.0
888,1.6,74.0,0.0
889,3.7,59.0,54.0
890,1.1,65.0,200.0
891,4.0,68.0,400.0
892,4.3,71.0,600.0
893,5.5,79.0,746.0
894,2.2,64.0,800.0
895,-0.6,65.0,746.0
896,1.6,67.0,600.0
897,-0.2,65.0,400.0
898,-5.0,65.0,200.0
899,-5.4,69.0,54.0
900,-5.7,74.0,0.0
901,-10.0,70.0,54.0
902,-10.2,65.0,200.0
903,-10.6,68.0,400.0
904,-12.9,64.0,600.0
905,-11.8,74.0,746.0
906,-12.2,76.0,800.0
907,-9.4,61.0,746.0
908,-8.4,70.0,600.0
909,-5.5,65.0,400.0
910,-3.0,69.0,200.0
911,-0.2,69.0,54.0
912,2.7,62.0,0.0
913,2.2,75.0,54.0
914,3.0,68.0,200.0
915,3.8,67.0,400.0
916,3.5,70.0,600.0
917,4.7,65.0,746.0
918,3.0,68.0,800.0
919,2.8,60.0,746.0
920,-0.3,57.0,600.0
921,-1.7,64.0,400.0
922,-2.9,67.0,200.0
923,-5.5,60.0,54.0
924,-9.3,67.0,0.0
925,-9.1,67.0,54.0
926,-11.2,69.0,200.0
927,-10.0,72.0,400.0
928,-10.6,78.0,600.0
929,-13.6,71.0,746.0
930,-9.8,64.0,800.0
931,-9.0,73.0,746.0
932,-9.2,76.0,600.0
933,-4.9,64.0,400.0
934,-5.0,64.0,200.0
935,-0.5,62.0,54.0
936,-0.4,67.0,0.0
937,0.4,71.0,54.0
938,5.4,77.0,200.0
939,2.5,74.0,400.0
940,3.6,71.0,600.0
941,3.6,70.0,746.0
942,3.0,71.0,800.0
943,2.9,72.0,746.0
944,0.6,76.0,600.0
945,-0.3,69.0,400.0
946,-3.0,71.0,200.0
947,-7.2,67.0,54.0
948,-6.9,70.0,0.0
949,-8.9,68.0,54.0
950,-11.1,64.0,200.0
951,-9.2,74.0,400.0
952,-11.0,77.0,600.0
953,-10.5,69.0,746.0
954,-9.7,71.0,800.0
955,-9.8,74.0,746.0
956,-7.2,69.0,600.0
