day_of_week,hour,zone,occupied,n_occupants,CO2_ppm
0,19,3,0,0,413.0
0,19,4,0,0,394.0
0,19,5,0,0,395.0
0,19,6,0,0,401.0
0,19,7,0,0,395.0
0,19,8,0,0,416.0
0,20,1,0,0,401.0
0,20,2,0,0,408.0
0,20,3,0,0,408.0
0,20,4,0,0,401.0
0,20,5,0,0,400.0
0,20,6,0,0,414.0
0,20,7,0,0,413.0
0,20,8,0,0,396.0
0,21,1,0,0,414.0
0,21,2,0,0,409.0
0,21,3,0,0,406.0
0,21,4,0,0,398.0
0,21,5,0,0,411.0
0,21,6,0,0,404.0
0,21,7,0,0,410.0
0,21,8,0,0,395.0
0,22,1,0,0,412.0
0,22,2,0,0,401.0
0,22,3,0,0,401.0
0,22,4,0,0,402.0
0,22,5,0,0,382.0
0,22,6,0,0,387.0
0,22,7,0,0,407.0
0,22,8,0,0,401.0
0,23,1,0,0,392.0
0,23,2,0,0,398.0
0,23,3,0,0,381.0
0,23,4,0,0,407.0
0,23,5,0,0,394.0
0,23,6,0,0,408.0
0,23,7,0,0,414.0
0,23,8,0,0,404.0
1,0,1,0,0,387.0
1,0,2,1,0,399.0
1,0,3,0,0,390.0
1,0,4,0,0,396.0
1,0,5,1,0,400.0
1,0,6,0,0,400.0
1,0,7,0,0,409.0
1,0,8,0,0,410.0
1,1,1,0,0,393.0
1,1,2,0,0,389.0
1,1,3,0,0,391.0
1,1,4,0,0,402.0
1,1,5,0,0,402.0
1,1,6,0,0,394.0
1,1,7,0,0,410.0
1,1,8,0,0,387.0
1,2,1,0,0,412.0
1,2,2,0,0,412.0
1,2,3,0,0,403.0
1,2,4,0,0,414.0
1,2,5,0,0,402.0
1,2,6,0,0,402.0
1,2,7,0,0,380.0
1,2,8,0,0,389.0
1,3,1,0,0,391.0
1,3,2,0,0,389.0
1,3,3,0,0,408.0
1,3,4,0,0,397.0
1,3,5,0,0,425.0
1,3,6,0,0,415.0
1,3,7,0,0,401.0
1,3,8,0,0,401.0
1,4,1,0,0,396.0
1,4,2,0,0,401.0
1,4,3,0,0,394.0
1,4,4,0,0,411.0
1,4,5,0,0,400.0
1,4,6,0,0,403.0
1,4,7,0,0,422.0
1,4,8,0,0,402.0
1,5,1,0,0,393.0
1,5,2,0,0,394.0
1,5,3,0,0,402.0
1,5,4,0,0,397.0
1,5,5,0,0,394.0
1,5,6,0,0,385.0
1,5,7,0,0,401.0
1,5,8,0,0,396.0
1,6,1,0,0,401.0
1,6,2,0,0,399.0
1,6,3,0,0,416.0
1,6,4,0,0,400.0
1,6,5,0,0,405.0
1,6,6,0,0,400.0
1,6,7,1,0,385.0
1,6,8,0,0,408.0
1,7,1,0,0,412.0
1,7,2,0,0,399.0
1,7,3,0,0,396.0
1,7,4,0,0,408.0
1,7,5,0,0,391.0
1,7,6,0,0,391.0
1,7,7,0,0,393.0
1,7,8,0,0,389.0
1,8,1,0,0,383.0
1,8,2,1,2,519.0
1,8,3,1,6,769.0
1,8,4,1,9,941.0
1,8,5,1,5,697.0
1,8,6,1,8,890.0
1,8,7,1,10,987.0
1,8,8,1,6,758.0
1,9,1,0,0,403.0
1,9,2,1,6,781.0
1,9,3,1,6,754.0
1,9,4,0,0,397.0
1,9,5,1,6,768.0
1,9,6,0,0,408.0
1,9,7,1,6,767.0
1,9,8,1,5,703.0
1,10,1,0,0,401.0
1,10,2,1,7,810.0
1,10,3,0,0,407.0
1,10,4,1,4,628.0
1,10,5,1,6,765.0
1,10,6,0,0,400.0
1,10,7,1,2,531.0
1,10,8,1,7,830.0
1,11,1,1,3,567.0
1,11,2,1,5,701.0
1,11,3,1,4,648.0
1,11,4,0,0,396.0
1,11,5,1,8,883.0
1,11,6,1,2,525.0
1,11,7,1,5,718.0
1,11,8,0,0,394.0
1,12,1,1,3,568.0
1,12,2,1,2,520.0
1,12,3,1,6,771.0
1,12,4,1,5,690.0
1,12,5,1,10,999.0
1,12,6,0,0,397.0
1,12,7,1,3,559.0
1,12,8,1,4,637.0
1,13,1,1,5,686.0
1,13,2,0,0,409.0
1,13,3,1,5,700.0
1,13,4,1,3,581.0
1,13,5,1,7,819.0
1,13,6,0,0,397.0
1,13,7,0,0,400.0
1,13,8,0,0,424.0
1,14,1,1,3,599.0
1,14,2,1,9,941.0
1,14,3,0,0,395.0
1,14,4,1,2,528.0
1,14,5,0,0,392.0
1,14,6,1,4,634.0
1,14,7,1,3,597.0
1,14,8,1,4,629.0
1,15,1,1,6,746.0
1,15,2,1,7,820.0
1,15,3,1,10,980.0
1,15,4,1,2,513.0
1,15,5,1,5,711.0
1,15,6,1,3,571.0
1,15,7,0,0,390.0
1,15,8,1,5,702.0
1,16,1,1,5,688.0
1,16,2,1,6,764.0
1,16,3,0,0,411.0
1,16,4,0,0,406.0
1,16,5,1,6,762.0
1,16,6,1,4,623.0
1,16,7,1,7,834.0
1,16,8,1,5,698.0
1,17,1,1,1,455.0
1,17,2,1,8,873.0
1,17,3,1,6,781.0
1,17,4,0,0,387.0
1,17,5,0,0,421.0
1,17,6,1,6,746.0
1,17,7,0,0,390.0
1,17,8,0,0,413.0
1,18,1,1,6,780.0
1,18,2,1,1,448.0
1,18,3,1,1,462.0
1,18,4,1,5,713.0
1,18,5,0,0,398.0
1,18,6,0,0,399.0
1,18,7,1,6,773.0
1,18,8,1,5,683.0
1,19,1,0,0,409.0
1,19,2,0,0,394.0
1,19,3,0,0,398.0
1,19,4,0,0,390.0
1,19,5,0,0,381.0
1,19,6,0,0,394.0
1,19,7,0,0,402.0
1,19,8,0,0,385.0
1,20,1,1,0,388.0
1,20,2,0,0,415.0
1,20,3,0,0,405.0
1,20,4,0,0,402.0
1,20,5,0,0,404.0
1,20,6,0,0,407.0
1,20,7,0,0,394.0
1,20,8,0,0,396.0
1,21,1,0,0,390.0
1,21,2,0,0,393.0
1,21,3,0,0,401.0
1,21,4,0,0,411.0
1,21,5,0,0,414.0
1,21,6,0,0,398.0
1,21,7,0,0,392.0
1,21,8,0,0,388.0
1,22,1,0,0,399.0
1,22,2,0,0,405.0
1,22,3,0,0,406.0
1,22,4,0,0,373.0
1,22,5,0,0,383.0
1,22,6,1,0,392.0
1,22,7,0,0,390.0
1,22,8,0,0,389.0
1,23,1,0,0,405.0
1,23,2,0,0,401.0
1,23,3,0,0,393.0
1,23,4,0,0,404.0
1,23,5,0,0,421.0
1,23,6,0,0,395.0
1,23,7,1,0,390.0
1,23,8,0,0,402.0
2,0,1,0,0,395.0
2,0,2,0,0,411.0
2,0,3,0,0,397.0
2,0,4,0,0,401.0
2,0,5,0,0,417.0
2,0,6,0,0,402.0
2,0,7,0,0,397.0
2,0,8,0,0,404.0
2,1,1,0,0,393.0
2,1,2,0,0,419.0
2,1,3,0,0,398.0
2,1,4,0,0,399.0
2,1,5,0,0,404.0
2,1,6,0,0,398.0
2,1,7,0,0,403.0
2,1,8,0,0,389.0
2,2,1,1,0,393.0
2,2,2,0,0,413.0
2,2,3,0,0,400.0
2,2,4,0,0,399.0
2,2,5,0,0,410.0
2,2,6,0,0,417.0
2,2,7,0,0,394.0
2,2,8,0,0,410.0
2,3,1,0,0,412.0
2,3,2,0,0,415.0
2,3,3,0,0,402.0
2,3,4,0,0,410.0
2,3,5,0,0,410.0
2,3,6,1,0,394.0
2,3,7,0,0,390.0
2,3,8,1,0,402.0
2,4,1,0,0,399.0
2,4,2,0,0,406.0
2,4,3,0,0,399.0
2,4,4,0,0,401.0
2,4,5,0,0,409.0
2,4,6,0,0,394.0
2,4,7,0,0,394.0
2,4,8,0,0,398.0
2,5,1,0,0,414.0
2,5,2,0,0,397.0
2,5,3,0,0,400.0
2,5,4,0,0,406.0
2,5,5,0,0,415.0
2,5,6,0,0,401.0
2,5,7,0,0,400.0
2,5,8,0,0,416.0
2,6,1,0,0,412.0
2,6,2,0,0,400.0
2,6,3,0,0,401.0
2,6,4,0,0,403.0
2,6,5,0,0,395.0
2,6,6,0,0,368.0
2,6,7,0,0,396.0
2,6,8,0,0,395.0
2,7,1,0,0,394.0
2,7,2,0,0,406.0
2,7,3,0,0,399.0
2,7,4,0,0,413.0
2,7,5,0,0,387.0
2,7,6,0,0,388.0
2,7,7,0,0,391.0
2,7,8,0,0,401.0
2,8,1,1,11,1056.0
2,8,2,1,3,576.0
2,8,3,0,0,380.0
2,8,4,0,0,385.0
2,8,5,1,5,680.0
2,8,6,1,5,701.0
2,8,7,1,6,750.0
2,8,8,1,4,650.0
2,9,1,1,7,809.0
2,9,2,1,4,656.0
2,9,3,1,6,769.0
2,9,4,1,5,694.0
2,9,5,1,5,707.0
2,9,6,0,0,414.0
2,9,7,1,7,819.0
2,9,8,1,1,470.0
2,10,1,1,7,807.0
2,10,2,1,3,589.0
2,10,3,1,3,588.0
2,10,4,0,0,398.0
2,10,5,1,5,691.0
2,10,6,1,8,887.0
2,10,7,0,0,383.0
2,10,8,1,4,660.0
2,11,1,1,7,821.0
2,11,2,1,3,584.0
2,11,3,1,4,637.0
2,11,4,1,5,709.0
2,11,5,1,4,641.0
2,11,6,1,3,587.0
2,11,7,1,9,934.0
2,11,8,1,10,1007.0
2,12,1,0,0,402.0
2,12,2,1,4,645.0
2,12,3,1,6,758.0
2,12,4,1,4,634.0
2,12,5,1,3,580.0
2,12,6,1,9,932.0
2,12,7,0,0,398.0
2,12,8,1,1,463.0
2,13,1,1,6,755.0
2,13,2,1,6,755.0
2,13,3,1,8,896.0
2,13,4,1,5,705.0
2,13,5,1,6,755.0
2,13,6,1,1,477.0
2,13,7,1,4,640.0
2,13,8,1,5,714.0
2,14,1,0,0,386.0
2,14,2,1,7,819.0
2,14,3,0,0,408.0
2,14,4,1,7,816.0
2,14,5,1,5,695.0
2,14,6,1,5,696.0
2,14,7,1,1,462.0
2,14,8,0,0,399.0
2,15,1,1,5,695.0
2,15,2,0,0,402.0
2,15,3,0,0,410.0
2,15,4,0,0,404.0
2,15,5,1,4,668.0
2,15,6,1,6,734.0
2,15,7,1,9,926.0
2,15,8,1,8,883.0
2,16,1,1,5,693.0
2,16,2,1,5,701.0
2,16,3,1,2,531.0
2,16,4,1,2,522.0
2,16,5,0,0,411.0
2,16,6,0,0,406.0
2,16,7,1,9,935.0
2,16,8,1,3,579.0
2,17,1,1,11,1043.0
2,17,2,1,6,748.0
2,17,3,1,6,774.0
2,17,4,1,2,512.0
2,17,5,1,1,464.0
2,17,6,1,5,714.0
2,17,7,1,4,638.0
2,17,8,0,0,394.0
2,18,1,0,0,389.0
2,18,2,1,3,578.0
2,18,3,1,4,659.0
2,18,4,1,6,756.0
2,18,5,1,5,717.0
2,18,6,0,0,400.0
2,18,7,0,0,412.0
2,18,8,1,2,522.0
2,19,1,0,0,402.0
2,19,2,0,0,430.0
2,19,3,0,0,402.0
2,19,4,0,0,387.0
2,19,5,0,0,401.0
2,19,6,0,0,375.0
2,19,7,0,0,384.0
2,19,8,0,0,406.0
2,20,1,0,0,421.0
2,20,2,0,0,402.0
2,20,3,0,0,394.0
2,20,4,0,0,404.0
2,20,5,0,0,390.0
2,20,6,0,0,392.0
2,20,7,0,0,398.0
2,20,8,0,0,414.0
2,21,1,0,0,403.0
2,21,2,0,0,388.0
2,21,3,0,0,390.0
2,21,4,0,0,390.0
2,21,5,0,0,396.0
2,21,6,0,0,401.0
2,21,7,0,0,395.0
2,21,8,1,0,400.0
2,22,1,0,0,407.0
2,22,2,0,0,394.0
2,22,3,0,0,404.0
2,22,4,0,0,379.0
2,22,5,0,0,387.0
2,22,6,0,0,393.0
2,22,7,0,0,393.0
2,22,8,0,0,383.0
2,23,1,0,0,393.0
2,23,2,0,0,413.0
2,23,3,0,0,429.0
2,23,4,0,0,389.0
2,23,5,0,0,394.0
2,23,6,0,0,396.0
2,23,7,0,0,420.0
2,23,8,0,0,404.0
3,0,1,0,0,418.0
3,0,2,0,0,417.0
3,0,3,0,0,405.0
3,0,4,0,0,411.0
3,0,5,0,0,399.0
3,0,6,0,0,402.0
3,0,7,0,0,386.0
3,0,8,0,0,417.0
3,1,1,0,0,406.0
3,1,2,0,0,406.0
3,1,3,0,0,405.0
3,1,4,0,0,388.0
3,1,5,0,0,400.0
3,1,6,1,0,405.0
3,1,7,0,0,396.0
3,1,8,0,0,394.0
3,2,1,0,0,408.0
3,2,2,0,0,392.0
3,2,3,0,0,403.0
3,2,4,0,0,411.0
3,2,5,0,0,388.0
3,2,6,0,0,394.0
3,2,7,0,0,393.0
3,2,8,0,0,383.0
3,3,1,0,0,432.0
3,3,2,0,0,407.0
3,3,3,0,0,391.0
3,3,4,0,0,400.0
3,3,5,0,0,396.0
3,3,6,0,0,414.0
3,3,7,0,0,393.0
3,3,8,0,0,419.0
3,4,1,0,0,379.0
3,4,2,0,0,399.0
3,4,3,1,0,396.0
3,4,4,0,0,419.0
3,4,5,0,0,384.0
3,4,6,0,0,410.0
3,4,7,0,0,402.0
3,4,8,0,0,399.0
3,5,1,0,0,391.0
3,5,2,0,0,403.0
3,5,3,0,0,401.0
3,5,4,0,0,426.0
3,5,5,0,0,406.0
3,5,6,0,0,397.0
3,5,7,0,0,401.0
3,5,8,0,0,392.0
3,6,1,0,0,399.0
3,6,2,0,0,401.0
3,6,3,0,0,421.0
3,6,4,0,0,395.0
3,6,5,0,0,402.0
3,6,6,0,0,387.0
3,6,7,0,0,405.0
3,6,8,0,0,390.0
3,7,1,0,0,380.0
3,7,2,0,0,401.0
3,7,3,1,0,402.0
3,7,4,0,0,384.0
3,7,5,0,0,398.0
3,7,6,0,0,400.0
3,7,7,0,0,393.0
3,7,8,0,0,402.0
3,8,1,0,0,403.0
3,8,2,1,7,817.0
3,8,3,1,7,824.0
3,8,4,0,0,389.0
3,8,5,1,4,640.0
3,8,6,0,0,399.0
3,8,7,1,4,641.0
3,8,8,1,6,767.0
3,9,1,0,0,398.0
3,9,2,1,7,828.0
3,9,3,0,0,399.0
3,9,4,0,0,397.0
3,9,5,1,2,522.0
3,9,6,1,11,1076.0
3,9,7,1,4,648.0
3,9,8,1,1,451.0
3,10,1,1,5,685.0
3,10,2,1,3,585.0
3,10,3,0,0,408.0
3,10,4,0,0,418.0
3,10,5,1,3,567.0
3,10,6,0,0,404.0
3,10,7,1,3,588.0
3,10,8,0,0,407.0
3,11,1,1,8,879.0
3,11,2,1,4,643.0
3,11,3,1,7,828.0
3,11,4,1,6,766.0
3,11,5,1,5,699.0
3,11,6,1,3,579.0
3,11,7,1,3,582.0
3,11,8,0,0,395.0
3,12,1,1,4,642.0
3,12,2,1,3,572.0
3,12,3,1,6,759.0
3,12,4,1,9,946.0
3,12,5,0,0,393.0
3,12,6,0,0,412.0
3,12,7,1,3,578.0
3,12,8,1,3,574.0
3,13,1,1,5,716.0
3,13,2,1,5,700.0
3,13,3,0,0,407.0
3,13,4,1,3,587.0
3,13,5,1,8,882.0
3,13,6,1,6,754.0
3,13,7,1,8,879.0
3,13,8,1,4,623.0
3,14,1,0,0,402.0
3,14,2,0,0,403.0
3,14,3,1,2,517.0
3,14,4,1,9,949.0
3,14,5,1,7,829.0
3,14,6,0,0,383.0
3,14,7,1,3,581.0
3,14,8,1,4,647.0
3,15,1,1,4,638.0
3,15,2,0,0,405.0
3,15,3,1,9,939.0
3,15,4,1,7,822.0
3,15,5,1,4,635.0
3,15,6,0,0,380.0
3,15,7,0,0,411.0
3,15,8,1,7,826.0
3,16,1,1,3,561.0
3,16,2,1,2,531.0
3,16,3,1,7,836.0
3,16,4,1,8,869.0
3,16,5,1,5,695.0
3,16,6,1,8,864.0
3,16,7,1,4,627.0
3,16,8,0,0,403.0
3,17,1,1,7,817.0
3,17,2,1,1,456.0
3,17,3,1,7,835.0
3,17,4,1,3,572.0
3,17,5,1,4,633.0
3,17,6,1,8,852.0
3,17,7,1,6,758.0
3,17,8,1,6,767.0
3,18,1,1,5,702.0
3,18,2,0,0,405.0
3,18,3,1,6,753.0
3,18,4,1,5,690.0
3,18,5,0,0,381.0
3,18,6,0,0,396.0
3,18,7,1,7,810.0
3,18,8,1,6,752.0
3,19,1,0,0,402.0
3,19,2,0,0,413.0
3,19,3,0,0,387.0
3,19,4,0,0,394.0
3,19,5,0,0,428.0
3,19,6,0,0,407.0
3,19,7,0,0,410.0
3,19,8,0,0,405.0
3,20,1,0,0,406.0
3,20,2,0,0,405.0
3,20,3,0,0,395.0
3,20,4,0,0,394.0
3,20,5,0,0,376.0
3,20,6,0,0,396.0
3,20,7,0,0,386.0
3,20,8,0,0,403.0
3,21,1,0,0,380.0
3,21,2,0,0,417.0
3,21,3,0,0,398.0
3,21,4,0,0,405.0
3,21,5,0,0,381.0
3,21,6,0,0,407.0
3,21,7,0,0,395.0
3,21,8,0,0,402.0
3,22,1,0,0,380.0
3,22,2,0,0,407.0
3,22,3,0,0,405.0
3,22,4,0,0,402.0
3,22,5,1,0,411.0
3,22,6,0,0,404.0
3,22,7,0,0,392.0
3,22,8,0,0,400.0
3,23,1,0,0,407.0
3,23,2,0,0,421.0
3,23,3,0,0,408.0
3,23,4,0,0,389.0
3,23,5,0,0,400.0
3,23,6,0,0,392.0
3,23,7,0,0,389.0
3,23,8,0,0,384.0
4,0,1,0,0,386.0
4,0,2,0,0,399.0
4,0,3,0,0,417.0
4,0,4,0,0,402.0
4,0,5,0,0,391.0
4,0,6,0,0,407.0
4,0,7,0,0,394.0
4,0,8,0,0,401.0
4,1,1,1,0,396.0
4,1,2,0,0,394.0
4,1,3,0,0,406.0
4,1,4,1,0,412.0
4,1,5,0,0,402.0
4,1,6,0,0,396.0
4,1,7,0,0,384.0
4,1,8,0,0,388.0
4,2,1,0,0,398.0
4,2,2,0,0,384.0
4,2,3,0,0,402.0
4,2,4,0,0,401.0
4,2,5,0,0,409.0
4,2,6,0,0,387.0
4,2,7,0,0,418.0
4,2,8,1,0,408.0
4,3,1,1,0,429.0
4,3,2,0,0,404.0
4,3,3,0,0,399.0
4,3,4,0,0,418.0
4,3,5,0,0,400.0
4,3,6,0,0,390.0
4,3,7,0,0,398.0
4,3,8,0,0,403.0
4,4,1,0,0,388.0
4,4,2,0,0,419.0
4,4,3,0,0,425.0
4,4,4,0,0,385.0
4,4,5,0,0,396.0
4,4,6,0,0,410.0
4,4,7,0,0,390.0
4,4,8,0,0,380.0
4,5,1,0,0,402.0
4,5,2,0,0,390.0
4,5,3,0,0,395.0
4,5,4,1,0,403.0
4,5,5,0,0,395.0
4,5,6,0,0,406.0
4,5,7,0,0,405.0
4,5,8,0,0,407.0
4,6,1,0,0,412.0
4,6,2,0,0,419.0
4,6,3,0,0,399.0
4,6,4,0,0,411.0
4,6,5,0,0,406.0
4,6,6,0,0,403.0
4,6,7,0,0,386.0
4,6,8,0,0,394.0
4,7,1,0,0,392.0
4,7,2,0,0,404.0
4,7,3,0,0,406.0
4,7,4,0,0,402.0
4,7,5,0,0,391.0
4,7,6,0,0,384.0
4,7,7,0,0,398.0
4,7,8,0,0,404.0
4,8,1,1,4,641.0
4,8,2,1,7,818.0
4,8,3,0,0,385.0
4,8,4,1,6,771.0
4,8,5,0,0,408.0
4,8,6,1,8,896.0
4,8,7,1,7,809.0
4,8,8,0,0,396.0
4,9,1,0,0,400.0
4,9,2,0,0,406.0
4,9,3,0,0,415.0
4,9,4,1,5,717.0
4,9,5,0,0,412.0
4,9,6,1,4,629.0
4,9,7,0,0,391.0
4,9,8,1,8,878.0
4,10,1,1,7,814.0
4,10,2,0,0,405.0
4,10,3,1,2,526.0
4,10,4,1,4,641.0
4,10,5,0,0,415.0
4,10,6,1,7,818.0
4,10,7,1,4,639.0
4,10,8,0,0,390.0
4,11,1,1,8,873.0
4,11,2,1,2,523.0
4,11,3,1,4,650.0
4,11,4,1,10,992.0
4,11,5,1,3,587.0
4,11,6,1,5,689.0
4,11,7,1,1,460.0
4,11,8,1,9,938.0
4,12,1,1,6,763.0
4,12,2,1,7,825.0
4,12,3,1,4,634.0
4,12,4,1,4,647.0
4,12,5,0,0,396.0
4,12,6,0,0,427.0
4,12,7,1,7,821.0
4,12,8,0,0,414.0
4,13,1,0,0,417.0
4,13,2,1,7,835.0
4,13,3,1,7,799.0
4,13,4,0,0,399.0
4,13,5,0,0,399.0
4,13,6,1,5,701.0
4,13,7,1,2,530.0
4,13,8,0,0,396.0
4,14,1,1,3,584.0
4,14,2,1,5,691.0
4,14,3,1,2,512.0
4,14,4,1,7,844.0
4,14,5,1,4,644.0
4,14,6,1,1,452.0
4,14,7,1,2,512.0
4,14,8,1,6,759.0
4,15,1,1,3,569.0
4,15,2,1,6,764.0
4,15,3,1,3,580.0
4,15,4,1,2,511.0
4,15,5,1,6,766.0
4,15,6,1,8,886.0
4,15,7,1,8,887.0
4,15,8,1,7,814.0
4,16,1,1,0,400.0
4,16,2,1,6,759.0
4,16,3,1,7,826.0
4,16,4,0,0,384.0
4,16,5,0,0,394.0
4,16,6,1,7,837.0
4,16,7,1,10,1000.0
4,16,8,0,0,408.0
4,17,1,1,2,525.0
4,17,2,1,7,833.0
4,17,3,1,3,571.0
4,17,4,1,5,707.0
4,17,5,1,2,520.0
4,17,6,1,7,824.0
4,17,7,0,0,402.0
4,17,8,1,6,742.0
4,18,1,1,5,711.0
4,18,2,1,7,821.0
4,18,3,0,0,403.0
4,18,4,1,6,753.0
4,18,5,1,7,825.0
4,18,6,0,0,411.0
4,18,7,1,7,815.0
4,18,8,1,9,953.0
4,19,1,0,0,389.0
4,19,2,0,0,398.0
4,19,3,0,0,390.0
4,19,4,0,0,409.0
4,19,5,0,0,400.0
4,19,6,0,0,396.0
4,19,7,0,0,390.0
4,19,8,0,0,412.0
4,20,1,0,0,398.0
4,20,2,0,0,399.0
4,20,3,0,0,420.0
4,20,4,0,0,418.0
4,20,5,0,0,405.0
4,20,6,0,0,413.0
4,20,7,0,0,398.0
4,20,8,0,0,404.0
4,21,1,0,0,423.0
4,21,2,0,0,410.0
4,21,3,0,0,392.0
4,21,4,0,0,405.0
4,21,5,0,0,412.0
4,21,6,0,0,388.0
4,21,7,0,0,409.0
4,21,8,0,0,420.0
4,22,1,0,0,404.0
4,22,2,0,0,414.0
4,22,3,0,0,376.0
4,22,4,0,0,395.0
4,22,5,0,0,402.0
4,22,6,0,0,399.0
4,22,7,0,0,397.0
4,22,8,0,0,416.0
4,23,1,0,0,396.0
4,23,2,0,0,410.0
4,23,3,0,0,410.0
4,23,4,0,0,405.0
4,23,5,0,0,400.0
4,23,6,0,0,393.0
4,23,7,0,0,402.0
4,23,8,0,0,404.0
5,0,1,0,0,390.0
5,0,2,0,0,385.0
5,0,3,0,0,384.0
5,0,4,0,0,416.0
5,0,5,0,0,394.0
5,0,6,0,0,402.0
5,0,7,1,0,411.0
5,0,8,0,0,386.0
5,1,1,0,0,396.0
5,1,2,0,0,389.0
5,1,3,0,0,382.0
5,1,4,1,0,400.0
5,1,5,1,0,415.0
5,1,6,1,0,395.0
5,1,7,0,0,392.0
5,1,8,0,0,397.0
5,2,1,0,0,395.0
5,2,2,0,0,411.0
5,2,3,0,0,419.0
5,2,4,0,0,391.0
5,2,5,0,0,403.0
5,2,6,0,0,400.0
5,2,7,0,0,409.0
5,2,8,0,0,406.0
5,3,1,0,0,393.0
5,3,2,0,0,398.0
5,3,3,0,0,419.0
5,3,4,0,0,401.0
5,3,5,0,0,391.0
5,3,6,0,0,413.0
5,3,7,0,0,411.0
5,3,8,0,0,403.0
5,4,1,0,0,405.0
5,4,2,0,0,398.0
5,4,3,0,0,397.0
